timesteps	evaders	pursuers
30	[[0, 20], [20, 18], [14, 19], [18, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [27, 22], [0, 39], [24, 3], [25, 34], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [31, 27], [16, 38], [19, 23], [17, 35], [22, 19], [27, 21], [19, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[28, 20], [15, 19], [19, 22], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [12, 24], [7, 16], [34, 27], [8, 1], [20, 17], [16, 19], [28, 34], [21, 39], [8, 5], [37, 6], [10, 27], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 5], [10, 14], [16, 33], [9, 6], [6, 23], [10, 8], [13, 39], [11, 15], [25, 33], [29, 37], [23, 19], [18, 19], [8, 7], [5, 39], [5, 21], [3, 19], [14, 5], [18, 10], [32, 24], [13, 14], [17, 38], [8, 17], [28, 21], [19, 18], [17, 34], [18, 5], [29, 32], [28, 36], [16, 17], [17, 20], [35, 12], [20, 32], [9, 15], [1, 33], [15, 2], [16, 35], [5, 24], [33, 25], [26, 34], [26, 21], [0, 38], [17, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [32, 27], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [3, 28], [15, 34], [39, 33], [5, 16], [39, 26], [20, 6], [18, 37], [20, 19], [36, 7], [28, 22], [4, 39], [4, 25], [18, 9], [19, 31], [6, 12], [30, 36], [6, 15], [16, 39], [0, 19], [24, 4], [35, 28], [21, 19], [13, 19], [12, 22], [14, 7], [19, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 38], [35, 14], [23, 39], [24, 2], [11, 39], [13, 1], [5, 19], [30, 20], [21, 18], [22, 24], [4, 15], [27, 20], [11, 13], [25, 35], [18, 24], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [19, 15], [18, 7], [5, 26], [16, 9], [15, 6], [14, 16], [8, 39], [14, 20], [24, 33], [8, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [29, 18], [31, 26], [12, 38], [15, 38], [25, 3], [17, 36], [2, 17]]
31	[[0, 21], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [27, 23], [0, 39], [24, 3], [24, 34], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [30, 27], [16, 38], [20, 23], [17, 35], [22, 18], [27, 22], [20, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[28, 19], [15, 19], [20, 22], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [13, 24], [7, 16], [34, 27], [7, 1], [20, 17], [16, 19], [28, 34], [21, 39], [8, 5], [37, 6], [10, 28], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 5], [10, 14], [16, 33], [9, 6], [6, 23], [11, 8], [13, 39], [11, 15], [25, 34], [29, 37], [23, 18], [18, 19], [8, 7], [5, 38], [5, 22], [3, 19], [14, 5], [17, 10], [31, 24], [14, 14], [17, 38], [7, 17], [28, 21], [19, 18], [17, 34], [18, 5], [29, 31], [28, 36], [16, 18], [17, 20], [35, 12], [20, 32], [9, 15], [1, 32], [15, 2], [16, 35], [5, 24], [33, 26], [26, 34], [26, 22], [0, 38], [18, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [31, 27], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [3, 27], [15, 34], [39, 34], [5, 16], [39, 27], [19, 6], [18, 37], [20, 19], [36, 7], [28, 22], [3, 39], [4, 25], [17, 9], [19, 31], [7, 12], [30, 36], [6, 15], [16, 39], [0, 20], [24, 4], [35, 28], [22, 19], [13, 19], [12, 22], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 39], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [30, 21], [21, 18], [22, 24], [4, 15], [27, 21], [11, 13], [24, 35], [19, 24], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [14, 17], [8, 38], [14, 20], [24, 33], [9, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [37, 3], [8, 23], [9, 13], [29, 19], [30, 26], [12, 38], [15, 38], [25, 3], [17, 36], [2, 18]]
32	[[1, 21], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [28, 23], [0, 39], [24, 3], [23, 34], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [29, 27], [16, 38], [20, 24], [17, 35], [22, 17], [27, 23], [20, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[27, 19], [15, 19], [20, 23], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [14, 24], [7, 16], [34, 27], [8, 1], [20, 17], [16, 19], [28, 34], [21, 39], [8, 5], [37, 6], [11, 28], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 6], [10, 14], [16, 33], [9, 6], [6, 23], [11, 7], [13, 39], [11, 15], [24, 34], [29, 37], [23, 17], [18, 19], [8, 7], [4, 38], [4, 22], [3, 19], [14, 5], [18, 10], [30, 24], [13, 14], [17, 38], [8, 17], [28, 21], [19, 18], [17, 34], [19, 5], [29, 30], [28, 36], [16, 18], [17, 20], [35, 12], [20, 32], [9, 15], [2, 32], [15, 2], [16, 35], [5, 24], [32, 26], [26, 35], [26, 23], [0, 38], [19, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [31, 27], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [3, 28], [15, 34], [39, 35], [5, 16], [39, 28], [19, 6], [18, 37], [20, 19], [36, 7], [28, 22], [3, 39], [4, 25], [17, 9], [19, 31], [8, 12], [30, 36], [6, 15], [16, 39], [0, 21], [24, 4], [35, 28], [22, 18], [13, 19], [12, 23], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 38], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [30, 22], [21, 18], [22, 24], [4, 15], [27, 21], [11, 13], [23, 35], [19, 24], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [21, 15], [17, 7], [5, 26], [16, 8], [15, 6], [15, 17], [8, 37], [14, 20], [23, 33], [10, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [29, 20], [29, 26], [12, 38], [15, 38], [25, 3], [17, 36], [2, 18]]
33	[[1, 20], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 23], [0, 39], [24, 3], [22, 34], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [29, 28], [16, 38], [21, 24], [17, 35], [22, 16], [27, 22], [20, 37], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[27, 19], [15, 19], [20, 24], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [14, 23], [7, 16], [34, 27], [7, 1], [20, 17], [16, 19], [29, 34], [21, 39], [8, 5], [37, 6], [11, 28], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [11, 8], [13, 39], [11, 15], [24, 34], [29, 37], [23, 16], [18, 19], [8, 7], [4, 37], [3, 22], [3, 19], [14, 5], [19, 10], [30, 23], [13, 15], [17, 38], [7, 17], [28, 21], [19, 18], [17, 34], [20, 5], [28, 30], [28, 36], [16, 18], [17, 20], [35, 12], [20, 32], [9, 15], [3, 32], [15, 2], [16, 35], [5, 24], [32, 26], [25, 35], [27, 23], [0, 38], [20, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [31, 28], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [4, 28], [15, 34], [39, 36], [5, 16], [39, 29], [18, 6], [18, 37], [20, 19], [36, 7], [28, 22], [3, 39], [4, 25], [17, 9], [19, 31], [7, 12], [30, 36], [6, 15], [16, 39], [0, 20], [24, 4], [35, 28], [22, 17], [13, 19], [13, 23], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 22], [21, 18], [22, 24], [4, 15], [27, 21], [11, 13], [22, 35], [19, 24], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [21, 14], [17, 7], [5, 26], [16, 8], [15, 6], [15, 16], [7, 37], [14, 20], [22, 33], [10, 34], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [37, 3], [8, 23], [9, 13], [29, 20], [29, 25], [12, 38], [15, 38], [25, 3], [17, 36], [1, 18]]
34	[[1, 21], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [21, 34], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [28, 28], [16, 38], [21, 25], [17, 35], [22, 15], [26, 22], [20, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[26, 19], [15, 19], [21, 24], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [14, 22], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [30, 34], [21, 39], [8, 5], [37, 6], [11, 29], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [10, 8], [13, 39], [11, 15], [23, 34], [29, 37], [23, 15], [18, 19], [8, 7], [4, 36], [2, 22], [3, 19], [14, 5], [19, 11], [30, 24], [13, 14], [17, 38], [8, 17], [28, 21], [19, 18], [17, 34], [21, 5], [27, 30], [28, 36], [16, 18], [17, 20], [35, 12], [20, 32], [9, 15], [2, 32], [15, 2], [16, 35], [5, 24], [31, 26], [25, 35], [26, 23], [0, 38], [21, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [30, 28], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [5, 28], [15, 34], [38, 36], [5, 16], [39, 30], [19, 6], [18, 37], [20, 19], [36, 7], [27, 22], [3, 39], [4, 25], [17, 9], [19, 31], [8, 12], [30, 36], [6, 15], [16, 39], [0, 21], [24, 4], [35, 28], [22, 16], [13, 19], [13, 22], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 38], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [26, 21], [11, 13], [22, 34], [19, 25], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [22, 14], [17, 7], [5, 26], [16, 8], [15, 6], [16, 16], [7, 38], [14, 20], [21, 33], [10, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [29, 20], [29, 25], [12, 38], [15, 38], [25, 3], [17, 36], [1, 19]]
35	[[1, 20], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [28, 24], [0, 39], [24, 3], [21, 35], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [27, 28], [16, 38], [22, 25], [17, 35], [21, 15], [25, 22], [20, 37], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[25, 19], [15, 19], [21, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [15, 22], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [31, 34], [21, 39], [8, 5], [37, 6], [11, 30], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [9, 8], [13, 39], [11, 15], [23, 35], [29, 37], [22, 15], [18, 19], [8, 7], [4, 35], [2, 21], [3, 19], [14, 5], [19, 12], [30, 24], [14, 14], [17, 38], [7, 17], [28, 21], [19, 18], [17, 34], [22, 5], [27, 29], [28, 36], [16, 18], [17, 20], [35, 12], [20, 32], [9, 15], [1, 32], [15, 2], [16, 35], [5, 24], [30, 26], [24, 35], [25, 23], [0, 38], [22, 2], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 28], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [6, 28], [15, 34], [37, 36], [5, 16], [39, 31], [20, 6], [18, 37], [20, 19], [36, 7], [26, 22], [4, 39], [4, 25], [17, 9], [19, 31], [7, 12], [30, 36], [6, 15], [16, 39], [0, 20], [24, 4], [35, 28], [21, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [19, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [28, 23], [21, 18], [22, 24], [4, 15], [25, 21], [11, 13], [22, 35], [20, 25], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [21, 14], [17, 7], [5, 26], [16, 8], [15, 6], [17, 16], [6, 38], [14, 20], [21, 34], [11, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [37, 3], [8, 23], [9, 13], [29, 20], [28, 25], [12, 38], [15, 38], [25, 3], [17, 36], [1, 19]]
36	[[1, 21], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 35], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [28, 28], [16, 38], [23, 25], [17, 35], [20, 15], [24, 22], [20, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[24, 19], [15, 19], [22, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [16, 22], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [32, 34], [21, 39], [8, 5], [37, 6], [12, 30], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [9, 9], [13, 39], [11, 15], [23, 36], [29, 37], [21, 15], [18, 19], [8, 7], [3, 35], [2, 21], [3, 19], [14, 5], [19, 13], [30, 24], [13, 14], [17, 38], [8, 17], [28, 21], [19, 18], [17, 34], [23, 5], [27, 29], [28, 36], [16, 17], [17, 20], [35, 12], [20, 32], [9, 15], [1, 31], [15, 2], [16, 35], [5, 24], [29, 26], [24, 36], [24, 23], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 28], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [6, 29], [15, 34], [36, 36], [5, 16], [39, 32], [21, 6], [18, 37], [20, 19], [36, 7], [25, 22], [3, 39], [4, 25], [17, 9], [19, 31], [8, 12], [30, 36], [6, 15], [16, 39], [0, 21], [24, 4], [35, 28], [20, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [24, 21], [11, 13], [21, 35], [20, 24], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 14], [17, 7], [5, 26], [16, 8], [15, 6], [17, 15], [7, 38], [14, 20], [20, 34], [12, 33], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [29, 20], [28, 25], [12, 38], [15, 38], [25, 3], [17, 36], [1, 20]]
37	[[1, 22], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 25], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [28, 29], [16, 38], [24, 25], [17, 35], [19, 15], [23, 22], [20, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[23, 19], [15, 19], [23, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [16, 23], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [32, 33], [21, 39], [8, 5], [37, 6], [12, 31], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [8, 9], [13, 39], [11, 15], [23, 37], [29, 37], [21, 15], [18, 19], [8, 7], [2, 35], [2, 22], [3, 19], [14, 5], [19, 14], [30, 25], [14, 14], [17, 38], [7, 17], [27, 21], [19, 18], [17, 34], [24, 5], [27, 29], [28, 36], [16, 16], [17, 20], [35, 12], [20, 32], [9, 15], [0, 31], [15, 2], [16, 35], [5, 24], [29, 26], [24, 37], [24, 24], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 29], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [6, 30], [15, 34], [36, 37], [5, 16], [39, 33], [22, 6], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [7, 12], [30, 36], [6, 15], [16, 39], [0, 22], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [20, 25], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [8, 38], [14, 20], [20, 35], [12, 34], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [37, 3], [8, 23], [9, 13], [29, 20], [28, 25], [12, 38], [15, 38], [25, 3], [17, 36], [1, 21]]
38	[[1, 23], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [28, 28], [16, 38], [25, 25], [17, 35], [19, 15], [23, 22], [20, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [24, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [17, 23], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [32, 32], [21, 39], [8, 5], [37, 6], [13, 31], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [8, 8], [13, 39], [11, 15], [23, 36], [29, 37], [21, 14], [18, 19], [8, 7], [1, 35], [2, 23], [3, 19], [14, 5], [19, 14], [30, 24], [15, 14], [17, 38], [8, 17], [27, 22], [19, 18], [17, 34], [25, 5], [27, 28], [28, 36], [17, 16], [17, 20], [35, 12], [20, 32], [9, 15], [1, 31], [15, 2], [16, 35], [5, 24], [29, 25], [24, 38], [25, 24], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 28], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [6, 31], [15, 34], [35, 37], [5, 16], [39, 34], [21, 6], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [8, 12], [30, 36], [6, 15], [16, 39], [0, 23], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [21, 25], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [7, 38], [14, 20], [20, 35], [13, 34], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [29, 21], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 22]]
39	[[1, 24], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [28, 29], [16, 38], [26, 25], [17, 35], [19, 15], [23, 22], [20, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [25, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [18, 23], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [31, 32], [21, 39], [8, 5], [37, 6], [14, 31], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [7, 8], [13, 39], [11, 15], [23, 36], [29, 37], [22, 14], [18, 19], [8, 7], [0, 35], [2, 24], [3, 19], [14, 5], [19, 14], [30, 24], [16, 14], [17, 38], [7, 17], [27, 23], [19, 18], [17, 34], [26, 5], [28, 28], [28, 36], [17, 17], [17, 20], [35, 12], [20, 32], [9, 15], [0, 31], [15, 2], [16, 35], [5, 24], [29, 25], [24, 38], [26, 24], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 29], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [7, 31], [15, 34], [35, 38], [5, 16], [39, 35], [22, 6], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [9, 12], [30, 36], [6, 15], [16, 39], [0, 24], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [21, 26], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [6, 38], [14, 20], [20, 35], [13, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [37, 3], [8, 23], [9, 13], [28, 21], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 23]]
40	[[1, 25], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [27, 29], [16, 38], [26, 26], [17, 35], [19, 15], [23, 22], [19, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [25, 26], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [19, 23], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [30, 32], [21, 39], [8, 5], [37, 6], [14, 32], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [6, 8], [13, 39], [11, 15], [23, 36], [29, 37], [23, 14], [18, 19], [8, 7], [0, 34], [2, 25], [3, 19], [14, 5], [19, 14], [30, 24], [15, 14], [17, 38], [8, 17], [27, 23], [19, 18], [17, 34], [27, 5], [27, 28], [28, 36], [16, 17], [17, 20], [35, 12], [20, 32], [9, 15], [1, 31], [15, 2], [16, 35], [5, 24], [29, 25], [24, 38], [26, 25], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [28, 29], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [8, 31], [15, 34], [34, 38], [5, 16], [39, 36], [21, 6], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [9, 12], [30, 36], [6, 15], [16, 39], [0, 25], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [21, 27], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [6, 37], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [38, 3], [8, 23], [9, 13], [27, 21], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 24]]
