timesteps	evaders	pursuers
55	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 26], [17, 35], [19, 15], [23, 22], [19, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [28, 29], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [23, 29], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [30, 33], [21, 39], [8, 5], [37, 6], [14, 29], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [5, 8], [13, 39], [11, 15], [21, 33], [29, 37], [29, 15], [18, 19], [8, 7], [3, 34], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [20, 12], [17, 38], [7, 17], [27, 24], [19, 18], [17, 34], [34, 11], [34, 26], [28, 36], [15, 17], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 26], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [26, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [7, 27], [15, 34], [23, 37], [5, 16], [32, 34], [30, 4], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [9, 12], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [8, 34], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 7], [8, 23], [9, 13], [29, 19], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
56	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 37], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [29, 29], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [23, 30], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [31, 33], [21, 39], [8, 5], [37, 6], [13, 29], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 8], [13, 39], [11, 15], [21, 33], [29, 37], [28, 15], [18, 19], [8, 7], [4, 34], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [21, 12], [17, 38], [8, 17], [27, 25], [19, 18], [17, 34], [34, 12], [35, 26], [28, 36], [16, 17], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [27, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [8, 27], [15, 34], [23, 37], [5, 16], [33, 34], [31, 4], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [9, 12], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 34], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 8], [8, 23], [9, 13], [29, 18], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
57	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [29, 28], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [24, 30], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [32, 33], [21, 39], [8, 5], [37, 6], [14, 29], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [3, 8], [13, 39], [11, 15], [21, 33], [29, 37], [27, 15], [18, 19], [8, 7], [5, 34], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [22, 12], [17, 38], [7, 17], [26, 25], [19, 18], [17, 34], [34, 12], [35, 26], [28, 36], [16, 16], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [28, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [7, 27], [15, 34], [23, 36], [5, 16], [34, 34], [32, 4], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [9, 12], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 35], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 9], [8, 23], [9, 13], [30, 18], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
58	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [30, 28], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [24, 31], [7, 16], [34, 27], [5, 0], [20, 17], [16, 19], [33, 33], [21, 39], [8, 5], [37, 6], [13, 29], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [3, 9], [13, 39], [11, 15], [21, 33], [29, 37], [27, 14], [18, 19], [8, 7], [6, 34], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [22, 11], [17, 38], [8, 17], [26, 24], [19, 18], [17, 34], [34, 12], [35, 26], [28, 36], [16, 15], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [8, 27], [15, 34], [23, 36], [5, 16], [35, 34], [32, 5], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [9, 11], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 34], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 10], [8, 23], [9, 13], [30, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
59	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [31, 28], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [24, 32], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [34, 33], [21, 39], [8, 5], [37, 6], [13, 28], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 9], [13, 39], [11, 15], [21, 33], [29, 37], [28, 14], [18, 19], [8, 7], [6, 33], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [22, 10], [17, 38], [7, 17], [26, 25], [19, 18], [17, 34], [33, 12], [35, 26], [28, 36], [16, 14], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [30, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [7, 27], [15, 34], [23, 36], [5, 16], [35, 35], [33, 5], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [9, 10], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 35], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 11], [8, 23], [9, 13], [31, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
60	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [20, 38], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [31, 27], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [25, 32], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [35, 33], [21, 39], [8, 5], [37, 6], [14, 28], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 10], [13, 39], [11, 15], [21, 33], [29, 37], [28, 15], [18, 19], [8, 7], [6, 32], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [22, 9], [17, 38], [8, 17], [26, 24], [19, 18], [17, 34], [33, 11], [35, 26], [28, 36], [16, 15], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [31, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [8, 27], [15, 34], [23, 36], [5, 16], [35, 36], [33, 4], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [10, 10], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 36], [14, 20], [20, 35], [13, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 12], [8, 23], [9, 13], [32, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
61	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [20, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [32, 27], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [25, 31], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [35, 34], [21, 39], [8, 5], [37, 6], [14, 27], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 11], [13, 39], [11, 15], [21, 33], [29, 37], [28, 16], [18, 19], [8, 7], [5, 32], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [23, 9], [17, 38], [7, 17], [26, 25], [19, 18], [17, 34], [33, 10], [35, 26], [28, 36], [16, 14], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [30, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [9, 27], [15, 34], [23, 36], [5, 16], [34, 36], [33, 5], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [9, 10], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [9, 37], [14, 20], [20, 35], [13, 34], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 13], [8, 23], [9, 13], [33, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
62	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [32, 26], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [25, 30], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [36, 34], [21, 39], [8, 5], [37, 6], [14, 26], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 12], [13, 39], [11, 15], [21, 33], [29, 37], [29, 16], [18, 19], [8, 7], [6, 32], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [24, 9], [17, 38], [8, 17], [26, 24], [19, 18], [17, 34], [34, 10], [35, 26], [28, 36], [16, 15], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [29, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [9, 26], [15, 34], [23, 37], [5, 16], [34, 37], [33, 4], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [9, 9], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [8, 37], [14, 20], [20, 35], [13, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 14], [8, 23], [9, 13], [34, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
63	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [18, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [32, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [25, 29], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [37, 34], [21, 39], [8, 5], [37, 6], [15, 26], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 13], [13, 39], [11, 15], [21, 33], [29, 37], [29, 17], [18, 19], [8, 7], [7, 32], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [25, 9], [17, 38], [7, 17], [27, 24], [19, 18], [17, 34], [34, 9], [35, 26], [28, 36], [16, 14], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [30, 31], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [9, 27], [15, 34], [23, 37], [5, 16], [33, 37], [33, 5], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [10, 9], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [7, 37], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 15], [8, 23], [9, 13], [35, 17], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
64	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [19, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [33, 25], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [25, 28], [7, 16], [34, 27], [7, 0], [20, 17], [16, 19], [38, 34], [21, 39], [8, 5], [37, 6], [16, 26], [34, 29], [29, 35], [8, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [3, 13], [13, 39], [11, 15], [21, 33], [29, 37], [30, 17], [18, 19], [8, 7], [8, 32], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [26, 9], [17, 38], [8, 17], [27, 25], [19, 18], [17, 34], [34, 8], [35, 26], [28, 36], [16, 15], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [22, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [30, 30], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [9, 26], [15, 34], [23, 37], [5, 16], [32, 37], [33, 4], [18, 37], [20, 19], [36, 7], [24, 22], [3, 39], [4, 25], [17, 9], [19, 31], [10, 8], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [12, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [6, 37], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 16], [8, 23], [9, 13], [35, 18], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
65	[[1, 28], [20, 18], [14, 19], [17, 8], [8, 6], [5, 15], [20, 31], [22, 39], [10, 13], [6, 24], [17, 19], [34, 28], [14, 6], [15, 3], [18, 18], [12, 27], [29, 36], [7, 23], [35, 13], [29, 24], [0, 39], [24, 3], [20, 36], [14, 4], [6, 16], [12, 39], [18, 36], [16, 34], [21, 32], [16, 38], [35, 27], [17, 35], [19, 15], [23, 22], [18, 39], [5, 25], [22, 23], [4, 19], [36, 6], [10, 15]]	[[22, 19], [15, 19], [33, 24], [1, 39], [7, 22], [23, 3], [20, 30], [6, 25], [24, 28], [7, 16], [34, 27], [6, 0], [20, 17], [16, 19], [38, 35], [21, 39], [8, 5], [37, 6], [16, 27], [34, 29], [29, 35], [7, 3], [13, 6], [13, 27], [16, 7], [10, 14], [16, 33], [9, 6], [6, 23], [4, 13], [13, 39], [11, 15], [21, 33], [29, 37], [31, 17], [18, 19], [8, 7], [8, 31], [2, 28], [3, 19], [14, 5], [19, 14], [30, 24], [27, 9], [17, 38], [7, 17], [27, 24], [19, 18], [17, 34], [33, 8], [35, 26], [28, 36], [17, 15], [17, 20], [35, 12], [20, 32], [9, 15], [1, 29], [15, 2], [16, 35], [5, 24], [29, 25], [22, 35], [36, 27], [0, 38], [23, 1], [36, 13], [16, 3], [23, 23], [4, 18], [11, 27], [18, 35], [31, 30], [34, 13], [16, 37], [12, 26], [5, 14], [22, 38], [7, 24], [21, 31], [10, 16], [10, 26], [15, 34], [23, 37], [5, 16], [31, 37], [33, 5], [18, 37], [20, 19], [36, 7], [24, 22], [4, 39], [4, 25], [17, 9], [19, 31], [10, 7], [30, 36], [6, 15], [16, 39], [0, 28], [24, 4], [35, 28], [19, 16], [13, 19], [13, 21], [14, 7], [18, 8], [21, 23], [10, 12], [12, 28], [22, 22], [15, 4], [20, 37], [35, 14], [23, 39], [24, 2], [11, 39], [13, 2], [5, 19], [29, 23], [21, 18], [22, 24], [4, 15], [23, 21], [11, 13], [21, 36], [22, 32], [6, 17], [33, 28], [13, 4], [4, 20], [14, 3], [35, 6], [7, 6], [18, 17], [20, 15], [17, 7], [5, 26], [16, 8], [15, 6], [18, 15], [5, 37], [14, 20], [20, 35], [14, 35], [17, 18], [14, 18], [15, 36], [36, 5], [19, 36], [39, 17], [8, 23], [9, 13], [35, 19], [28, 24], [12, 38], [15, 38], [25, 3], [17, 36], [1, 27]]
