timesteps	evaders	pursuers
12	[[9, 13], [26, 12], [11, 12], [21, 3], [10, 2], [0, 8], [17, 36], [30, 31], [16, 8], [5, 29], [15, 26], [30, 27], [22, 5], [21, 5], [26, 10], [19, 22], [31, 20], [6, 26], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [15, 7], [10, 21], [12, 37], [25, 39], [19, 36], [27, 8], [25, 38]]	[[29, 31], [21, 7], [29, 5], [3, 38], [29, 3], [3, 27], [25, 12], [5, 30], [26, 38], [29, 17], [28, 4], [4, 36], [39, 22], [12, 6], [6, 25], [10, 4], [22, 6], [24, 4], [15, 6], [28, 28], [19, 35], [11, 21], [9, 21], [5, 28], [20, 3], [17, 37], [24, 12], [6, 29], [27, 12], [2, 39], [39, 13], [31, 22], [30, 7], [27, 9], [17, 26], [8, 17], [38, 16], [10, 13], [8, 24], [38, 7], [0, 7], [35, 2], [38, 18], [38, 24], [11, 2], [28, 8], [37, 15], [8, 4], [31, 31], [30, 4], [30, 32], [4, 39], [33, 37], [11, 1], [30, 16], [16, 26], [30, 30], [4, 0], [26, 39], [9, 14], [10, 3], [7, 6], [4, 24], [1, 37], [37, 17], [19, 21], [17, 9], [20, 22], [19, 23], [25, 37], [26, 14], [32, 29], [24, 38], [2, 30], [22, 4], [30, 18], [5, 35], [17, 34], [7, 26], [7, 15], [29, 14], [5, 12], [20, 6], [13, 37], [37, 13], [10, 5], [32, 13], [27, 37], [15, 25], [16, 7], [8, 1], [31, 27], [27, 7], [0, 9], [39, 7], [30, 26], [31, 19], [4, 29], [10, 16], [32, 15], [10, 22], [18, 22], [15, 8], [35, 12], [1, 8], [7, 11], [29, 29], [5, 26], [30, 28], [16, 36], [23, 37], [25, 15], [10, 20], [31, 17], [32, 25], [26, 8], [28, 10], [29, 27], [9, 2], [36, 16]]
13	[[8, 13], [26, 11], [10, 12], [21, 2], [10, 1], [0, 8], [18, 36], [30, 31], [17, 8], [5, 29], [14, 26], [30, 27], [23, 5], [21, 4], [27, 10], [19, 22], [30, 20], [6, 27], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [14, 7], [10, 21], [12, 38], [24, 39], [19, 37], [27, 8], [25, 39]]	[[29, 31], [21, 8], [29, 5], [3, 38], [29, 3], [4, 27], [25, 11], [5, 30], [26, 38], [29, 17], [28, 4], [3, 36], [39, 23], [13, 6], [6, 26], [11, 4], [22, 5], [23, 4], [14, 6], [28, 28], [19, 36], [11, 21], [9, 21], [5, 28], [21, 3], [18, 37], [24, 11], [6, 29], [27, 11], [2, 39], [39, 14], [31, 21], [29, 7], [27, 9], [17, 27], [8, 16], [38, 16], [10, 13], [8, 25], [38, 8], [0, 7], [36, 2], [38, 19], [38, 25], [11, 2], [28, 8], [37, 15], [8, 3], [31, 31], [30, 4], [30, 32], [4, 39], [32, 37], [11, 1], [30, 16], [15, 26], [30, 30], [3, 0], [26, 39], [9, 13], [10, 3], [7, 5], [4, 25], [1, 38], [37, 17], [19, 21], [17, 9], [20, 22], [19, 23], [25, 38], [26, 13], [33, 29], [24, 38], [3, 30], [22, 4], [30, 18], [6, 35], [17, 35], [7, 27], [7, 14], [28, 14], [6, 12], [20, 5], [12, 37], [37, 14], [11, 5], [31, 13], [27, 37], [14, 25], [16, 7], [9, 1], [31, 27], [27, 7], [0, 9], [39, 8], [30, 26], [30, 19], [4, 29], [10, 17], [31, 15], [10, 22], [18, 22], [15, 8], [35, 13], [1, 8], [8, 11], [29, 29], [5, 27], [30, 28], [17, 36], [23, 37], [25, 15], [10, 20], [31, 17], [32, 24], [26, 8], [28, 10], [29, 27], [10, 2], [36, 16]]
14	[[8, 12], [26, 12], [11, 12], [22, 2], [10, 0], [0, 8], [18, 35], [30, 31], [18, 8], [5, 29], [13, 26], [30, 27], [23, 6], [20, 4], [26, 10], [19, 22], [30, 21], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [14, 8], [10, 21], [11, 38], [23, 39], [19, 38], [27, 8], [24, 39]]	[[29, 31], [22, 8], [29, 5], [3, 38], [29, 3], [3, 27], [25, 10], [5, 30], [26, 38], [29, 17], [28, 4], [2, 36], [39, 24], [13, 7], [6, 27], [12, 4], [22, 6], [23, 5], [14, 7], [28, 28], [19, 35], [11, 21], [9, 21], [5, 28], [21, 2], [19, 37], [24, 10], [6, 29], [26, 11], [2, 39], [39, 15], [31, 21], [29, 7], [27, 9], [16, 27], [8, 15], [38, 16], [10, 12], [8, 26], [38, 9], [0, 7], [37, 2], [38, 20], [38, 26], [12, 2], [28, 8], [37, 15], [8, 2], [31, 31], [30, 4], [30, 32], [4, 39], [32, 36], [11, 0], [30, 16], [14, 26], [30, 30], [4, 0], [26, 39], [9, 12], [10, 3], [7, 4], [5, 25], [0, 38], [37, 17], [19, 21], [17, 8], [20, 22], [19, 23], [25, 39], [26, 13], [33, 30], [24, 38], [3, 30], [22, 4], [30, 18], [7, 35], [17, 35], [7, 28], [7, 13], [27, 14], [7, 12], [20, 5], [12, 38], [37, 14], [10, 5], [30, 13], [27, 37], [13, 25], [16, 6], [9, 0], [31, 27], [27, 7], [0, 9], [39, 9], [30, 26], [30, 20], [4, 29], [10, 16], [31, 15], [10, 22], [18, 22], [15, 8], [34, 13], [1, 8], [8, 11], [29, 29], [5, 27], [30, 28], [18, 36], [23, 38], [25, 14], [10, 20], [31, 17], [32, 23], [26, 8], [27, 10], [29, 27], [10, 1], [36, 16]]
15	[[8, 13], [27, 12], [11, 13], [22, 3], [10, 0], [0, 8], [18, 34], [30, 31], [18, 9], [5, 29], [13, 27], [30, 27], [24, 6], [21, 4], [26, 9], [19, 22], [29, 21], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [14, 9], [10, 21], [10, 38], [22, 39], [18, 38], [27, 8], [23, 39]]	[[29, 31], [23, 8], [29, 5], [3, 38], [29, 3], [3, 28], [25, 9], [5, 30], [26, 38], [29, 17], [28, 4], [1, 36], [39, 25], [13, 8], [6, 27], [12, 5], [23, 6], [24, 5], [14, 8], [28, 28], [19, 34], [11, 21], [9, 21], [5, 28], [21, 3], [18, 37], [24, 9], [6, 29], [26, 11], [2, 39], [39, 16], [30, 21], [29, 7], [27, 9], [15, 27], [8, 14], [38, 16], [11, 12], [9, 26], [37, 9], [0, 7], [38, 2], [38, 21], [38, 27], [13, 2], [28, 8], [37, 15], [8, 3], [31, 31], [30, 4], [30, 32], [4, 39], [32, 35], [11, 0], [30, 16], [14, 27], [30, 30], [5, 0], [27, 39], [9, 13], [11, 3], [7, 5], [6, 25], [0, 37], [37, 17], [19, 21], [17, 9], [20, 22], [19, 23], [25, 39], [26, 12], [33, 31], [24, 39], [3, 31], [22, 4], [30, 18], [7, 36], [17, 34], [7, 28], [7, 13], [27, 14], [7, 12], [20, 4], [11, 38], [38, 14], [10, 6], [30, 12], [27, 37], [13, 26], [16, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 10], [30, 26], [29, 20], [4, 29], [10, 15], [31, 14], [10, 22], [18, 22], [15, 9], [34, 14], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [18, 35], [23, 38], [25, 14], [10, 20], [31, 17], [31, 23], [26, 8], [27, 10], [29, 27], [10, 1], [36, 16]]
16	[[8, 13], [27, 11], [12, 13], [23, 3], [10, 0], [0, 8], [18, 33], [30, 31], [18, 8], [5, 29], [12, 27], [30, 27], [24, 7], [21, 5], [26, 10], [19, 22], [28, 21], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [13, 9], [10, 21], [10, 39], [21, 39], [17, 38], [27, 8], [22, 39]]	[[29, 31], [23, 8], [29, 5], [3, 38], [29, 3], [2, 28], [26, 9], [5, 30], [26, 38], [29, 17], [28, 4], [1, 35], [39, 26], [13, 8], [6, 27], [12, 6], [23, 7], [24, 6], [14, 9], [28, 28], [19, 33], [11, 21], [9, 21], [5, 28], [22, 3], [17, 37], [24, 9], [6, 29], [26, 11], [2, 39], [39, 17], [29, 21], [29, 7], [27, 9], [15, 28], [8, 14], [38, 16], [12, 12], [10, 26], [37, 8], [0, 7], [39, 2], [38, 22], [38, 28], [14, 2], [28, 8], [37, 15], [8, 4], [31, 31], [30, 4], [30, 32], [4, 39], [31, 35], [11, 0], [30, 16], [13, 27], [30, 30], [6, 0], [27, 39], [9, 13], [12, 3], [7, 6], [6, 24], [0, 36], [37, 17], [19, 21], [18, 9], [20, 22], [19, 23], [25, 39], [27, 12], [34, 31], [23, 39], [4, 31], [23, 4], [30, 18], [8, 36], [17, 33], [7, 28], [7, 13], [27, 13], [7, 11], [21, 4], [11, 39], [38, 15], [10, 7], [30, 11], [27, 37], [12, 26], [17, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 11], [30, 26], [28, 20], [4, 29], [11, 15], [30, 14], [10, 22], [18, 22], [15, 9], [34, 15], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [18, 34], [22, 38], [25, 13], [10, 20], [31, 17], [30, 23], [26, 8], [27, 10], [29, 27], [10, 1], [36, 16]]
17	[[8, 13], [28, 11], [12, 14], [23, 2], [10, 0], [0, 8], [18, 32], [30, 31], [19, 8], [5, 29], [11, 27], [30, 27], [25, 7], [22, 5], [25, 10], [19, 22], [28, 22], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [12, 9], [10, 21], [9, 39], [20, 39], [16, 38], [27, 8], [21, 39]]	[[29, 31], [22, 8], [29, 5], [3, 38], [29, 3], [2, 29], [26, 9], [5, 30], [26, 38], [29, 17], [28, 4], [2, 35], [39, 27], [12, 8], [6, 27], [12, 7], [23, 7], [25, 6], [13, 9], [28, 28], [19, 32], [11, 21], [9, 21], [5, 28], [22, 2], [17, 38], [24, 9], [6, 29], [26, 11], [2, 39], [39, 18], [29, 22], [29, 7], [27, 9], [14, 28], [8, 14], [38, 16], [12, 13], [11, 26], [37, 9], [0, 7], [39, 3], [37, 22], [38, 29], [15, 2], [28, 8], [37, 15], [8, 5], [31, 31], [30, 4], [30, 32], [4, 39], [32, 35], [11, 0], [30, 16], [13, 27], [30, 30], [7, 0], [28, 39], [9, 13], [13, 3], [8, 6], [7, 24], [0, 35], [37, 17], [19, 21], [19, 9], [20, 22], [19, 23], [25, 39], [27, 12], [35, 31], [22, 39], [5, 31], [23, 4], [30, 18], [8, 37], [17, 32], [7, 28], [7, 13], [28, 13], [7, 11], [22, 4], [10, 39], [38, 15], [10, 8], [29, 11], [27, 36], [12, 27], [16, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 12], [30, 26], [28, 21], [4, 29], [12, 15], [30, 13], [10, 22], [18, 22], [15, 10], [34, 16], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [18, 33], [21, 38], [25, 12], [10, 20], [31, 17], [29, 23], [26, 8], [28, 10], [29, 27], [10, 1], [36, 16]]
18	[[8, 13], [28, 12], [11, 14], [23, 1], [10, 0], [0, 8], [18, 31], [30, 31], [18, 8], [5, 29], [10, 27], [30, 27], [26, 7], [21, 5], [25, 9], [19, 22], [28, 23], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [11, 9], [10, 21], [9, 38], [19, 39], [16, 39], [27, 8], [20, 39]]	[[29, 31], [21, 8], [29, 5], [3, 38], [29, 3], [2, 30], [26, 9], [5, 30], [27, 38], [29, 17], [28, 4], [3, 35], [39, 28], [12, 9], [6, 27], [11, 7], [24, 7], [25, 7], [13, 9], [28, 28], [19, 31], [11, 21], [9, 21], [5, 28], [22, 1], [17, 39], [24, 9], [6, 29], [26, 11], [2, 39], [39, 19], [29, 22], [29, 7], [27, 9], [14, 28], [8, 14], [38, 16], [11, 13], [10, 26], [37, 10], [0, 7], [39, 4], [37, 23], [38, 30], [16, 2], [28, 8], [37, 15], [9, 5], [31, 31], [30, 4], [30, 32], [4, 39], [32, 34], [11, 0], [30, 16], [13, 26], [30, 30], [6, 0], [27, 39], [9, 13], [14, 3], [8, 7], [7, 25], [0, 36], [37, 17], [19, 21], [19, 8], [20, 22], [19, 23], [24, 39], [27, 12], [35, 32], [21, 39], [6, 31], [23, 5], [30, 18], [9, 37], [17, 31], [7, 28], [7, 13], [28, 13], [7, 10], [21, 4], [10, 38], [38, 15], [11, 8], [29, 12], [27, 35], [11, 27], [17, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 13], [30, 26], [28, 22], [4, 29], [12, 14], [30, 12], [10, 22], [18, 22], [16, 10], [34, 17], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 32], [20, 38], [25, 12], [10, 20], [31, 17], [29, 23], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
19	[[8, 13], [28, 12], [11, 15], [24, 1], [10, 0], [0, 8], [18, 30], [30, 31], [18, 7], [5, 29], [10, 28], [30, 27], [26, 6], [22, 5], [25, 10], [19, 22], [28, 24], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [10, 9], [10, 21], [8, 38], [19, 38], [15, 39], [27, 8], [19, 39]]	[[29, 31], [21, 7], [29, 5], [3, 38], [29, 3], [1, 30], [26, 9], [5, 30], [26, 38], [29, 17], [28, 4], [4, 35], [39, 29], [11, 9], [6, 27], [10, 7], [24, 6], [25, 6], [13, 10], [28, 28], [19, 30], [11, 21], [9, 21], [5, 28], [23, 1], [16, 39], [24, 9], [6, 29], [26, 11], [2, 39], [39, 20], [30, 22], [29, 7], [27, 9], [13, 28], [8, 14], [38, 16], [11, 13], [10, 27], [36, 10], [0, 7], [39, 5], [37, 24], [38, 31], [16, 3], [28, 8], [37, 15], [9, 6], [31, 31], [30, 4], [30, 32], [4, 39], [33, 34], [11, 0], [30, 16], [12, 26], [30, 30], [7, 0], [26, 39], [9, 13], [15, 3], [9, 7], [8, 25], [0, 35], [37, 17], [19, 21], [19, 7], [20, 22], [19, 23], [23, 39], [27, 12], [35, 33], [20, 39], [7, 31], [23, 5], [30, 18], [8, 37], [17, 30], [7, 28], [7, 13], [28, 13], [8, 10], [21, 4], [9, 38], [38, 15], [10, 8], [29, 12], [26, 35], [11, 28], [17, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 14], [30, 26], [28, 23], [4, 29], [12, 15], [30, 11], [10, 22], [18, 22], [16, 9], [34, 18], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 31], [20, 38], [25, 12], [10, 20], [31, 17], [29, 24], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
20	[[8, 13], [28, 12], [11, 16], [24, 0], [10, 0], [0, 8], [18, 29], [30, 31], [18, 8], [5, 29], [10, 29], [30, 27], [26, 5], [22, 6], [24, 10], [19, 22], [27, 24], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [9, 9], [10, 21], [7, 38], [19, 37], [15, 38], [27, 8], [18, 39]]	[[29, 31], [22, 7], [29, 5], [3, 38], [29, 3], [0, 30], [26, 9], [5, 30], [25, 38], [29, 17], [28, 4], [5, 35], [39, 30], [11, 9], [6, 27], [11, 7], [23, 6], [25, 5], [14, 10], [28, 28], [19, 29], [11, 21], [9, 21], [5, 28], [24, 1], [16, 38], [24, 9], [6, 29], [26, 11], [2, 39], [39, 21], [30, 23], [29, 7], [27, 9], [13, 29], [8, 14], [38, 16], [11, 14], [10, 28], [36, 11], [0, 7], [39, 6], [36, 24], [38, 32], [16, 4], [28, 8], [37, 15], [8, 6], [31, 31], [30, 4], [30, 32], [4, 39], [33, 35], [11, 0], [30, 16], [12, 27], [30, 30], [8, 0], [26, 39], [9, 13], [15, 4], [9, 8], [8, 26], [1, 35], [37, 17], [19, 21], [19, 8], [20, 22], [19, 23], [22, 39], [27, 12], [35, 34], [19, 39], [8, 31], [23, 5], [30, 18], [7, 37], [17, 29], [7, 28], [7, 13], [28, 13], [8, 10], [21, 5], [8, 38], [38, 15], [10, 9], [29, 12], [25, 35], [11, 29], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 13], [30, 26], [27, 23], [4, 29], [12, 16], [31, 11], [10, 22], [18, 22], [17, 9], [34, 19], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 30], [20, 37], [24, 12], [10, 20], [31, 17], [28, 24], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
21	[[8, 13], [28, 12], [10, 16], [23, 0], [10, 0], [0, 8], [18, 28], [30, 31], [17, 8], [5, 29], [10, 30], [30, 27], [26, 6], [21, 6], [23, 10], [19, 22], [26, 24], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [8, 9], [10, 21], [7, 39], [18, 37], [14, 38], [27, 8], [18, 38]]	[[29, 31], [21, 7], [29, 5], [3, 38], [29, 3], [0, 31], [26, 9], [5, 30], [25, 37], [29, 17], [28, 4], [5, 36], [39, 31], [11, 10], [6, 27], [10, 7], [22, 6], [26, 5], [14, 9], [28, 28], [19, 28], [11, 21], [9, 21], [5, 28], [23, 1], [15, 38], [23, 9], [6, 29], [25, 11], [2, 39], [39, 22], [29, 23], [29, 7], [27, 9], [14, 29], [8, 14], [38, 16], [11, 15], [10, 29], [36, 12], [0, 7], [39, 7], [36, 25], [38, 33], [16, 5], [28, 8], [37, 15], [7, 6], [31, 31], [30, 4], [30, 32], [4, 39], [33, 36], [11, 0], [30, 16], [12, 28], [30, 30], [8, 0], [27, 39], [9, 13], [15, 5], [8, 8], [8, 27], [0, 35], [37, 17], [19, 21], [18, 8], [20, 22], [19, 23], [21, 39], [27, 12], [35, 35], [19, 38], [9, 31], [23, 4], [30, 18], [7, 38], [17, 28], [7, 28], [7, 13], [28, 13], [8, 10], [21, 5], [8, 39], [39, 15], [9, 9], [29, 12], [24, 35], [11, 30], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 14], [30, 26], [26, 23], [4, 29], [11, 16], [30, 11], [10, 22], [18, 22], [17, 9], [34, 18], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 29], [19, 37], [23, 12], [10, 20], [31, 17], [27, 24], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
22	[[8, 13], [28, 12], [9, 16], [22, 0], [10, 0], [0, 8], [18, 27], [30, 31], [16, 8], [5, 29], [9, 30], [30, 27], [25, 6], [20, 6], [24, 10], [19, 22], [26, 25], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [7, 9], [10, 21], [6, 39], [18, 36], [14, 39], [27, 8], [18, 37]]	[[29, 31], [20, 7], [29, 5], [3, 38], [29, 3], [0, 32], [25, 9], [5, 30], [25, 38], [29, 17], [28, 4], [5, 37], [39, 32], [10, 10], [6, 27], [9, 7], [21, 6], [26, 6], [15, 9], [28, 28], [19, 27], [11, 21], [9, 21], [5, 28], [22, 1], [14, 38], [23, 9], [6, 29], [25, 10], [2, 39], [39, 23], [28, 23], [29, 7], [27, 9], [14, 30], [8, 14], [38, 16], [10, 15], [9, 29], [36, 13], [0, 7], [39, 8], [36, 26], [38, 34], [16, 6], [28, 8], [37, 15], [6, 6], [31, 31], [30, 4], [30, 32], [4, 39], [33, 37], [11, 0], [30, 16], [11, 28], [30, 30], [8, 0], [26, 39], [9, 13], [15, 6], [7, 8], [8, 27], [1, 35], [37, 17], [19, 21], [17, 8], [20, 22], [19, 23], [20, 39], [27, 12], [35, 36], [18, 38], [9, 31], [23, 5], [30, 18], [6, 38], [17, 27], [7, 28], [7, 13], [28, 13], [7, 10], [20, 5], [7, 39], [39, 16], [8, 9], [29, 12], [23, 35], [10, 30], [19, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 14], [30, 26], [26, 24], [4, 29], [10, 16], [30, 10], [10, 22], [18, 22], [17, 9], [34, 19], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 28], [19, 37], [23, 11], [10, 20], [31, 17], [27, 25], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
23	[[8, 13], [28, 12], [9, 15], [21, 0], [10, 0], [0, 8], [18, 26], [30, 31], [15, 8], [5, 29], [8, 30], [30, 27], [24, 6], [19, 6], [24, 9], [19, 22], [26, 26], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [6, 9], [10, 21], [5, 39], [17, 36], [13, 39], [27, 8], [18, 36]]	[[29, 31], [20, 7], [29, 5], [3, 38], [29, 3], [0, 31], [25, 9], [5, 30], [24, 38], [29, 17], [28, 4], [5, 38], [39, 33], [9, 10], [6, 27], [8, 7], [20, 6], [26, 5], [15, 9], [28, 28], [19, 26], [11, 21], [9, 21], [5, 28], [22, 0], [14, 39], [23, 9], [6, 29], [24, 10], [2, 39], [39, 24], [28, 24], [29, 7], [27, 9], [15, 30], [8, 14], [38, 16], [10, 15], [8, 29], [36, 14], [0, 7], [39, 9], [37, 26], [38, 35], [17, 6], [28, 8], [37, 15], [6, 7], [31, 31], [30, 4], [30, 32], [4, 39], [32, 37], [11, 0], [30, 16], [10, 28], [30, 30], [8, 0], [27, 39], [9, 13], [14, 6], [6, 8], [8, 27], [2, 35], [37, 17], [19, 21], [16, 8], [20, 22], [19, 23], [20, 38], [27, 12], [34, 36], [18, 38], [8, 31], [24, 5], [30, 18], [6, 39], [17, 26], [7, 28], [7, 13], [28, 13], [6, 10], [19, 5], [7, 39], [39, 17], [7, 9], [29, 12], [22, 35], [9, 30], [19, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 13], [30, 26], [26, 25], [4, 29], [9, 16], [31, 10], [10, 22], [18, 22], [17, 10], [34, 20], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 27], [19, 36], [23, 11], [10, 20], [31, 17], [27, 26], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
24	[[8, 13], [28, 12], [8, 15], [21, 1], [10, 0], [0, 8], [18, 25], [30, 31], [14, 8], [5, 29], [7, 30], [30, 27], [23, 6], [18, 6], [24, 8], [19, 22], [26, 27], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [5, 9], [10, 21], [5, 39], [17, 37], [12, 39], [27, 8], [17, 36]]	[[29, 31], [20, 8], [29, 5], [3, 38], [29, 3], [0, 32], [25, 8], [5, 30], [25, 38], [29, 17], [28, 4], [5, 38], [39, 34], [8, 10], [6, 27], [8, 8], [19, 6], [26, 5], [14, 9], [28, 28], [19, 25], [11, 21], [9, 21], [5, 28], [21, 0], [13, 39], [23, 8], [6, 29], [24, 10], [2, 39], [39, 25], [28, 25], [29, 7], [27, 9], [15, 29], [8, 14], [38, 16], [9, 15], [7, 29], [36, 15], [0, 7], [38, 9], [37, 27], [38, 36], [17, 6], [28, 8], [37, 15], [5, 7], [31, 31], [30, 4], [30, 32], [4, 39], [31, 37], [11, 0], [30, 16], [9, 28], [30, 30], [8, 0], [26, 39], [9, 13], [14, 7], [5, 8], [8, 27], [3, 35], [37, 17], [19, 21], [15, 8], [20, 22], [19, 23], [20, 37], [27, 12], [34, 37], [18, 37], [7, 31], [24, 6], [30, 18], [6, 39], [17, 25], [7, 28], [7, 13], [28, 13], [5, 10], [18, 5], [8, 39], [39, 18], [6, 9], [29, 12], [21, 35], [8, 30], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [38, 13], [30, 26], [26, 26], [4, 29], [8, 16], [32, 10], [10, 22], [18, 22], [16, 10], [33, 20], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 26], [18, 36], [23, 11], [10, 20], [31, 17], [27, 27], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
25	[[8, 13], [28, 12], [7, 15], [21, 2], [10, 0], [0, 8], [18, 24], [30, 31], [13, 8], [5, 29], [6, 30], [30, 27], [23, 5], [18, 6], [24, 9], [19, 22], [26, 28], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [4, 9], [10, 21], [5, 39], [17, 38], [12, 38], [27, 8], [17, 35]]	[[29, 31], [21, 8], [29, 5], [3, 38], [29, 3], [1, 32], [25, 9], [5, 30], [25, 37], [29, 17], [28, 4], [5, 38], [39, 35], [7, 10], [6, 27], [7, 8], [19, 6], [25, 5], [13, 9], [28, 28], [19, 24], [11, 21], [9, 21], [5, 28], [21, 1], [13, 38], [24, 8], [6, 29], [24, 10], [2, 39], [39, 26], [28, 26], [29, 7], [27, 9], [15, 28], [8, 14], [38, 16], [8, 15], [7, 30], [36, 15], [0, 7], [37, 9], [37, 28], [37, 36], [17, 6], [28, 8], [37, 15], [4, 7], [31, 31], [30, 4], [30, 32], [4, 39], [30, 37], [11, 0], [30, 16], [9, 29], [30, 30], [8, 0], [26, 39], [9, 13], [13, 7], [4, 8], [8, 27], [3, 34], [37, 17], [19, 21], [14, 8], [20, 22], [19, 23], [20, 36], [27, 12], [34, 38], [18, 38], [6, 31], [24, 5], [30, 18], [6, 39], [17, 24], [7, 28], [7, 13], [28, 13], [4, 10], [18, 5], [9, 39], [39, 19], [5, 9], [29, 12], [20, 35], [8, 30], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [37, 13], [30, 26], [26, 27], [4, 29], [7, 16], [33, 10], [10, 22], [18, 22], [15, 10], [34, 20], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [18, 25], [18, 35], [23, 11], [10, 20], [31, 17], [27, 28], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
26	[[8, 13], [28, 12], [6, 15], [22, 2], [10, 0], [0, 8], [18, 23], [30, 31], [12, 8], [5, 29], [6, 30], [30, 27], [23, 4], [18, 6], [23, 9], [19, 22], [26, 29], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [3, 9], [10, 21], [5, 39], [17, 37], [12, 39], [27, 8], [17, 34]]	[[29, 31], [22, 8], [29, 5], [3, 38], [29, 3], [2, 32], [25, 9], [5, 30], [26, 37], [29, 17], [28, 4], [5, 38], [39, 36], [8, 10], [6, 27], [8, 8], [19, 6], [25, 4], [12, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 2], [13, 39], [23, 8], [6, 29], [23, 10], [2, 39], [39, 27], [27, 26], [29, 7], [27, 9], [15, 27], [8, 14], [38, 16], [7, 15], [7, 30], [36, 15], [0, 7], [36, 9], [37, 29], [36, 36], [17, 6], [28, 8], [37, 15], [3, 7], [31, 31], [30, 4], [30, 32], [4, 39], [30, 36], [11, 0], [30, 16], [10, 29], [30, 30], [8, 0], [26, 39], [9, 13], [12, 7], [3, 8], [8, 26], [3, 33], [37, 17], [19, 21], [13, 8], [20, 22], [19, 23], [19, 36], [27, 12], [33, 38], [18, 37], [6, 31], [23, 5], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [3, 10], [18, 5], [10, 39], [39, 20], [4, 9], [29, 12], [20, 34], [8, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [38, 13], [30, 26], [26, 28], [4, 29], [6, 16], [34, 10], [10, 22], [18, 22], [14, 10], [33, 20], [1, 8], [8, 12], [29, 29], [5, 25], [30, 28], [18, 25], [17, 35], [23, 11], [10, 20], [31, 17], [27, 29], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
