timesteps	evaders	pursuers
27	[[8, 13], [28, 12], [6, 14], [22, 3], [10, 0], [0, 8], [18, 23], [30, 31], [11, 8], [5, 29], [6, 30], [30, 27], [23, 3], [18, 6], [22, 9], [19, 22], [26, 30], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [2, 9], [10, 21], [5, 39], [17, 36], [11, 39], [27, 8], [18, 34]]	[[29, 31], [22, 8], [29, 5], [3, 38], [29, 3], [1, 32], [24, 9], [5, 30], [25, 37], [29, 17], [28, 4], [5, 38], [39, 37], [9, 10], [6, 27], [9, 8], [19, 6], [24, 4], [11, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 3], [12, 39], [23, 9], [6, 29], [22, 10], [2, 39], [39, 28], [27, 27], [29, 7], [27, 9], [16, 27], [8, 14], [38, 16], [7, 14], [7, 30], [36, 15], [0, 7], [36, 10], [37, 30], [35, 36], [17, 6], [28, 8], [37, 15], [2, 7], [31, 31], [30, 4], [30, 32], [4, 39], [30, 35], [11, 0], [30, 16], [11, 29], [30, 30], [8, 0], [26, 39], [9, 13], [11, 7], [2, 8], [9, 26], [4, 33], [37, 17], [19, 21], [12, 8], [20, 22], [19, 23], [18, 36], [27, 12], [32, 38], [17, 37], [6, 31], [23, 4], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [2, 10], [18, 5], [10, 39], [39, 21], [3, 9], [29, 12], [19, 34], [9, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [38, 14], [30, 26], [26, 29], [4, 29], [6, 15], [35, 10], [10, 22], [18, 22], [13, 10], [34, 20], [1, 8], [8, 12], [29, 29], [6, 25], [30, 28], [19, 25], [17, 35], [22, 11], [10, 20], [31, 17], [27, 30], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
28	[[8, 13], [28, 12], [6, 13], [22, 2], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [22, 3], [18, 6], [21, 9], [19, 22], [25, 30], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 36], [11, 38], [27, 8], [18, 35]]	[[29, 31], [21, 8], [29, 5], [3, 38], [29, 3], [1, 33], [24, 10], [5, 30], [24, 37], [29, 17], [28, 4], [5, 38], [39, 38], [9, 10], [6, 27], [9, 8], [19, 6], [24, 3], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 3], [12, 38], [22, 9], [6, 29], [21, 10], [2, 39], [39, 29], [26, 27], [29, 7], [27, 9], [17, 27], [8, 14], [38, 16], [6, 14], [7, 30], [36, 15], [0, 7], [36, 11], [37, 31], [35, 35], [17, 6], [28, 8], [37, 15], [3, 7], [31, 31], [30, 4], [30, 32], [4, 39], [30, 34], [11, 0], [30, 16], [12, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [10, 26], [4, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 36], [27, 12], [31, 38], [17, 36], [6, 31], [23, 3], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [10, 38], [39, 22], [3, 9], [29, 12], [19, 34], [10, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 14], [30, 26], [25, 29], [4, 29], [6, 15], [35, 11], [10, 22], [18, 22], [12, 10], [34, 21], [1, 8], [8, 12], [29, 29], [5, 25], [30, 28], [20, 25], [17, 35], [21, 11], [10, 20], [31, 17], [26, 30], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
29	[[8, 13], [28, 12], [6, 12], [21, 2], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [22, 4], [18, 6], [20, 9], [19, 22], [25, 31], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 37], [11, 39], [27, 8], [18, 34]]	[[29, 31], [20, 8], [29, 5], [3, 38], [29, 3], [2, 33], [24, 9], [5, 30], [24, 36], [29, 17], [28, 4], [5, 38], [38, 38], [8, 10], [6, 27], [9, 8], [19, 6], [24, 2], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 3], [12, 39], [21, 9], [6, 29], [20, 10], [2, 39], [39, 30], [26, 28], [29, 7], [27, 9], [18, 27], [8, 14], [38, 16], [6, 13], [7, 30], [36, 15], [0, 7], [37, 11], [38, 31], [34, 35], [17, 6], [28, 8], [37, 15], [4, 7], [31, 31], [30, 4], [30, 32], [4, 39], [29, 34], [11, 0], [30, 16], [13, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [11, 26], [5, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 35], [27, 12], [30, 38], [16, 36], [6, 31], [22, 3], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [11, 38], [39, 23], [4, 9], [29, 12], [19, 34], [11, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 15], [30, 26], [25, 30], [4, 29], [6, 16], [34, 11], [10, 22], [18, 22], [12, 9], [34, 22], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [20, 24], [17, 34], [20, 11], [10, 20], [31, 17], [26, 31], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
30	[[8, 13], [28, 12], [7, 12], [21, 1], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 4], [18, 6], [19, 9], [19, 22], [24, 31], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [15, 37], [10, 39], [27, 8], [18, 33]]	[[29, 31], [19, 8], [29, 5], [3, 38], [29, 3], [2, 34], [23, 9], [5, 30], [24, 35], [29, 17], [28, 4], [5, 38], [37, 38], [8, 10], [6, 27], [9, 8], [19, 6], [24, 3], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 2], [11, 39], [20, 9], [6, 29], [19, 10], [2, 39], [39, 29], [26, 29], [29, 7], [27, 9], [19, 27], [8, 14], [38, 16], [6, 12], [7, 30], [36, 15], [0, 7], [37, 12], [37, 31], [35, 35], [17, 6], [28, 8], [37, 15], [5, 7], [31, 31], [30, 4], [30, 32], [4, 39], [28, 34], [11, 0], [30, 16], [14, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [11, 25], [6, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 34], [27, 12], [29, 38], [17, 36], [6, 31], [23, 3], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [10, 38], [39, 24], [5, 9], [29, 12], [19, 33], [12, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 16], [30, 26], [24, 30], [4, 29], [6, 15], [34, 10], [10, 22], [18, 22], [12, 10], [34, 23], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [21, 24], [17, 33], [19, 11], [10, 20], [31, 17], [25, 31], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
31	[[8, 13], [28, 12], [7, 11], [22, 1], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 5], [18, 6], [18, 9], [19, 22], [23, 31], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [14, 37], [9, 39], [27, 8], [18, 32]]	[[29, 31], [18, 8], [29, 5], [3, 38], [29, 3], [2, 35], [23, 8], [5, 30], [24, 34], [29, 17], [28, 4], [5, 38], [36, 38], [8, 10], [6, 27], [9, 8], [19, 6], [24, 2], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [22, 2], [10, 39], [19, 9], [6, 29], [18, 10], [2, 39], [39, 30], [25, 29], [29, 7], [27, 9], [19, 28], [8, 14], [38, 16], [6, 11], [7, 30], [36, 15], [0, 7], [36, 12], [37, 32], [34, 35], [17, 6], [28, 8], [37, 15], [6, 7], [31, 31], [30, 4], [30, 32], [4, 39], [27, 34], [11, 0], [30, 16], [15, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 25], [7, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 33], [27, 12], [30, 38], [16, 36], [6, 31], [23, 4], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [9, 38], [39, 25], [5, 10], [29, 12], [19, 32], [11, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 17], [30, 26], [23, 30], [4, 29], [6, 14], [34, 9], [10, 22], [18, 22], [11, 10], [33, 23], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [21, 23], [17, 32], [18, 11], [10, 20], [31, 17], [24, 31], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
32	[[8, 13], [28, 12], [8, 11], [22, 0], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [22, 5], [18, 6], [17, 9], [19, 22], [23, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [14, 36], [8, 39], [27, 8], [18, 31]]	[[29, 31], [17, 8], [29, 5], [3, 38], [29, 3], [1, 35], [22, 8], [5, 30], [23, 34], [29, 17], [28, 4], [5, 38], [35, 38], [8, 10], [6, 27], [9, 8], [19, 6], [24, 1], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [22, 1], [9, 39], [19, 9], [6, 29], [17, 10], [2, 39], [39, 31], [25, 30], [29, 7], [27, 9], [19, 29], [8, 14], [38, 16], [7, 11], [7, 30], [36, 15], [0, 7], [37, 12], [37, 33], [34, 36], [17, 6], [28, 8], [37, 15], [6, 8], [31, 31], [30, 4], [30, 32], [4, 39], [26, 34], [11, 0], [30, 16], [16, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 26], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 32], [27, 12], [29, 38], [15, 36], [6, 31], [22, 4], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [8, 38], [39, 26], [5, 10], [29, 12], [19, 31], [11, 32], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 18], [30, 26], [23, 30], [4, 29], [6, 14], [33, 9], [10, 22], [18, 22], [11, 11], [33, 24], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [21, 22], [17, 31], [17, 11], [10, 20], [31, 17], [24, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
33	[[8, 13], [28, 12], [9, 11], [23, 0], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 5], [18, 6], [18, 9], [19, 22], [23, 31], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [14, 35], [7, 39], [27, 8], [18, 30]]	[[29, 31], [18, 8], [29, 5], [3, 38], [29, 3], [1, 34], [22, 7], [5, 30], [22, 34], [29, 17], [28, 4], [5, 38], [34, 38], [9, 10], [6, 27], [9, 8], [19, 6], [24, 0], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [22, 0], [8, 39], [19, 9], [6, 29], [17, 9], [2, 39], [39, 32], [25, 30], [29, 7], [27, 9], [19, 29], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [38, 33], [34, 37], [17, 6], [28, 8], [37, 15], [6, 9], [31, 31], [30, 4], [30, 32], [4, 39], [26, 33], [11, 0], [30, 16], [17, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 27], [8, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 31], [27, 12], [28, 38], [14, 36], [6, 31], [23, 4], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [39, 27], [6, 10], [29, 12], [19, 30], [12, 32], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 19], [30, 26], [23, 30], [4, 29], [6, 14], [33, 8], [10, 22], [18, 22], [10, 11], [34, 24], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [21, 21], [17, 30], [18, 11], [10, 20], [31, 17], [23, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
34	[[8, 13], [28, 12], [9, 12], [23, 1], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 6], [18, 6], [18, 10], [19, 22], [22, 31], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [15, 35], [7, 39], [27, 8], [18, 29]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 34], [23, 7], [5, 30], [22, 33], [29, 17], [28, 4], [5, 38], [33, 38], [9, 11], [6, 27], [9, 8], [19, 6], [24, 1], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [23, 0], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 32], [25, 30], [29, 7], [27, 9], [19, 29], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [37, 12], [38, 34], [33, 37], [17, 6], [28, 8], [37, 15], [7, 9], [31, 31], [30, 4], [30, 32], [4, 39], [25, 33], [11, 0], [30, 16], [17, 29], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 26], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 31], [27, 12], [27, 38], [15, 36], [6, 31], [23, 5], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [39, 28], [7, 10], [29, 12], [19, 30], [12, 33], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 20], [30, 26], [22, 30], [4, 29], [6, 14], [34, 8], [10, 22], [18, 22], [10, 12], [34, 25], [1, 8], [8, 12], [29, 29], [5, 25], [30, 28], [21, 20], [18, 30], [18, 11], [10, 20], [31, 17], [23, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
35	[[8, 13], [28, 12], [9, 12], [23, 2], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [24, 6], [18, 6], [18, 10], [19, 22], [22, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [15, 34], [7, 39], [27, 8], [18, 28]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 35], [23, 6], [5, 30], [22, 33], [29, 17], [28, 4], [5, 38], [32, 38], [9, 11], [6, 27], [9, 8], [19, 6], [24, 2], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [23, 1], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 33], [24, 30], [29, 7], [27, 9], [19, 28], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [38, 35], [32, 37], [17, 6], [28, 8], [37, 15], [7, 8], [31, 31], [30, 4], [30, 32], [4, 39], [24, 33], [11, 0], [30, 16], [17, 28], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 27], [8, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 31], [27, 12], [27, 37], [15, 35], [6, 31], [24, 5], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [39, 29], [6, 10], [29, 12], [20, 30], [13, 33], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 21], [30, 26], [21, 30], [4, 29], [5, 14], [35, 8], [10, 22], [18, 22], [10, 12], [35, 25], [1, 8], [8, 12], [29, 29], [4, 25], [30, 28], [21, 19], [18, 29], [18, 11], [10, 20], [31, 17], [23, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
36	[[8, 13], [28, 12], [9, 12], [23, 3], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [24, 7], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [15, 33], [7, 39], [27, 8], [18, 27]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [3, 35], [23, 6], [5, 30], [21, 33], [29, 17], [28, 4], [5, 38], [33, 38], [9, 11], [6, 27], [9, 8], [19, 6], [24, 3], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [23, 2], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 34], [23, 30], [29, 7], [27, 9], [19, 27], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 13], [37, 35], [32, 36], [17, 6], [28, 8], [37, 15], [6, 8], [31, 31], [30, 4], [30, 32], [4, 39], [24, 33], [11, 0], [30, 16], [17, 27], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 28], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 32], [27, 12], [27, 38], [15, 34], [6, 31], [24, 6], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [38, 29], [7, 10], [29, 12], [20, 29], [14, 33], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 22], [30, 26], [21, 31], [4, 29], [5, 13], [35, 9], [10, 22], [18, 22], [10, 12], [36, 25], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [22, 19], [18, 28], [18, 11], [10, 20], [31, 17], [23, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
37	[[8, 13], [28, 12], [9, 12], [23, 4], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 7], [18, 6], [18, 10], [19, 22], [20, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 33], [7, 39], [27, 8], [18, 26]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [3, 36], [23, 6], [5, 30], [21, 33], [29, 17], [28, 4], [5, 38], [32, 38], [9, 11], [6, 27], [9, 8], [19, 6], [24, 4], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [23, 3], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 35], [22, 30], [29, 7], [27, 9], [19, 26], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [37, 36], [31, 36], [17, 6], [28, 8], [37, 15], [6, 7], [31, 31], [30, 4], [30, 32], [4, 39], [24, 33], [11, 0], [30, 16], [17, 26], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [12, 29], [9, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 33], [27, 12], [28, 38], [16, 34], [6, 31], [24, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [38, 30], [7, 9], [29, 12], [20, 30], [15, 33], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 23], [30, 26], [20, 31], [4, 29], [5, 12], [35, 10], [10, 22], [18, 22], [10, 12], [36, 26], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [22, 18], [18, 27], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
38	[[8, 13], [28, 12], [9, 12], [22, 4], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [22, 7], [18, 6], [18, 10], [19, 22], [20, 33], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 32], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [3, 35], [22, 6], [5, 30], [21, 33], [29, 17], [28, 4], [5, 38], [31, 38], [9, 11], [6, 27], [9, 8], [19, 6], [23, 4], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [22, 3], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 36], [22, 30], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 13], [36, 36], [31, 35], [17, 6], [28, 8], [37, 15], [5, 7], [31, 31], [30, 4], [30, 32], [4, 39], [24, 34], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [13, 29], [9, 33], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 32], [27, 12], [27, 38], [16, 33], [6, 31], [23, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [38, 31], [8, 9], [29, 12], [19, 30], [15, 32], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 24], [30, 26], [19, 31], [4, 29], [6, 12], [35, 11], [10, 22], [18, 22], [10, 12], [36, 27], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [22, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
39	[[8, 13], [28, 12], [9, 12], [22, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [21, 7], [18, 6], [18, 10], [19, 22], [20, 34], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 31], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 35], [22, 6], [5, 30], [20, 33], [29, 17], [28, 4], [5, 38], [30, 38], [9, 11], [6, 27], [9, 8], [19, 6], [23, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [22, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [39, 37], [21, 30], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [36, 37], [30, 35], [17, 6], [28, 8], [37, 15], [4, 7], [31, 31], [30, 4], [30, 32], [4, 39], [24, 35], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [26, 39], [9, 13], [10, 7], [2, 9], [14, 29], [10, 33], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 31], [27, 12], [28, 38], [16, 32], [6, 31], [22, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [38, 32], [8, 8], [29, 12], [18, 30], [15, 31], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 25], [30, 26], [18, 31], [4, 29], [6, 13], [34, 11], [10, 22], [18, 22], [10, 12], [36, 28], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [23, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
40	[[8, 13], [28, 12], [9, 12], [21, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [20, 7], [18, 6], [18, 10], [19, 22], [21, 34], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 30], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [21, 6], [5, 30], [20, 34], [29, 17], [28, 4], [5, 38], [31, 38], [9, 11], [6, 27], [9, 8], [19, 6], [22, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [21, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [38, 37], [20, 30], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 11], [7, 30], [36, 15], [0, 7], [36, 13], [35, 37], [30, 34], [17, 6], [28, 8], [37, 15], [4, 8], [31, 31], [30, 4], [30, 32], [4, 39], [23, 35], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [26, 38], [9, 13], [10, 7], [2, 9], [15, 29], [10, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 31], [27, 12], [27, 38], [16, 32], [6, 31], [21, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [37, 32], [8, 7], [29, 12], [17, 30], [15, 30], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 26], [30, 26], [18, 32], [4, 29], [6, 14], [34, 10], [10, 22], [18, 22], [10, 12], [36, 29], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [24, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 33], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
41	[[8, 13], [28, 12], [9, 12], [20, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [20, 8], [18, 6], [18, 10], [19, 22], [21, 35], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 29], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [20, 6], [5, 30], [20, 35], [29, 17], [28, 4], [5, 38], [31, 37], [9, 11], [6, 27], [9, 8], [19, 6], [21, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [20, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [37, 37], [20, 29], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [35, 38], [30, 33], [17, 6], [28, 8], [37, 15], [4, 9], [31, 31], [30, 4], [30, 32], [4, 39], [22, 35], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [25, 38], [9, 13], [10, 7], [2, 9], [15, 29], [10, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 31], [27, 12], [27, 38], [15, 32], [6, 31], [20, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [37, 33], [8, 6], [29, 12], [17, 29], [16, 30], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 27], [30, 26], [18, 31], [4, 29], [7, 14], [34, 9], [10, 22], [18, 22], [10, 12], [35, 29], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [24, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 34], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
