timesteps	evaders	pursuers	evader_capture_status
249	[[30, 37], [18, 32], [22, 21], [7, 0], [39, 12], [33, 32], [32, 26], [15, 39], [30, 21], [34, 17], [12, 32], [26, 18], [23, 6], [14, 23], [16, 28], [28, 24], [19, 31], [14, 7], [25, 14], [36, 8], [18, 13], [22, 31], [29, 15], [22, 9], [10, 19], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[8, 1], [31, 37], [34, 9], [24, 31], [34, 19], [38, 13], [16, 38], [12, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
250	[[29, 37], [17, 32], [22, 22], [6, 0], [39, 11], [33, 31], [32, 27], [14, 39], [29, 21], [34, 16], [13, 32], [25, 18], [23, 5], [15, 23], [16, 27], [27, 24], [19, 30], [15, 7], [25, 13], [36, 7], [18, 12], [21, 31], [30, 15], [22, 8], [11, 19], [5, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[7, 1], [30, 37], [35, 9], [23, 31], [33, 19], [38, 12], [15, 38], [13, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
251	[[28, 37], [16, 32], [22, 23], [5, 0], [39, 10], [34, 31], [32, 28], [13, 39], [28, 21], [34, 15], [13, 31], [25, 17], [23, 4], [15, 22], [16, 26], [27, 25], [18, 30], [16, 7], [25, 12], [36, 6], [18, 13], [20, 31], [30, 14], [22, 9], [11, 18], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[6, 1], [29, 37], [35, 8], [22, 31], [33, 18], [38, 11], [14, 38], [14, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
252	[[27, 37], [16, 33], [23, 23], [4, 0], [39, 9], [34, 32], [31, 28], [12, 39], [27, 21], [34, 14], [13, 30], [26, 17], [23, 5], [14, 22], [17, 26], [27, 26], [18, 29], [17, 7], [24, 12], [36, 5], [18, 12], [19, 31], [30, 13], [22, 10], [11, 19], [5, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[5, 1], [28, 37], [36, 8], [21, 31], [33, 17], [38, 10], [13, 38], [15, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
253	[[26, 37], [16, 34], [22, 23], [3, 0], [39, 8], [34, 31], [31, 29], [11, 39], [27, 22], [34, 13], [12, 30], [25, 17], [22, 5], [13, 22], [17, 25], [27, 25], [18, 28], [18, 7], [24, 13], [35, 5], [18, 13], [18, 31], [29, 13], [22, 9], [10, 19], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[4, 1], [27, 37], [36, 7], [20, 31], [33, 16], [38, 9], [12, 38], [16, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
254	[[25, 37], [16, 35], [23, 23], [2, 0], [39, 7], [34, 32], [32, 29], [10, 39], [28, 22], [34, 12], [12, 31], [25, 18], [21, 5], [14, 22], [16, 25], [27, 26], [18, 27], [19, 7], [24, 12], [34, 5], [17, 13], [17, 31], [29, 12], [23, 9], [10, 20], [6, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[3, 1], [26, 37], [36, 6], [19, 31], [33, 15], [38, 8], [11, 38], [17, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
255	[[24, 37], [16, 34], [23, 22], [1, 0], [39, 6], [34, 33], [33, 29], [9, 39], [29, 22], [34, 11], [12, 30], [26, 18], [21, 4], [15, 22], [16, 26], [27, 27], [18, 26], [20, 7], [24, 13], [34, 4], [17, 12], [16, 31], [29, 11], [23, 8], [10, 21], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[2, 1], [25, 37], [36, 7], [18, 31], [33, 14], [38, 7], [10, 38], [18, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
256	[[23, 37], [15, 34], [24, 22], [0, 0], [39, 5], [35, 33], [34, 29], [8, 39], [30, 22], [34, 10], [12, 29], [27, 18], [22, 4], [14, 22], [16, 27], [26, 27], [19, 26], [21, 7], [24, 14], [33, 4], [17, 13], [15, 31], [29, 10], [24, 8], [11, 21], [5, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[1, 1], [24, 37], [35, 7], [17, 31], [33, 13], [38, 6], [9, 38], [19, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
257	[[23, 38], [15, 35], [25, 22], [1, 0], [39, 4], [35, 34], [35, 29], [7, 39], [30, 21], [34, 11], [11, 29], [27, 17], [23, 4], [15, 22], [16, 26], [26, 28], [20, 26], [22, 7], [24, 15], [32, 4], [17, 14], [14, 31], [29, 9], [25, 8], [11, 20], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[0, 1], [23, 37], [34, 7], [16, 31], [33, 12], [38, 5], [8, 38], [20, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
258	[[22, 38], [15, 36], [26, 22], [2, 0], [39, 3], [34, 34], [34, 29], [6, 39], [31, 21], [35, 11], [10, 29], [27, 18], [24, 4], [15, 23], [17, 26], [26, 28], [21, 26], [23, 7], [24, 14], [31, 4], [17, 15], [13, 31], [28, 9], [26, 8], [11, 19], [5, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[0, 2], [23, 38], [33, 7], [15, 31], [33, 11], [38, 4], [7, 38], [21, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
259	[[21, 38], [16, 36], [27, 22], [3, 0], [39, 2], [33, 34], [33, 29], [5, 39], [31, 22], [36, 11], [9, 29], [27, 17], [25, 4], [14, 23], [18, 26], [25, 28], [21, 27], [24, 7], [24, 13], [31, 3], [16, 15], [12, 31], [27, 9], [27, 8], [11, 20], [5, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[1, 2], [22, 38], [32, 7], [14, 31], [34, 11], [39, 4], [6, 38], [22, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
260	[[20, 38], [16, 35], [27, 21], [4, 0], [38, 2], [32, 34], [34, 29], [4, 39], [32, 22], [37, 11], [8, 29], [28, 17], [26, 4], [15, 23], [18, 25], [26, 28], [22, 27], [25, 7], [24, 12], [31, 4], [15, 15], [11, 31], [27, 10], [28, 8], [11, 21], [6, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[2, 2], [21, 38], [31, 7], [13, 31], [35, 11], [39, 3], [5, 38], [23, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
261	[[19, 38], [16, 34], [26, 21], [5, 0], [37, 2], [33, 34], [34, 28], [3, 39], [33, 22], [38, 11], [8, 28], [28, 16], [27, 4], [15, 22], [18, 26], [27, 28], [21, 27], [26, 7], [24, 13], [31, 3], [16, 15], [10, 31], [27, 11], [28, 9], [12, 21], [7, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[3, 2], [20, 38], [30, 7], [12, 31], [36, 11], [38, 3], [4, 38], [24, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
262	[[18, 38], [17, 34], [27, 21], [6, 0], [36, 2], [33, 35], [34, 29], [2, 39], [34, 22], [38, 10], [7, 28], [28, 17], [28, 4], [16, 22], [17, 26], [28, 28], [22, 27], [26, 8], [23, 13], [31, 4], [15, 15], [9, 31], [27, 12], [28, 10], [12, 20], [6, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[4, 2], [19, 38], [29, 7], [11, 31], [37, 11], [37, 3], [3, 38], [25, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
263	[[17, 38], [17, 33], [27, 22], [7, 0], [35, 2], [33, 34], [35, 29], [1, 39], [34, 23], [38, 9], [7, 27], [27, 17], [28, 3], [17, 22], [18, 26], [28, 27], [23, 27], [26, 9], [22, 13], [32, 4], [16, 15], [8, 31], [27, 13], [28, 11], [12, 21], [5, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[5, 2], [18, 38], [28, 7], [10, 31], [37, 10], [36, 3], [2, 38], [25, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
264	[[16, 38], [16, 33], [27, 21], [8, 0], [34, 2], [33, 35], [34, 29], [0, 39], [33, 23], [38, 8], [6, 27], [27, 18], [29, 3], [18, 22], [18, 27], [28, 28], [24, 27], [26, 10], [23, 13], [32, 5], [15, 15], [7, 31], [27, 14], [28, 12], [13, 21], [5, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[6, 2], [17, 38], [28, 6], [9, 31], [38, 10], [35, 3], [1, 38], [25, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
265	[[15, 38], [16, 32], [28, 21], [9, 0], [33, 2], [33, 34], [33, 29], [1, 39], [33, 24], [38, 7], [6, 26], [26, 18], [28, 3], [19, 22], [17, 27], [29, 28], [24, 28], [26, 11], [23, 14], [32, 6], [14, 15], [6, 31], [27, 15], [29, 12], [13, 22], [4, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[7, 2], [16, 38], [29, 6], [8, 31], [38, 9], [34, 3], [0, 38], [25, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
266	[[14, 38], [17, 32], [28, 22], [10, 0], [32, 2], [34, 34], [32, 29], [2, 39], [34, 24], [38, 6], [5, 26], [26, 17], [27, 3], [19, 23], [17, 26], [29, 27], [25, 28], [26, 12], [22, 14], [33, 6], [13, 15], [5, 31], [28, 15], [30, 12], [14, 22], [4, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[8, 2], [15, 38], [29, 5], [7, 31], [38, 8], [33, 3], [1, 38], [25, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
267	[[13, 38], [17, 33], [28, 23], [11, 0], [32, 1], [35, 34], [32, 30], [3, 39], [34, 23], [38, 5], [5, 27], [26, 18], [26, 3], [19, 22], [16, 26], [29, 26], [24, 28], [26, 13], [21, 14], [33, 7], [14, 15], [4, 31], [29, 15], [31, 12], [14, 21], [4, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[9, 2], [14, 38], [30, 5], [6, 31], [38, 7], [32, 3], [2, 38], [25, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
268	[[12, 38], [17, 32], [28, 22], [12, 0], [33, 1], [34, 34], [33, 30], [4, 39], [34, 24], [38, 4], [5, 26], [26, 19], [25, 3], [20, 22], [16, 27], [29, 27], [25, 28], [27, 13], [20, 14], [33, 8], [15, 15], [3, 31], [30, 15], [32, 12], [15, 21], [4, 36], [21, 35], [26, 37], [39, 38], [39, 1]]	[[10, 2], [13, 38], [29, 5], [5, 31], [38, 6], [33, 3], [3, 38], [25, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
269	[[11, 38], [18, 32], [29, 22], [12, 1], [34, 1], [34, 35], [34, 30], [5, 39], [34, 25], [38, 3], [6, 26], [25, 19], [24, 3], [21, 22], [17, 27], [29, 28], [25, 29], [28, 13], [20, 15], [33, 9], [16, 15], [2, 31], [31, 15], [32, 11], [16, 21], [4, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[11, 2], [12, 38], [30, 5], [4, 31], [38, 5], [33, 2], [4, 38], [26, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
270	[[10, 38], [18, 33], [29, 23], [13, 1], [34, 0], [34, 34], [33, 30], [6, 39], [34, 24], [38, 2], [6, 25], [25, 20], [24, 4], [22, 22], [17, 26], [30, 28], [25, 30], [29, 13], [21, 15], [34, 9], [16, 16], [1, 31], [32, 15], [32, 12], [16, 20], [4, 36], [21, 35], [26, 37], [39, 38], [39, 1]]	[[12, 2], [11, 38], [31, 5], [3, 31], [38, 4], [34, 2], [5, 38], [27, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
271	[[9, 38], [18, 34], [29, 24], [14, 1], [33, 0], [35, 34], [32, 30], [7, 39], [35, 24], [39, 2], [5, 25], [24, 20], [24, 5], [22, 21], [17, 27], [30, 27], [25, 31], [30, 13], [22, 15], [34, 10], [16, 15], [0, 31], [33, 15], [33, 12], [16, 21], [4, 35], [21, 35], [26, 37], [39, 38], [39, 1]]	[[13, 2], [10, 38], [32, 5], [2, 31], [38, 3], [34, 1], [6, 38], [28, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
272	[[9, 37], [19, 34], [29, 23], [15, 1], [32, 0], [35, 33], [33, 30], [8, 39], [34, 24], [39, 1], [6, 25], [24, 19], [25, 5], [21, 21], [17, 28], [30, 28], [25, 30], [31, 13], [22, 16], [35, 10], [15, 15], [0, 32], [34, 15], [34, 12], [17, 21], [4, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[14, 2], [9, 38], [33, 5], [1, 31], [38, 2], [33, 1], [7, 38], [29, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
273	[[9, 36], [20, 34], [30, 23], [16, 1], [31, 0], [34, 33], [34, 30], [9, 39], [35, 24], [39, 0], [5, 25], [25, 19], [26, 5], [21, 20], [18, 28], [29, 28], [26, 30], [32, 13], [22, 15], [36, 10], [15, 14], [0, 33], [34, 16], [35, 12], [17, 22], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[15, 2], [9, 37], [32, 5], [0, 31], [38, 1], [32, 1], [8, 38], [30, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
274	[[9, 35], [20, 35], [29, 23], [17, 1], [30, 0], [35, 33], [33, 30], [10, 39], [34, 24], [39, 1], [6, 25], [25, 18], [27, 5], [22, 20], [18, 29], [28, 28], [25, 30], [33, 13], [23, 15], [36, 9], [16, 14], [0, 34], [35, 16], [35, 11], [18, 22], [5, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[16, 2], [9, 36], [31, 5], [0, 32], [38, 0], [31, 1], [9, 38], [31, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
275	[[9, 34], [21, 35], [29, 22], [18, 1], [29, 0], [35, 34], [33, 29], [11, 39], [35, 24], [39, 2], [7, 25], [26, 18], [26, 5], [21, 20], [19, 29], [29, 28], [24, 30], [34, 13], [24, 15], [36, 8], [15, 14], [0, 35], [35, 17], [36, 11], [19, 22], [5, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[17, 2], [9, 35], [30, 5], [0, 33], [38, 1], [30, 1], [10, 38], [32, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
276	[[9, 33], [21, 34], [30, 22], [19, 1], [28, 0], [34, 34], [34, 29], [12, 39], [35, 25], [39, 3], [8, 25], [25, 18], [25, 5], [22, 20], [19, 28], [29, 29], [25, 30], [35, 13], [24, 14], [35, 8], [16, 14], [0, 36], [35, 18], [36, 10], [20, 22], [5, 31], [21, 35], [26, 37], [39, 38], [39, 1]]	[[18, 2], [9, 34], [29, 5], [0, 34], [38, 2], [29, 1], [11, 38], [33, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
277	[[9, 32], [20, 34], [29, 22], [20, 1], [27, 0], [34, 35], [35, 29], [13, 39], [34, 25], [39, 4], [7, 25], [26, 18], [24, 5], [21, 20], [20, 28], [29, 28], [24, 30], [36, 13], [23, 14], [35, 7], [16, 13], [0, 37], [35, 19], [36, 9], [20, 21], [5, 30], [21, 35], [26, 37], [39, 38], [39, 1]]	[[19, 2], [9, 33], [29, 4], [0, 35], [38, 3], [28, 1], [12, 38], [34, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
278	[[9, 31], [20, 33], [30, 22], [21, 1], [26, 0], [35, 35], [34, 29], [14, 39], [34, 26], [39, 5], [7, 24], [26, 17], [24, 6], [22, 20], [20, 27], [30, 28], [25, 30], [36, 14], [24, 14], [34, 7], [15, 13], [0, 38], [36, 19], [37, 9], [20, 22], [5, 29], [21, 35], [26, 37], [39, 38], [39, 1]]	[[20, 2], [9, 32], [28, 4], [0, 36], [38, 4], [27, 1], [13, 38], [35, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
279	[[9, 30], [20, 34], [30, 23], [22, 1], [25, 0], [35, 34], [34, 30], [15, 39], [34, 25], [39, 6], [7, 24], [27, 17], [24, 7], [23, 20], [20, 28], [30, 29], [25, 31], [36, 15], [23, 14], [33, 7], [14, 13], [0, 39], [36, 20], [37, 10], [19, 22], [5, 28], [21, 35], [26, 37], [39, 38], [39, 1]]	[[21, 2], [9, 31], [27, 4], [0, 37], [38, 5], [26, 1], [14, 38], [36, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
280	[[9, 29], [19, 34], [31, 23], [23, 1], [24, 0], [34, 34], [35, 30], [16, 39], [35, 25], [39, 7], [7, 23], [27, 18], [24, 8], [23, 19], [21, 28], [30, 28], [25, 32], [36, 16], [22, 14], [32, 7], [13, 13], [1, 39], [35, 20], [37, 9], [18, 22], [4, 28], [21, 35], [26, 37], [39, 38], [39, 1]]	[[22, 2], [9, 30], [26, 4], [0, 38], [38, 6], [25, 1], [15, 38], [36, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
281	[[8, 29], [19, 33], [31, 22], [22, 1], [25, 0], [33, 34], [34, 30], [17, 39], [34, 25], [39, 8], [6, 23], [27, 19], [24, 9], [22, 19], [22, 28], [31, 28], [25, 33], [36, 17], [21, 14], [32, 6], [14, 13], [2, 39], [34, 20], [36, 9], [18, 22], [4, 29], [21, 35], [26, 37], [39, 38], [39, 1]]	[[23, 2], [9, 29], [25, 4], [1, 38], [38, 7], [24, 1], [16, 38], [36, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
282	[[7, 29], [20, 33], [30, 22], [21, 1], [26, 0], [32, 34], [35, 30], [18, 39], [34, 26], [39, 9], [6, 22], [28, 19], [23, 9], [21, 19], [22, 27], [30, 28], [24, 33], [36, 18], [22, 14], [32, 5], [15, 13], [3, 39], [34, 21], [35, 9], [19, 22], [3, 29], [21, 35], [26, 37], [39, 38], [39, 1]]	[[22, 2], [8, 29], [25, 5], [2, 38], [38, 8], [24, 0], [17, 38], [36, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
283	[[6, 29], [21, 33], [30, 23], [20, 1], [27, 0], [31, 34], [35, 31], [19, 39], [34, 27], [39, 10], [7, 22], [29, 19], [23, 10], [21, 18], [22, 28], [29, 28], [24, 34], [36, 19], [22, 15], [33, 5], [15, 14], [4, 39], [34, 22], [34, 9], [18, 22], [3, 30], [21, 35], [26, 37], [39, 38], [39, 1]]	[[21, 2], [7, 29], [25, 6], [3, 38], [38, 9], [25, 0], [18, 38], [36, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
284	[[5, 29], [22, 33], [31, 23], [19, 1], [27, 1], [31, 33], [35, 32], [20, 39], [33, 27], [39, 11], [7, 23], [28, 19], [22, 10], [21, 19], [22, 27], [29, 29], [25, 34], [36, 20], [22, 14], [33, 4], [14, 14], [5, 39], [34, 23], [33, 9], [18, 23], [3, 31], [21, 35], [26, 37], [39, 38], [39, 1]]	[[20, 2], [6, 29], [24, 6], [4, 38], [38, 10], [26, 0], [19, 38], [36, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
285	[[4, 29], [21, 33], [31, 24], [18, 1], [27, 2], [30, 33], [34, 32], [21, 39], [34, 27], [39, 12], [6, 23], [28, 20], [22, 11], [22, 19], [22, 28], [29, 30], [25, 35], [36, 21], [23, 14], [33, 5], [15, 14], [6, 39], [35, 23], [33, 8], [18, 24], [3, 32], [21, 35], [26, 37], [39, 38], [39, 1]]	[[19, 2], [5, 29], [24, 5], [5, 38], [38, 11], [26, 1], [20, 38], [36, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
286	[[3, 29], [22, 33], [31, 25], [17, 1], [27, 3], [30, 34], [33, 32], [22, 39], [33, 27], [39, 13], [6, 24], [27, 20], [22, 10], [22, 20], [23, 28], [29, 29], [26, 35], [36, 22], [23, 15], [33, 4], [16, 14], [7, 39], [35, 24], [32, 8], [18, 25], [3, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[18, 2], [4, 29], [25, 5], [6, 38], [38, 12], [27, 1], [21, 38], [36, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
287	[[4, 29], [22, 32], [30, 25], [16, 1], [27, 4], [29, 34], [32, 32], [23, 39], [33, 28], [39, 14], [6, 23], [28, 20], [22, 11], [21, 20], [23, 27], [28, 29], [27, 35], [36, 23], [24, 15], [33, 5], [17, 14], [8, 39], [35, 25], [32, 9], [18, 26], [3, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[17, 2], [3, 29], [26, 5], [6, 39], [38, 13], [27, 2], [22, 38], [36, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
288	[[5, 29], [23, 32], [29, 25], [15, 1], [28, 4], [29, 35], [31, 32], [24, 39], [34, 28], [39, 15], [7, 23], [27, 20], [23, 11], [21, 21], [24, 27], [28, 30], [28, 35], [36, 24], [25, 15], [32, 5], [17, 15], [9, 39], [35, 26], [32, 10], [19, 26], [4, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[16, 2], [4, 29], [27, 5], [7, 39], [38, 14], [27, 3], [23, 38], [36, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
289	[[6, 29], [24, 32], [30, 25], [14, 1], [29, 4], [30, 35], [32, 32], [25, 39], [33, 28], [39, 16], [6, 23], [28, 20], [23, 10], [21, 22], [24, 26], [27, 30], [27, 35], [36, 25], [26, 15], [33, 5], [18, 15], [10, 39], [35, 27], [32, 11], [20, 26], [5, 34], [21, 35], [26, 37], [39, 38], [39, 1]]	[[15, 2], [5, 29], [28, 5], [8, 39], [38, 15], [28, 3], [24, 38], [36, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
290	[[7, 29], [23, 32], [29, 25], [13, 1], [30, 4], [30, 34], [32, 31], [26, 39], [33, 29], [39, 17], [6, 22], [28, 21], [23, 11], [21, 21], [25, 26], [27, 29], [27, 34], [36, 26], [26, 14], [34, 5], [17, 15], [11, 39], [35, 28], [32, 12], [19, 26], [5, 33], [21, 35], [26, 37], [39, 38], [39, 1]]	[[14, 2], [6, 29], [29, 5], [9, 39], [38, 16], [29, 3], [25, 38], [36, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
