timesteps	evaders	pursuers
76	[[29, 14]]	[[27, 13], [28, 11], [30, 11], [30, 15]]
77	[[29, 15]]	[[27, 14], [28, 12], [30, 11], [29, 16]]
78	[[29, 16]]	[[27, 15], [29, 13], [30, 11], [29, 17]]
79	[[29, 17]]	[[27, 16], [29, 14], [30, 11], [29, 18]]
80	[[29, 17]]	[[27, 17], [29, 15], [30, 12], [29, 19]]
81	[[29, 18]]	[[27, 17], [29, 15], [30, 13], [29, 19]]
82	[[29, 19]]	[[27, 17], [30, 16], [29, 14], [29, 20]]
83	[[29, 20]]	[[27, 18], [30, 17], [29, 15], [29, 21]]
84	[[29, 21]]	[[27, 18], [30, 18], [29, 16], [29, 22]]
85	[[29, 22]]	[[27, 19], [30, 19], [30, 17], [29, 23]]
86	[[29, 23]]	[[27, 20], [29, 20], [30, 18], [29, 24]]
87	[[29, 24]]	[[27, 21], [29, 21], [30, 19], [30, 25]]
88	[[29, 25]]	[[27, 22], [29, 22], [30, 20], [29, 26]]
89	[[29, 26]]	[[27, 23], [29, 23], [30, 21], [29, 27]]
90	[[29, 26]]	[[27, 24], [29, 24], [30, 22], [29, 28]]
91	[[29, 27]]	[[27, 25], [29, 24], [30, 22], [29, 28]]
92	[[29, 28]]	[[27, 26], [29, 25], [30, 23], [29, 29]]
93	[[29, 29]]	[[27, 27], [29, 26], [30, 24], [29, 30]]
94	[[28, 29]]	[[27, 28], [29, 27], [30, 25], [29, 30]]
95	[[28, 30]]	[[26, 28], [28, 27], [30, 26], [29, 30]]
96	[[27, 30]]	[[26, 29], [28, 28], [30, 27], [30, 30]]
97	[[26, 29]]	[[25, 30], [27, 28], [29, 28], [29, 30]]
98	[[25, 28]]	[[24, 29], [26, 27], [28, 28], [28, 30]]
99	[[24, 27]]	[[23, 28], [25, 26], [27, 27], [27, 30]]
100	[[24, 27]]	[[22, 27], [24, 25], [26, 27], [26, 29]]
101	[[23, 26]]	[[22, 27], [24, 25], [26, 27], [25, 29]]
102	[[22, 25]]	[[21, 26], [24, 24], [25, 26], [24, 28]]
103	[[21, 24]]	[[20, 25], [24, 24], [24, 26], [24, 28]]
104	[[20, 23]]	[[19, 24], [23, 23], [23, 26], [23, 28]]
105	[[19, 22]]	[[18, 23], [23, 22], [22, 25], [22, 27]]
106	[[18, 21]]	[[17, 22], [22, 21], [21, 24], [21, 26]]
107	[[17, 20]]	[[16, 21], [21, 20], [20, 23], [20, 25]]
108	[[16, 19]]	[[15, 20], [20, 19], [19, 22], [19, 24]]
109	[[15, 18]]	[[14, 19], [19, 18], [18, 21], [18, 23]]
110	[[15, 18]]	[[13, 18], [18, 17], [17, 20], [17, 22]]
111	[[14, 17]]	[[13, 18], [17, 17], [17, 20], [17, 22]]
112	[[13, 16]]	[[12, 17], [16, 16], [16, 19], [16, 21]]
113	[[12, 15]]	[[11, 16], [15, 15], [15, 18], [15, 20]]
114	[[11, 14]]	[[10, 15], [14, 14], [14, 17], [14, 19]]
115	[[10, 13]]	[[9, 14], [13, 13], [13, 16], [13, 18]]
116	[[9, 12]]	[[8, 13], [12, 12], [12, 15], [12, 17]]
117	[[8, 11]]	[[7, 12], [11, 11], [11, 14], [11, 16]]
118	[[7, 10]]	[[6, 11], [11, 10], [10, 13], [10, 15]]
119	[[6, 9]]	[[5, 10], [10, 9], [9, 12], [9, 14]]
120	[[6, 9]]	[[4, 9], [9, 8], [8, 11], [8, 13]]
121	[[5, 8]]	[[4, 9], [8, 7], [8, 11], [8, 13]]
122	[[4, 7]]	[[3, 8], [7, 7], [7, 10], [7, 12]]
123	[[3, 6]]	[[2, 7], [6, 6], [6, 9], [6, 11]]
124	[[2, 5]]	[[1, 6], [5, 5], [5, 8], [5, 10]]
125	[[1, 4]]	[[1, 7], [4, 4], [4, 7], [4, 9]]
126	[[2, 4]]	[[1, 6], [3, 3], [3, 6], [3, 8]]
127	[[3, 4]]	[[1, 6], [2, 2], [4, 5], [3, 7]]
128	[[4, 4]]	[[1, 5], [2, 2], [5, 4], [3, 6]]
129	[[5, 4]]	[[2, 4], [2, 2], [6, 3], [3, 6]]
130	[[5, 4]]	[[2, 4], [3, 1], [7, 4], [3, 6]]
131	[[6, 4]]	[[3, 4], [4, 2], [7, 4], [3, 6]]
132	[[7, 4]]	[[3, 4], [4, 2], [7, 5], [3, 6]]
133	[[8, 4]]	[[3, 4], [4, 2], [7, 5], [4, 5]]
134	[[9, 4]]	[[2, 3], [5, 2], [8, 6], [5, 6]]
135	[[10, 4]]	[[3, 4], [6, 3], [8, 6], [6, 5]]
136	[[11, 4]]	[[4, 3], [6, 3], [8, 5], [6, 5]]
137	[[12, 4]]	[[4, 3], [6, 3], [9, 6], [6, 5]]
138	[[13, 4]]	[[4, 3], [7, 3], [10, 7], [6, 5]]
139	[[14, 4]]	[[5, 2], [7, 3], [11, 6], [6, 5]]
140	[[14, 4]]	[[6, 1], [7, 3], [12, 5], [7, 4]]
141	[[15, 4]]	[[6, 1], [7, 3], [12, 5], [7, 4]]
142	[[16, 4]]	[[6, 1], [7, 3], [12, 5], [8, 5]]
143	[[17, 4]]	[[6, 1], [8, 2], [13, 4], [8, 5]]
144	[[18, 4]]	[[6, 2], [9, 3], [13, 4], [8, 5]]
145	[[19, 4]]	[[7, 3], [10, 4], [14, 4], [9, 6]]
146	[[20, 4]]	[[8, 2], [11, 5], [15, 3], [10, 7]]
147	[[21, 4]]	[[9, 1], [11, 5], [15, 3], [10, 7]]
148	[[22, 4]]	[[10, 2], [11, 5], [15, 3], [11, 8]]
149	[[23, 4]]	[[11, 3], [12, 6], [16, 2], [12, 8]]
150	[[23, 4]]	[[12, 2], [13, 5], [17, 3], [13, 7]]
151	[[24, 4]]	[[13, 3], [13, 5], [18, 2], [13, 7]]
152	[[25, 4]]	[[14, 2], [13, 5], [18, 2], [13, 7]]
153	[[26, 4]]	[[15, 3], [13, 5], [19, 3], [13, 7]]
154	[[27, 4]]	[[15, 3], [13, 5], [20, 2], [14, 8]]
155	[[28, 4]]	[[15, 3], [12, 5], [21, 3], [15, 7]]
156	[[29, 4]]	[[16, 2], [12, 5], [22, 2], [16, 6]]
157	[[30, 4]]	[[17, 3], [13, 4], [23, 3], [17, 7]]
158	[[29, 3]]	[[18, 4], [14, 5], [24, 4], [18, 6]]
159	[[28, 2]]	[[19, 3], [15, 4], [25, 3], [18, 6]]
160	[[28, 2]]	[[20, 2], [16, 3], [26, 2], [19, 5]]
161	[[27, 1]]	[[21, 1], [17, 2], [26, 2], [20, 4]]
162	[[28, 2]]	[[21, 1], [18, 1], [27, 3], [21, 3]]
163	[[29, 3]]	[[21, 1], [18, 1], [28, 4], [22, 3]]
164	[[30, 4]]	[[21, 1], [18, 1], [27, 4], [23, 4]]
165	[[29, 4]]	[[22, 2], [19, 2], [28, 5], [24, 5]]
166	[[28, 4]]	[[22, 2], [19, 2], [29, 6], [25, 6]]
167	[[27, 4]]	[[23, 3], [20, 3], [30, 5], [26, 5]]
168	[[26, 4]]	[[24, 2], [21, 4], [29, 5], [27, 6]]
169	[[25, 4]]	[[24, 3], [22, 5], [29, 4], [27, 6]]
170	[[25, 4]]	[[25, 2], [23, 4], [28, 3], [26, 6]]
171	[[24, 4]]	[[25, 2], [23, 4], [27, 2], [25, 6]]
172	[[23, 4]]	[[25, 2], [22, 4], [27, 2], [24, 6]]
173	[[22, 4]]	[[24, 2], [21, 4], [26, 3], [23, 6]]
174	[[21, 4]]	[[24, 3], [20, 4], [26, 3], [22, 6]]
175	[[20, 4]]	[[23, 4], [19, 4], [25, 2], [22, 6]]
176	[[19, 4]]	[[22, 3], [18, 4], [24, 3], [21, 6]]
177	[[18, 4]]	[[21, 4], [17, 4], [23, 3], [20, 6]]
178	[[17, 4]]	[[20, 4], [16, 4], [22, 3], [19, 6]]
179	[[16, 4]]	[[19, 4], [15, 4], [21, 2], [18, 6]]
180	[[16, 4]]	[[18, 4], [14, 4], [20, 3], [17, 6]]
181	[[15, 4]]	[[18, 4], [14, 4], [19, 2], [16, 6]]
182	[[14, 4]]	[[17, 3], [13, 4], [19, 3], [15, 6]]
183	[[13, 4]]	[[16, 4], [12, 4], [18, 3], [14, 6]]
184	[[12, 4]]	[[15, 4], [11, 4], [17, 3], [13, 6]]
185	[[11, 4]]	[[14, 4], [10, 4], [16, 2], [12, 6]]
186	[[10, 4]]	[[14, 4], [9, 4], [15, 2], [11, 6]]
187	[[9, 4]]	[[13, 4], [8, 4], [14, 2], [10, 6]]
188	[[8, 4]]	[[12, 3], [7, 4], [13, 1], [9, 6]]
189	[[7, 4]]	[[11, 4], [6, 4], [12, 2], [8, 6]]
190	[[7, 4]]	[[10, 4], [5, 3], [11, 1], [7, 6]]
191	[[6, 4]]	[[9, 4], [5, 4], [10, 2], [7, 6]]
192	[[5, 4]]	[[8, 4], [4, 4], [9, 2], [6, 6]]
193	[[4, 4]]	[[7, 4], [3, 4], [8, 2], [5, 6]]
194	[[3, 4]]	[[6, 3], [2, 4], [8, 3], [4, 6]]
195	[[2, 4]]	[[5, 4], [1, 4], [7, 2], [3, 6]]
196	[[1, 4]]	[[4, 4], [1, 5], [6, 2], [3, 6]]
197	[[1, 3]]	[[3, 4], [1, 6], [5, 2], [3, 6]]
198	[[1, 2]]	[[3, 3], [1, 5], [4, 1], [3, 6]]
199	[[2, 2]]	[[3, 3], [1, 4], [3, 1], [3, 5]]
200	[[2, 2]]	[[3, 3], [1, 4], [3, 1], [3, 5]]
201	[[3, 2]]	[[3, 3], [1, 4], [3, 1], [3, 5]]
202	[[4, 2]]	[[3, 3], [1, 3], [2, 1], [3, 5]]
203	[[5, 2]]	[[4, 4], [1, 3], [2, 1], [2, 5]]
204	[[6, 2]]	[[4, 4], [1, 3], [3, 1], [2, 5]]
205	[[7, 2]]	[[4, 4], [1, 2], [3, 1], [3, 6]]
206	[[8, 2]]	[[4, 4], [1, 1], [3, 1], [3, 6]]
207	[[9, 2]]	[[5, 3], [1, 1], [3, 1], [4, 7]]
208	[[10, 2]]	[[5, 3], [1, 1], [3, 1], [5, 6]]
209	[[11, 2]]	[[5, 3], [1, 1], [3, 1], [6, 5]]
210	[[11, 2]]	[[6, 2], [1, 2], [3, 1], [7, 4]]
211	[[12, 2]]	[[6, 2], [2, 3], [3, 1], [8, 4]]
212	[[13, 2]]	[[7, 1], [3, 3], [3, 1], [9, 3]]
213	[[14, 2]]	[[7, 1], [4, 3], [4, 2], [10, 2]]
214	[[15, 2]]	[[7, 1], [3, 3], [4, 2], [10, 2]]
215	[[16, 2]]	[[7, 1], [3, 3], [4, 2], [11, 1]]
216	[[17, 2]]	[[8, 1], [4, 4], [4, 2], [12, 2]]
217	[[18, 2]]	[[8, 1], [4, 4], [4, 2], [12, 2]]
218	[[19, 2]]	[[8, 1], [5, 5], [5, 1], [13, 3]]
219	[[20, 2]]	[[9, 1], [6, 4], [5, 1], [14, 3]]
220	[[20, 2]]	[[10, 2], [7, 3], [5, 1], [14, 3]]
221	[[21, 2]]	[[11, 1], [8, 4], [6, 2], [15, 4]]
222	[[22, 2]]	[[11, 1], [9, 3], [7, 1], [16, 3]]
223	[[23, 2]]	[[11, 1], [9, 3], [8, 1], [17, 2]]
224	[[24, 2]]	[[12, 2], [10, 4], [8, 1], [18, 1]]
225	[[25, 2]]	[[13, 3], [11, 5], [9, 2], [18, 1]]
226	[[26, 2]]	[[14, 2], [12, 4], [10, 1], [18, 1]]
227	[[27, 2]]	[[15, 3], [13, 3], [10, 1], [18, 1]]
228	[[28, 2]]	[[16, 4], [14, 2], [10, 1], [19, 1]]
229	[[29, 2]]	[[16, 4], [15, 1], [11, 2], [20, 2]]
230	[[29, 2]]	[[17, 3], [15, 1], [12, 2], [20, 2]]
231	[[30, 2]]	[[18, 4], [16, 1], [13, 3], [21, 1]]
232	[[29, 2]]	[[19, 3], [16, 1], [13, 3], [21, 1]]
233	[[28, 2]]	[[19, 3], [17, 2], [14, 2], [22, 2]]
234	[[27, 2]]	[[20, 4], [18, 1], [15, 3], [23, 1]]
235	[[26, 2]]	[[21, 3], [19, 2], [16, 2], [23, 1]]
236	[[25, 2]]	[[21, 3], [20, 1], [17, 3], [23, 1]]
237	[[24, 2]]	[[22, 4], [20, 1], [17, 3], [23, 1]]
238	[[23, 2]]	[[22, 3], [20, 1], [17, 3], [22, 1]]
239	[[22, 2]]	[[23, 4], [20, 1], [17, 3], [22, 1]]
240	[[22, 2]]	[[24, 3], [20, 2], [18, 4], [22, 1]]
241	[[21, 2]]	[[24, 2], [20, 2], [18, 3], [22, 1]]
242	[[20, 2]]	[[23, 3], [19, 1], [19, 4], [22, 1]]
243	[[19, 2]]	[[22, 3], [18, 1], [19, 4], [22, 1]]
244	[[18, 2]]	[[21, 3], [17, 2], [19, 4], [21, 1]]
245	[[17, 2]]	[[21, 3], [16, 2], [18, 4], [20, 1]]
246	[[16, 2]]	[[20, 3], [15, 2], [17, 4], [19, 1]]
247	[[15, 2]]	[[19, 3], [14, 2], [16, 4], [18, 1]]
248	[[14, 2]]	[[18, 3], [13, 2], [15, 4], [17, 1]]
249	[[13, 2]]	[[17, 3], [12, 2], [14, 4], [16, 1]]
250	[[13, 2]]	[[16, 3], [11, 2], [13, 4], [15, 1]]
251	[[12, 2]]	[[15, 3], [11, 2], [13, 4], [15, 1]]
252	[[11, 2]]	[[15, 3], [10, 2], [12, 4], [14, 1]]
253	[[10, 2]]	[[14, 3], [9, 2], [11, 4], [13, 1]]
254	[[9, 2]]	[[13, 3], [8, 2], [10, 4], [12, 1]]
255	[[8, 2]]	[[12, 3], [7, 1], [9, 4], [11, 1]]
256	[[7, 2]]	[[12, 3], [6, 2], [8, 4], [10, 1]]
257	[[6, 2]]	[[11, 3], [5, 2], [7, 4], [9, 1]]
258	[[5, 2]]	[[10, 3], [4, 1], [6, 4], [8, 1]]
259	[[4, 2]]	[[9, 4], [3, 2], [5, 4], [7, 1]]
260	[[4, 2]]	[[8, 3], [2, 2], [4, 4], [6, 1]]
261	[[3, 2]]	[[7, 3], [2, 2], [4, 4], [6, 1]]
262	[[2, 2]]	[[6, 3], [1, 1], [3, 4], [5, 1]]
263	[[1, 2]]	[[5, 3], [1, 1], [2, 4], [4, 1]]
264	[[2, 2]]	[[4, 3], [2, 1], [1, 4], [4, 1]]
265	[[3, 2]]	[[3, 4], [1, 1], [1, 4], [4, 1]]
266	[[4, 2]]	[[3, 4], [1, 1], [1, 3], [5, 2]]
267	[[4, 3]]	[[3, 4], [1, 1], [1, 3], [5, 2]]
268	[[5, 3]]	[[4, 5], [1, 1], [1, 3], [6, 3]]
269	[[6, 3]]	[[5, 5], [1, 1], [1, 3], [7, 3]]
270	[[6, 3]]	[[4, 4], [1, 1], [1, 3], [7, 3]]
271	[[6, 4]]	[[5, 5], [1, 1], [1, 3], [7, 3]]
272	[[7, 4]]	[[6, 6], [1, 1], [2, 4], [7, 2]]
273	[[8, 4]]	[[6, 6], [1, 1], [2, 4], [7, 2]]
274	[[9, 4]]	[[6, 6], [1, 2], [3, 5], [7, 2]]
275	[[10, 4]]	[[6, 6], [2, 1], [3, 5], [8, 2]]
276	[[11, 4]]	[[7, 5], [3, 2], [3, 5], [8, 2]]
277	[[12, 4]]	[[8, 5], [3, 2], [3, 5], [8, 3]]
278	[[13, 4]]	[[9, 6], [3, 3], [4, 6], [9, 3]]
279	[[14, 4]]	[[10, 5], [4, 2], [5, 5], [10, 2]]
280	[[14, 4]]	[[10, 5], [5, 3], [5, 5], [11, 1]]
281	[[15, 4]]	[[10, 5], [5, 3], [6, 6], [12, 2]]
282	[[16, 4]]	[[10, 5], [5, 3], [7, 5], [13, 3]]
283	[[17, 4]]	[[11, 6], [6, 2], [7, 5], [14, 2]]
284	[[18, 4]]	[[12, 5], [7, 3], [8, 6], [15, 3]]
285	[[19, 4]]	[[13, 6], [8, 2], [9, 5], [16, 4]]
286	[[20, 4]]	[[13, 6], [9, 3], [9, 5], [17, 3]]
287	[[21, 4]]	[[14, 5], [10, 2], [9, 5], [18, 2]]
288	[[22, 4]]	[[15, 6], [10, 2], [10, 4], [19, 3]]
289	[[23, 4]]	[[16, 5], [10, 2], [11, 5], [20, 2]]
290	[[23, 4]]	[[17, 4], [11, 2], [11, 5], [21, 3]]
291	[[24, 4]]	[[18, 5], [12, 3], [11, 5], [22, 2]]
292	[[25, 4]]	[[19, 6], [12, 3], [12, 6], [22, 2]]
293	[[26, 4]]	[[20, 5], [12, 3], [13, 7], [23, 3]]
294	[[27, 4]]	[[20, 5], [12, 3], [14, 8], [24, 2]]
295	[[28, 4]]	[[21, 6], [13, 3], [15, 9], [25, 3]]
296	[[29, 4]]	[[22, 5], [13, 3], [16, 10], [26, 2]]
297	[[30, 4]]	[[23, 6], [14, 2], [17, 11], [27, 3]]
298	[[29, 4]]	[[24, 5], [15, 3], [18, 12], [27, 3]]
299	[[28, 4]]	[[24, 5], [16, 3], [19, 13], [28, 2]]
300	[[28, 4]]	[[25, 4], [17, 4], [19, 12], [28, 2]]
301	[[27, 4]]	[[25, 4], [18, 3], [20, 11], [28, 2]]
302	[[26, 4]]	[[25, 4], [18, 3], [20, 11], [28, 2]]
303	[[25, 4]]	[[24, 4], [18, 3], [21, 10], [28, 3]]
304	[[24, 4]]	[[23, 4], [18, 3], [22, 9], [27, 4]]
305	[[24, 3]]	[[23, 4], [19, 2], [23, 8], [26, 4]]
306	[[23, 3]]	[[22, 3], [20, 1], [24, 7], [26, 3]]
307	[[22, 3]]	[[21, 3], [20, 1], [23, 6], [25, 3]]
308	[[21, 3]]	[[20, 4], [20, 1], [22, 5], [24, 3]]
309	[[20, 3]]	[[19, 4], [20, 1], [21, 5], [23, 3]]
310	[[20, 3]]	[[18, 3], [20, 1], [20, 5], [22, 3]]
311	[[19, 3]]	[[18, 3], [20, 1], [20, 5], [22, 3]]
312	[[18, 3]]	[[17, 3], [19, 1], [19, 5], [22, 3]]
313	[[17, 3]]	[[16, 3], [19, 1], [18, 5], [21, 3]]
314	[[16, 3]]	[[15, 3], [18, 1], [17, 5], [20, 4]]
315	[[15, 3]]	[[14, 3], [17, 1], [16, 5], [19, 3]]
316	[[14, 3]]	[[13, 3], [16, 1], [15, 5], [18, 3]]
317	[[13, 3]]	[[12, 3], [15, 1], [15, 5], [17, 3]]
318	[[12, 3]]	[[11, 3], [14, 1], [14, 5], [16, 2]]
319	[[11, 3]]	[[10, 3], [13, 1], [13, 5], [15, 3]]
320	[[11, 3]]	[[9, 3], [12, 1], [12, 5], [14, 3]]
321	[[10, 3]]	[[9, 3], [11, 1], [11, 5], [13, 3]]
322	[[9, 3]]	[[8, 3], [10, 1], [10, 5], [12, 3]]
323	[[8, 3]]	[[7, 3], [9, 1], [9, 6], [11, 3]]
324	[[7, 3]]	[[6, 3], [8, 1], [8, 5], [10, 3]]
325	[[6, 3]]	[[5, 3], [7, 1], [7, 5], [9, 3]]
326	[[5, 3]]	[[4, 3], [6, 1], [6, 5], [8, 3]]
327	[[4, 3]]	[[3, 3], [5, 1], [6, 5], [7, 3]]
328	[[3, 3]]	[[2, 3], [4, 1], [5, 5], [6, 3]]
329	[[2, 3]]	[[1, 3], [3, 1], [4, 5], [5, 3]]
330	[[2, 3]]	[[1, 4], [2, 1], [3, 5], [4, 2]]
331	[[1, 3]]	[[1, 5], [1, 1], [4, 4], [4, 2]]
332	[[2, 3]]	[[1, 5], [1, 1], [3, 4], [3, 2]]
333	[[3, 3]]	[[1, 5], [1, 1], [4, 4], [3, 1]]
334	[[4, 3]]	[[1, 4], [1, 2], [5, 3], [3, 1]]
335	[[5, 3]]	[[1, 4], [1, 2], [6, 4], [3, 1]]
336	[[6, 3]]	[[2, 5], [2, 3], [7, 5], [4, 1]]
337	[[7, 3]]	[[2, 5], [2, 3], [8, 4], [4, 1]]
338	[[8, 3]]	[[2, 5], [2, 3], [9, 3], [5, 2]]
339	[[9, 3]]	[[3, 5], [2, 3], [10, 2], [6, 3]]
340	[[9, 3]]	[[4, 4], [3, 2], [11, 3], [6, 3]]
341	[[10, 3]]	[[5, 5], [3, 2], [11, 3], [7, 2]]
342	[[10, 4]]	[[6, 4], [3, 2], [11, 3], [8, 3]]
343	[[11, 4]]	[[7, 5], [4, 3], [12, 4], [9, 2]]
344	[[12, 4]]	[[7, 5], [4, 3], [12, 3], [9, 3]]
345	[[13, 4]]	[[7, 5], [4, 3], [12, 3], [10, 4]]
346	[[14, 4]]	[[8, 6], [5, 4], [13, 2], [10, 4]]
347	[[15, 4]]	[[9, 7], [5, 4], [12, 3], [11, 5]]
348	[[16, 4]]	[[9, 7], [6, 3], [12, 3], [11, 5]]
349	[[17, 4]]	[[9, 7], [7, 2], [13, 2], [11, 5]]
350	[[17, 4]]	[[10, 8], [8, 3], [14, 3], [12, 5]]
351	[[18, 4]]	[[11, 7], [8, 3], [14, 3], [12, 5]]
352	[[19, 4]]	[[11, 7], [9, 2], [15, 3], [12, 5]]
353	[[20, 4]]	[[12, 8], [10, 3], [16, 3], [12, 5]]
354	[[21, 4]]	[[13, 7], [11, 2], [17, 4], [13, 4]]
355	[[22, 4]]	[[14, 6], [11, 2], [18, 5], [14, 3]]
356	[[23, 4]]	[[15, 5], [12, 1], [19, 6], [14, 3]]
357	[[24, 4]]	[[16, 4], [13, 1], [20, 5], [15, 2]]
358	[[25, 4]]	[[17, 5], [13, 1], [21, 6], [16, 3]]
359	[[26, 4]]	[[17, 5], [14, 1], [22, 5], [17, 2]]
360	[[26, 4]]	[[18, 6], [14, 1], [23, 5], [17, 2]]
361	[[27, 4]]	[[19, 5], [15, 2], [24, 4], [18, 1]]
362	[[28, 4]]	[[19, 5], [16, 3], [25, 5], [19, 2]]
363	[[29, 4]]	[[19, 5], [17, 3], [25, 5], [20, 3]]
364	[[30, 4]]	[[19, 5], [18, 2], [26, 4], [21, 4]]
365	[[30, 5]]	[[20, 6], [19, 3], [27, 5], [21, 4]]
366	[[29, 5]]	[[21, 7], [20, 2], [28, 6], [21, 4]]
367	[[28, 5]]	[[22, 6], [20, 2], [29, 7], [22, 3]]
