timesteps	evaders	pursuers	evader_capture_status
393	[[14, 1], [7, 10], [25, 14], [36, 11], [26, 1], [36, 9], [28, 9], [34, 3], [17, 7], [27, 30], [10, 2], [19, 6], [4, 0], [6, 4], [0, 4], [27, 33], [28, 15], [28, 21], [18, 30], [21, 2], [30, 1], [20, 12], [31, 14], [9, 3], [18, 2], [25, 27], [25, 5], [31, 7], [4, 2], [11, 7]]	[[10, 8], [9, 17], [3, 9], [23, 21], [11, 18], [8, 25], [6, 37], [14, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
394	[[15, 1], [7, 11], [25, 15], [35, 11], [26, 2], [35, 9], [29, 9], [34, 4], [17, 8], [27, 29], [10, 1], [18, 6], [5, 0], [6, 5], [0, 3], [26, 33], [27, 15], [28, 22], [18, 29], [22, 2], [31, 1], [19, 12], [30, 14], [8, 3], [18, 3], [24, 27], [25, 6], [31, 6], [4, 3], [11, 7]]	[[11, 8], [9, 18], [3, 9], [23, 21], [11, 17], [8, 26], [6, 38], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
395	[[15, 2], [7, 12], [24, 15], [35, 12], [26, 1], [35, 8], [29, 10], [35, 4], [17, 9], [26, 29], [11, 1], [18, 7], [6, 0], [5, 5], [0, 4], [26, 34], [27, 16], [29, 22], [18, 28], [22, 1], [32, 1], [19, 11], [31, 14], [9, 3], [18, 2], [24, 26], [26, 6], [31, 5], [3, 3], [11, 7]]	[[11, 7], [8, 18], [4, 9], [24, 21], [11, 18], [7, 26], [7, 38], [14, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
396	[[16, 2], [7, 13], [23, 15], [35, 11], [25, 1], [35, 9], [29, 11], [34, 4], [16, 9], [26, 28], [12, 1], [17, 7], [7, 0], [6, 5], [0, 5], [26, 35], [28, 16], [30, 22], [17, 28], [22, 2], [31, 1], [18, 11], [31, 13], [8, 3], [18, 3], [24, 27], [25, 6], [32, 5], [4, 3], [11, 7]]	[[11, 6], [8, 18], [4, 8], [23, 21], [11, 18], [7, 27], [7, 38], [13, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
397	[[17, 2], [6, 13], [23, 14], [35, 12], [26, 1], [35, 8], [29, 12], [34, 3], [16, 10], [26, 27], [13, 1], [17, 8], [8, 0], [6, 6], [0, 4], [26, 34], [28, 15], [31, 22], [17, 27], [21, 2], [31, 2], [18, 12], [32, 13], [8, 2], [17, 3], [23, 27], [25, 7], [31, 5], [3, 3], [11, 7]]	[[11, 7], [8, 17], [4, 9], [23, 22], [10, 18], [8, 27], [7, 37], [14, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
398	[[17, 1], [6, 12], [23, 14], [35, 13], [27, 1], [35, 9], [29, 11], [33, 3], [16, 11], [27, 27], [14, 1], [16, 8], [9, 0], [6, 5], [0, 3], [27, 34], [27, 15], [31, 21], [17, 26], [21, 1], [31, 1], [18, 13], [31, 13], [8, 1], [17, 4], [24, 27], [26, 7], [31, 4], [2, 3], [11, 7]]	[[10, 7], [8, 17], [4, 8], [23, 22], [11, 18], [7, 27], [8, 37], [13, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
399	[[17, 2], [7, 12], [23, 13], [35, 14], [26, 1], [36, 9], [29, 12], [34, 3], [15, 11], [28, 27], [14, 2], [16, 7], [10, 0], [6, 4], [0, 2], [26, 34], [27, 16], [32, 21], [18, 26], [22, 1], [30, 1], [18, 12], [32, 13], [8, 2], [18, 4], [24, 28], [26, 8], [31, 5], [3, 3], [11, 7]]	[[11, 7], [7, 17], [4, 9], [23, 23], [10, 18], [8, 27], [8, 36], [13, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
400	[[17, 1], [7, 13], [24, 13], [36, 14], [26, 2], [36, 10], [28, 12], [33, 3], [15, 12], [28, 28], [15, 2], [17, 7], [11, 0], [6, 5], [0, 3], [27, 34], [26, 16], [31, 21], [18, 25], [22, 2], [31, 1], [19, 12], [31, 13], [7, 2], [19, 4], [23, 28], [26, 9], [30, 5], [2, 3], [11, 7]]	[[12, 7], [7, 16], [4, 10], [23, 23], [10, 18], [8, 28], [7, 36], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
401	[[18, 1], [7, 12], [23, 13], [36, 15], [26, 1], [36, 9], [28, 11], [33, 4], [14, 12], [29, 28], [16, 2], [16, 7], [12, 0], [6, 5], [0, 2], [27, 35], [26, 17], [31, 21], [17, 25], [21, 2], [32, 1], [20, 12], [32, 13], [7, 1], [20, 4], [22, 28], [25, 9], [29, 5], [3, 3], [11, 7]]	[[13, 7], [7, 16], [5, 10], [23, 24], [10, 17], [9, 28], [7, 37], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
402	[[18, 2], [8, 12], [24, 13], [36, 16], [27, 1], [37, 9], [29, 11], [33, 3], [14, 13], [28, 28], [17, 2], [17, 7], [13, 0], [6, 4], [1, 2], [26, 35], [27, 17], [31, 20], [17, 24], [22, 2], [32, 2], [19, 12], [31, 13], [7, 2], [20, 3], [22, 29], [26, 9], [28, 5], [4, 3], [11, 7]]	[[13, 6], [7, 17], [5, 11], [22, 24], [10, 18], [9, 29], [7, 38], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
403	[[19, 2], [9, 12], [25, 13], [36, 17], [26, 1], [36, 9], [29, 10], [34, 3], [15, 13], [28, 27], [16, 2], [17, 8], [12, 0], [6, 5], [1, 1], [27, 35], [27, 18], [32, 20], [17, 25], [23, 2], [31, 2], [20, 12], [31, 14], [7, 1], [20, 2], [22, 30], [26, 10], [27, 5], [3, 3], [11, 7]]	[[14, 6], [6, 17], [6, 11], [21, 24], [9, 18], [10, 29], [7, 39], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
404	[[18, 2], [10, 12], [25, 14], [35, 17], [27, 1], [35, 9], [30, 10], [35, 3], [14, 13], [29, 27], [16, 1], [16, 8], [13, 0], [5, 5], [2, 1], [27, 34], [28, 18], [32, 19], [18, 25], [23, 1], [31, 1], [20, 11], [31, 13], [7, 2], [20, 1], [22, 31], [25, 10], [27, 6], [4, 3], [11, 7]]	[[14, 5], [5, 17], [6, 11], [22, 24], [9, 18], [10, 30], [7, 38], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
405	[[18, 3], [10, 13], [26, 14], [36, 17], [26, 1], [36, 9], [31, 10], [35, 4], [15, 13], [28, 27], [17, 1], [17, 8], [13, 1], [5, 6], [2, 0], [27, 35], [28, 17], [32, 20], [18, 26], [24, 1], [32, 1], [20, 10], [31, 14], [8, 2], [21, 1], [22, 32], [26, 10], [28, 6], [3, 3], [11, 7]]	[[14, 5], [4, 17], [7, 11], [23, 24], [9, 19], [10, 31], [8, 38], [14, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
406	[[17, 3], [11, 13], [26, 13], [36, 18], [27, 1], [36, 10], [32, 10], [34, 4], [14, 13], [28, 28], [18, 1], [18, 8], [13, 2], [4, 6], [1, 0], [27, 34], [28, 18], [31, 20], [18, 25], [24, 2], [33, 1], [21, 10], [32, 14], [8, 1], [21, 2], [22, 32], [26, 9], [28, 5], [3, 2], [11, 7]]	[[14, 4], [4, 16], [6, 11], [23, 24], [9, 20], [10, 30], [8, 38], [15, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
407	[[17, 4], [10, 13], [25, 13], [36, 17], [28, 1], [37, 10], [32, 9], [34, 5], [13, 13], [27, 28], [19, 1], [18, 9], [13, 1], [3, 6], [0, 0], [28, 34], [28, 19], [30, 20], [17, 25], [23, 2], [34, 1], [20, 10], [33, 14], [8, 0], [21, 3], [23, 32], [26, 8], [28, 6], [3, 1], [11, 7]]	[[14, 4], [4, 16], [6, 12], [22, 24], [10, 20], [10, 30], [7, 38], [15, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
408	[[18, 4], [10, 14], [25, 12], [37, 17], [29, 1], [37, 11], [32, 9], [34, 6], [14, 13], [28, 28], [19, 2], [18, 8], [12, 1], [4, 6], [1, 0], [28, 34], [28, 18], [30, 21], [17, 24], [24, 2], [34, 2], [20, 11], [32, 14], [8, 1], [21, 4], [22, 32], [26, 9], [29, 6], [3, 2], [11, 7]]	[[14, 4], [5, 16], [5, 12], [21, 24], [10, 20], [10, 30], [7, 39], [15, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
409	[[18, 3], [11, 14], [26, 12], [37, 18], [29, 2], [37, 12], [32, 10], [34, 7], [15, 13], [28, 29], [19, 1], [17, 8], [12, 0], [3, 6], [2, 0], [29, 34], [27, 18], [30, 22], [16, 24], [23, 2], [35, 2], [19, 11], [32, 13], [9, 1], [22, 4], [22, 33], [25, 9], [29, 5], [2, 2], [11, 7]]	[[15, 4], [5, 15], [6, 12], [21, 24], [10, 21], [10, 29], [8, 39], [14, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
410	[[17, 3], [12, 14], [26, 13], [37, 17], [28, 2], [37, 13], [32, 9], [35, 7], [15, 12], [29, 29], [19, 0], [17, 9], [12, 1], [2, 6], [1, 0], [28, 34], [26, 18], [30, 22], [16, 23], [24, 2], [35, 3], [19, 10], [32, 14], [8, 1], [23, 4], [22, 32], [25, 8], [30, 5], [2, 3], [11, 7]]	[[15, 5], [6, 15], [6, 13], [21, 24], [10, 22], [11, 29], [9, 39], [13, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
411	[[18, 3], [12, 13], [25, 13], [37, 18], [27, 2], [36, 13], [31, 9], [35, 8], [15, 11], [29, 30], [18, 0], [17, 8], [11, 1], [2, 7], [2, 0], [29, 34], [26, 18], [29, 22], [16, 22], [25, 2], [34, 3], [20, 10], [32, 14], [9, 1], [22, 4], [21, 32], [26, 8], [30, 4], [3, 3], [11, 7]]	[[14, 5], [5, 15], [6, 12], [20, 24], [10, 22], [11, 30], [10, 39], [13, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
412	[[18, 4], [11, 13], [24, 13], [36, 18], [28, 2], [37, 13], [30, 9], [34, 8], [15, 12], [28, 30], [18, 1], [17, 7], [12, 1], [1, 7], [2, 1], [30, 34], [25, 18], [28, 22], [16, 21], [24, 2], [34, 2], [21, 10], [32, 15], [8, 1], [23, 4], [21, 33], [26, 7], [30, 3], [3, 2], [11, 7]]	[[14, 4], [4, 15], [7, 12], [19, 24], [9, 22], [10, 30], [10, 38], [13, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
413	[[19, 4], [11, 12], [25, 13], [35, 18], [28, 1], [37, 12], [30, 8], [33, 8], [16, 12], [29, 30], [18, 2], [18, 7], [11, 1], [2, 7], [1, 1], [30, 35], [25, 17], [29, 22], [17, 21], [23, 2], [33, 2], [21, 11], [32, 14], [7, 1], [23, 5], [20, 33], [27, 7], [30, 4], [3, 3], [11, 7]]	[[14, 5], [5, 15], [6, 12], [20, 24], [9, 21], [10, 31], [11, 38], [13, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
414	[[20, 4], [11, 11], [25, 14], [36, 18], [29, 1], [37, 13], [29, 8], [33, 9], [17, 12], [30, 30], [18, 1], [19, 7], [12, 1], [2, 6], [1, 0], [30, 34], [25, 18], [29, 23], [17, 20], [23, 1], [34, 2], [22, 11], [32, 13], [6, 1], [24, 5], [20, 32], [27, 8], [30, 3], [4, 3], [11, 7]]	[[15, 5], [5, 16], [6, 13], [20, 23], [9, 21], [9, 31], [10, 38], [13, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
415	[[21, 4], [11, 10], [26, 14], [36, 19], [30, 1], [37, 14], [30, 8], [33, 8], [16, 12], [31, 30], [19, 1], [20, 7], [11, 1], [2, 7], [2, 0], [30, 33], [24, 18], [29, 24], [17, 19], [24, 1], [35, 2], [23, 11], [31, 13], [7, 1], [25, 5], [19, 32], [27, 9], [30, 4], [3, 3], [11, 7]]	[[15, 5], [5, 17], [5, 13], [21, 23], [9, 21], [9, 32], [11, 38], [14, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
416	[[22, 4], [10, 10], [25, 14], [36, 18], [30, 2], [38, 14], [30, 7], [33, 7], [16, 13], [32, 30], [18, 1], [21, 7], [12, 1], [1, 7], [2, 1], [30, 34], [23, 18], [29, 23], [17, 18], [25, 1], [36, 2], [23, 10], [30, 13], [7, 2], [25, 4], [19, 33], [26, 9], [30, 3], [3, 4], [11, 7]]	[[16, 5], [5, 16], [5, 14], [21, 23], [9, 21], [9, 31], [12, 38], [13, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
417	[[23, 4], [11, 10], [24, 14], [35, 18], [30, 1], [38, 15], [30, 8], [33, 6], [17, 13], [33, 30], [19, 1], [20, 7], [12, 2], [1, 6], [3, 1], [29, 34], [24, 18], [30, 23], [17, 19], [25, 0], [35, 2], [22, 10], [30, 14], [7, 3], [25, 3], [20, 33], [27, 9], [30, 2], [2, 4], [11, 7]]	[[16, 4], [5, 17], [5, 15], [21, 23], [9, 22], [10, 31], [12, 38], [13, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
418	[[23, 5], [12, 10], [24, 15], [35, 19], [30, 0], [38, 16], [31, 8], [33, 7], [17, 14], [34, 30], [20, 1], [21, 7], [12, 3], [1, 7], [2, 1], [29, 35], [24, 17], [31, 23], [18, 19], [26, 0], [36, 2], [22, 9], [29, 14], [8, 3], [26, 3], [19, 33], [28, 9], [30, 3], [3, 4], [11, 7]]	[[16, 5], [5, 18], [5, 14], [22, 23], [10, 22], [10, 32], [11, 38], [13, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
419	[[23, 6], [12, 9], [24, 14], [36, 19], [31, 0], [38, 17], [31, 7], [34, 7], [17, 13], [33, 30], [20, 2], [20, 7], [12, 2], [1, 6], [2, 2], [28, 35], [23, 17], [31, 22], [19, 19], [27, 0], [36, 3], [21, 9], [30, 14], [8, 2], [27, 3], [19, 32], [27, 9], [29, 3], [2, 4], [11, 7]]	[[16, 4], [6, 18], [5, 13], [21, 23], [11, 22], [11, 32], [11, 37], [13, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
420	[[23, 5], [12, 8], [24, 13], [35, 19], [31, 1], [39, 17], [31, 6], [34, 6], [16, 13], [33, 30], [20, 1], [19, 7], [12, 1], [2, 6], [2, 1], [28, 34], [22, 17], [31, 23], [18, 19], [26, 0], [36, 4], [21, 10], [31, 14], [7, 2], [26, 3], [19, 31], [27, 8], [30, 3], [2, 3], [11, 7]]	[[16, 5], [7, 18], [5, 13], [21, 24], [11, 23], [11, 33], [11, 38], [14, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
421	[[22, 5], [13, 8], [25, 13], [35, 20], [32, 1], [39, 18], [30, 6], [33, 6], [15, 13], [33, 30], [20, 0], [20, 7], [12, 2], [2, 7], [2, 0], [28, 35], [23, 17], [30, 23], [19, 19], [27, 0], [36, 5], [20, 10], [31, 14], [8, 2], [25, 3], [18, 31], [27, 7], [29, 3], [3, 3], [11, 7]]	[[15, 5], [8, 18], [5, 12], [21, 24], [12, 23], [12, 33], [11, 37], [14, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
422	[[23, 5], [13, 9], [24, 13], [35, 21], [33, 1], [39, 19], [30, 7], [33, 7], [16, 13], [33, 29], [20, 1], [21, 7], [12, 1], [3, 7], [2, 1], [28, 34], [22, 17], [31, 23], [20, 19], [27, 1], [37, 5], [19, 10], [32, 14], [8, 1], [24, 3], [19, 31], [27, 8], [29, 2], [2, 3], [11, 7]]	[[15, 5], [8, 18], [5, 13], [22, 24], [11, 23], [13, 33], [10, 37], [14, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
423	[[22, 5], [12, 9], [24, 12], [34, 21], [33, 2], [38, 19], [30, 8], [34, 7], [17, 13], [33, 30], [21, 1], [21, 7], [12, 2], [3, 8], [1, 1], [29, 34], [23, 17], [32, 23], [19, 19], [26, 1], [38, 5], [19, 11], [31, 14], [8, 2], [25, 3], [19, 32], [26, 8], [30, 2], [2, 4], [11, 7]]	[[14, 5], [8, 18], [5, 12], [22, 25], [12, 23], [13, 33], [9, 37], [14, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
424	[[21, 5], [12, 8], [24, 11], [33, 21], [34, 2], [37, 19], [30, 7], [33, 7], [16, 13], [34, 30], [21, 0], [20, 7], [12, 1], [3, 7], [2, 1], [30, 34], [22, 17], [32, 24], [19, 20], [27, 1], [38, 6], [19, 12], [31, 15], [8, 1], [24, 3], [20, 32], [27, 8], [30, 3], [3, 4], [11, 7]]	[[13, 5], [8, 18], [4, 12], [23, 25], [12, 22], [12, 33], [9, 36], [15, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
425	[[21, 5], [12, 9], [24, 10], [34, 21], [34, 1], [37, 20], [31, 7], [34, 7], [16, 12], [34, 29], [21, 1], [20, 8], [11, 1], [2, 7], [2, 2], [30, 35], [21, 17], [32, 23], [19, 21], [27, 2], [39, 6], [19, 11], [32, 15], [8, 2], [25, 3], [21, 32], [26, 8], [30, 2], [3, 5], [11, 7]]	[[12, 5], [8, 17], [5, 12], [23, 26], [11, 22], [12, 34], [9, 37], [15, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
426	[[22, 5], [12, 8], [23, 10], [33, 21], [35, 1], [38, 20], [30, 7], [34, 8], [16, 11], [33, 29], [20, 1], [19, 8], [12, 1], [1, 7], [2, 1], [30, 34], [21, 16], [31, 23], [18, 21], [26, 2], [39, 7], [19, 10], [33, 15], [7, 2], [25, 2], [22, 32], [26, 9], [31, 2], [3, 6], [11, 7]]	[[12, 4], [9, 17], [4, 12], [23, 26], [11, 22], [12, 35], [10, 37], [15, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
427	[[21, 5], [13, 8], [24, 10], [33, 20], [35, 2], [38, 21], [30, 6], [34, 9], [16, 10], [33, 28], [20, 2], [19, 7], [12, 2], [0, 7], [3, 1], [29, 34], [20, 16], [30, 23], [18, 22], [27, 2], [38, 7], [20, 10], [33, 14], [7, 1], [24, 2], [22, 33], [26, 10], [31, 3], [2, 6], [11, 7]]	[[12, 5], [8, 17], [5, 12], [23, 25], [11, 23], [12, 34], [9, 37], [16, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
428	[[22, 5], [14, 8], [23, 10], [34, 20], [35, 3], [39, 21], [30, 5], [33, 9], [16, 11], [32, 28], [20, 1], [19, 6], [13, 2], [0, 6], [3, 2], [29, 33], [20, 17], [29, 23], [17, 22], [27, 1], [38, 8], [19, 10], [32, 14], [7, 2], [23, 2], [22, 33], [27, 10], [31, 2], [3, 6], [11, 7]]	[[13, 5], [8, 17], [4, 12], [23, 24], [11, 24], [12, 35], [9, 37], [15, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
429	[[22, 6], [15, 8], [23, 11], [35, 20], [34, 3], [38, 21], [30, 4], [33, 9], [15, 11], [31, 28], [20, 2], [18, 6], [13, 1], [0, 5], [2, 2], [30, 33], [21, 17], [29, 24], [16, 22], [26, 1], [38, 9], [19, 11], [33, 14], [8, 2], [23, 3], [22, 34], [28, 10], [32, 2], [3, 5], [11, 7]]	[[13, 5], [7, 17], [3, 12], [23, 25], [11, 25], [11, 35], [9, 37], [16, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
430	[[22, 7], [14, 8], [23, 12], [34, 20], [35, 3], [38, 22], [29, 4], [32, 9], [15, 12], [31, 27], [19, 2], [19, 6], [13, 0], [0, 6], [2, 1], [30, 34], [22, 17], [30, 24], [17, 22], [27, 1], [38, 10], [19, 10], [33, 15], [7, 2], [24, 3], [22, 35], [29, 10], [31, 2], [2, 5], [11, 7]]	[[12, 5], [7, 16], [3, 11], [23, 25], [10, 25], [10, 35], [9, 37], [16, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
431	[[23, 7], [13, 8], [24, 12], [34, 21], [34, 3], [38, 23], [28, 4], [33, 9], [15, 11], [31, 28], [18, 2], [19, 7], [14, 0], [0, 5], [3, 1], [30, 33], [21, 17], [30, 23], [16, 22], [26, 1], [38, 11], [18, 10], [32, 15], [7, 3], [24, 2], [22, 34], [28, 10], [31, 1], [2, 6], [11, 7]]	[[12, 5], [7, 17], [2, 11], [24, 25], [10, 26], [10, 35], [8, 37], [16, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
432	[[23, 8], [13, 9], [24, 11], [33, 21], [34, 2], [38, 24], [28, 5], [33, 8], [15, 10], [31, 29], [19, 2], [20, 7], [15, 0], [0, 4], [3, 0], [30, 32], [22, 17], [29, 23], [16, 21], [27, 1], [38, 12], [19, 10], [31, 15], [6, 3], [25, 2], [21, 34], [27, 10], [31, 0], [2, 5], [11, 7]]	[[12, 5], [6, 17], [2, 11], [25, 25], [9, 26], [9, 35], [8, 38], [16, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
433	[[22, 8], [13, 10], [24, 12], [33, 20], [34, 3], [37, 24], [27, 5], [32, 8], [16, 10], [31, 28], [19, 1], [19, 7], [16, 0], [0, 3], [3, 1], [30, 33], [23, 17], [29, 22], [16, 22], [26, 1], [37, 12], [19, 9], [31, 16], [6, 4], [24, 2], [20, 34], [28, 10], [31, 1], [2, 6], [11, 7]]	[[12, 6], [6, 18], [2, 10], [26, 25], [9, 25], [8, 35], [7, 38], [16, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
434	[[23, 8], [12, 10], [23, 12], [32, 20], [34, 4], [37, 25], [26, 5], [31, 8], [15, 10], [32, 28], [20, 1], [19, 6], [16, 1], [0, 2], [2, 1], [29, 33], [22, 17], [28, 22], [16, 21], [26, 2], [37, 13], [19, 10], [31, 15], [7, 4], [23, 2], [19, 34], [27, 10], [31, 2], [2, 5], [11, 7]]	[[12, 5], [5, 18], [1, 10], [25, 25], [9, 26], [8, 34], [6, 38], [15, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
