timesteps	evaders	pursuers	evader_capture_status
391	[[20, 3], [13, 5], [33, 17], [6, 29], [7, 15], [6, 22], [17, 2], [2, 2], [0, 29], [37, 13], [10, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[7, 29], [21, 3], [28, 11], [13, 18], [37, 12], [1, 28], [0, 27], [0, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
392	[[19, 3], [12, 5], [32, 17], [5, 29], [7, 16], [6, 21], [16, 2], [3, 2], [0, 30], [37, 14], [9, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[6, 29], [20, 3], [28, 10], [12, 18], [37, 13], [1, 29], [0, 28], [0, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
393	[[18, 3], [13, 5], [32, 18], [6, 29], [6, 16], [5, 21], [15, 2], [2, 2], [0, 31], [37, 15], [10, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[5, 29], [19, 3], [28, 10], [11, 18], [37, 14], [1, 30], [0, 29], [0, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
394	[[17, 3], [14, 5], [31, 18], [7, 29], [6, 17], [4, 21], [14, 2], [2, 3], [0, 32], [37, 16], [9, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[6, 29], [18, 3], [28, 10], [10, 18], [37, 15], [1, 31], [0, 30], [0, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
395	[[16, 3], [14, 6], [30, 18], [8, 29], [6, 16], [4, 22], [13, 2], [1, 3], [0, 33], [37, 17], [8, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[7, 29], [17, 3], [28, 9], [9, 18], [37, 16], [1, 32], [0, 31], [0, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
396	[[15, 3], [14, 5], [31, 18], [9, 29], [5, 16], [3, 22], [12, 2], [1, 2], [0, 34], [37, 18], [7, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[8, 29], [16, 3], [28, 8], [8, 18], [37, 17], [1, 33], [0, 32], [0, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
397	[[14, 3], [13, 5], [31, 18], [10, 29], [5, 15], [2, 22], [11, 2], [0, 2], [0, 35], [37, 19], [6, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[9, 29], [15, 3], [28, 7], [7, 18], [37, 18], [1, 34], [0, 33], [0, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
398	[[14, 2], [13, 6], [31, 17], [11, 29], [5, 14], [3, 22], [10, 2], [0, 3], [0, 36], [37, 20], [5, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[10, 29], [14, 3], [29, 7], [6, 18], [37, 19], [1, 35], [0, 34], [0, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
399	[[15, 2], [13, 7], [30, 17], [11, 30], [5, 13], [2, 22], [10, 1], [0, 2], [0, 37], [37, 21], [4, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 29], [14, 2], [29, 6], [5, 18], [37, 20], [2, 35], [0, 35], [0, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
400	[[16, 2], [12, 7], [30, 18], [11, 31], [5, 13], [1, 22], [10, 2], [1, 2], [0, 38], [37, 22], [3, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 30], [15, 2], [28, 6], [4, 18], [37, 21], [2, 36], [0, 36], [0, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
401	[[16, 3], [12, 8], [29, 18], [11, 32], [5, 12], [0, 22], [10, 1], [1, 3], [0, 39], [37, 23], [2, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 31], [15, 3], [29, 6], [3, 18], [37, 22], [3, 36], [0, 37], [0, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
402	[[16, 2], [12, 9], [28, 18], [11, 33], [6, 12], [0, 23], [9, 1], [2, 3], [1, 39], [37, 24], [1, 18], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 32], [16, 3], [30, 6], [2, 18], [37, 23], [4, 36], [0, 38], [0, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
403	[[15, 2], [12, 10], [28, 17], [11, 34], [6, 13], [1, 23], [9, 2], [2, 4], [2, 39], [37, 25], [1, 17], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 33], [16, 2], [31, 6], [1, 18], [37, 24], [5, 36], [1, 38], [1, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
404	[[14, 2], [13, 10], [28, 16], [11, 35], [7, 13], [2, 23], [8, 2], [3, 4], [3, 39], [37, 26], [1, 16], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 34], [15, 2], [30, 6], [1, 17], [37, 25], [5, 35], [2, 38], [2, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
405	[[13, 2], [13, 11], [28, 17], [10, 35], [7, 14], [1, 23], [9, 2], [3, 3], [4, 39], [37, 27], [1, 15], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 35], [14, 2], [31, 6], [1, 16], [37, 26], [6, 35], [3, 38], [3, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
406	[[12, 2], [13, 10], [27, 17], [10, 34], [7, 13], [1, 22], [8, 2], [3, 4], [4, 38], [37, 28], [1, 14], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[10, 35], [13, 2], [31, 5], [1, 15], [37, 27], [7, 35], [3, 39], [4, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
407	[[11, 2], [13, 9], [27, 18], [10, 33], [6, 13], [2, 22], [8, 3], [2, 4], [4, 37], [37, 29], [1, 13], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[10, 34], [12, 2], [31, 6], [1, 14], [37, 28], [7, 34], [3, 38], [4, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
408	[[11, 1], [12, 9], [26, 18], [11, 33], [6, 12], [2, 21], [7, 3], [3, 4], [4, 36], [37, 30], [1, 12], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[10, 33], [11, 2], [30, 6], [1, 13], [37, 29], [7, 33], [3, 37], [4, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
409	[[11, 0], [12, 8], [26, 17], [12, 33], [7, 12], [3, 21], [6, 3], [3, 3], [4, 35], [37, 31], [1, 11], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[11, 33], [11, 1], [31, 6], [1, 12], [37, 30], [6, 33], [3, 36], [4, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
410	[[10, 0], [11, 8], [26, 18], [13, 33], [8, 12], [2, 21], [7, 3], [2, 3], [4, 34], [37, 32], [1, 10], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13]]	[[12, 33], [10, 1], [32, 6], [1, 11], [37, 31], [5, 33], [3, 35], [4, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
411	[[11, 0], [12, 8], [27, 18], [14, 33], [9, 12], [2, 20], [6, 3], [2, 2], [37, 33], [1, 9], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[13, 33], [10, 0], [32, 7], [1, 10], [37, 32], [4, 33], [3, 34], [4, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
412	[[11, 1], [12, 9], [26, 18], [15, 33], [8, 12], [3, 20], [6, 4], [1, 2], [37, 34], [1, 8], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[14, 33], [11, 0], [33, 7], [1, 9], [37, 33], [4, 32], [2, 34], [5, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
413	[[11, 2], [12, 8], [27, 18], [16, 33], [7, 12], [3, 19], [7, 4], [2, 2], [37, 35], [1, 7], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[15, 33], [11, 1], [33, 8], [1, 8], [37, 34], [4, 31], [1, 34], [6, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
414	[[11, 3], [13, 8], [26, 18], [17, 33], [7, 11], [2, 19], [8, 4], [2, 3], [36, 35], [1, 6], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[16, 33], [11, 2], [32, 8], [1, 7], [37, 35], [5, 31], [0, 34], [6, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
415	[[11, 4], [13, 9], [26, 17], [18, 33], [7, 10], [3, 19], [7, 4], [2, 2], [35, 35], [1, 5], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[17, 33], [11, 3], [32, 9], [1, 6], [36, 35], [5, 30], [0, 35], [6, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
416	[[11, 5], [13, 10], [26, 16], [18, 34], [7, 11], [2, 19], [7, 3], [2, 1], [34, 35], [0, 5], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[18, 33], [11, 4], [31, 9], [1, 5], [35, 35], [6, 30], [0, 36], [7, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
417	[[11, 6], [13, 11], [27, 16], [18, 35], [7, 10], [1, 19], [6, 3], [3, 1], [33, 35], [0, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[18, 34], [11, 5], [31, 10], [0, 5], [34, 35], [6, 29], [1, 36], [6, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
418	[[10, 6], [12, 11], [28, 16], [18, 36], [7, 9], [2, 19], [5, 3], [3, 0], [32, 35], [0, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[18, 35], [11, 6], [32, 10], [1, 5], [33, 35], [6, 30], [1, 35], [7, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
419	[[9, 6], [12, 12], [27, 16], [17, 36], [7, 10], [2, 20], [5, 2], [4, 0], [31, 35], [0, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[18, 36], [10, 6], [31, 10], [1, 4], [32, 35], [5, 30], [1, 34], [7, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
420	[[8, 6], [12, 11], [26, 16], [16, 36], [6, 10], [3, 20], [6, 2], [5, 0], [30, 35], [0, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[17, 36], [9, 6], [32, 10], [1, 3], [31, 35], [5, 29], [1, 33], [8, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
421	[[7, 6], [12, 12], [26, 15], [15, 36], [5, 10], [2, 20], [7, 2], [6, 0], [29, 35], [0, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[16, 36], [8, 6], [31, 10], [1, 2], [30, 35], [6, 29], [0, 33], [9, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
422	[[6, 6], [12, 12], [25, 15], [14, 36], [5, 11], [1, 20], [7, 1], [6, 1], [28, 35], [1, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[15, 36], [7, 6], [31, 9], [2, 2], [29, 35], [5, 29], [1, 33], [10, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
423	[[5, 6], [11, 12], [25, 14], [14, 35], [4, 11], [2, 20], [7, 2], [6, 0], [27, 35], [2, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[14, 36], [6, 6], [31, 10], [3, 2], [28, 35], [6, 29], [1, 32], [10, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
424	[[4, 6], [12, 12], [25, 13], [14, 34], [3, 11], [1, 20], [8, 2], [7, 0], [26, 35], [1, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[14, 35], [5, 6], [32, 10], [4, 2], [27, 35], [7, 29], [1, 31], [11, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
425	[[3, 6], [12, 11], [25, 14], [15, 34], [3, 12], [2, 20], [9, 2], [7, 1], [25, 35], [0, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[14, 34], [4, 6], [32, 9], [5, 2], [26, 35], [8, 29], [2, 31], [12, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
426	[[2, 6], [12, 10], [24, 14], [15, 33], [3, 13], [3, 20], [10, 2], [7, 0], [25, 34], [0, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[15, 34], [3, 6], [32, 10], [6, 2], [25, 35], [8, 28], [2, 30], [12, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
427	[[1, 6], [12, 11], [24, 13], [15, 32], [3, 14], [2, 20], [10, 1], [8, 0], [25, 33], [1, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[15, 33], [2, 6], [31, 10], [7, 2], [25, 34], [8, 27], [1, 30], [13, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
428	[[0, 6], [12, 10], [24, 12], [15, 31], [2, 14], [2, 19], [11, 1], [9, 0], [24, 33], [2, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[16, 33], [1, 6], [30, 10], [8, 2], [25, 33], [9, 27], [2, 30], [13, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
429	[[0, 5], [12, 9], [24, 12], [16, 31], [1, 14], [1, 19], [11, 2], [9, 1], [24, 32], [3, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[16, 32], [0, 6], [30, 9], [9, 2], [24, 33], [9, 26], [1, 30], [14, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
430	[[0, 4], [12, 10], [25, 12], [16, 30], [1, 13], [1, 20], [12, 2], [9, 0], [24, 31], [2, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[17, 32], [0, 5], [31, 9], [10, 2], [24, 32], [9, 25], [1, 31], [14, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
431	[[0, 3], [12, 11], [25, 12], [16, 29], [1, 12], [2, 20], [13, 2], [10, 0], [24, 30], [3, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[17, 31], [0, 4], [31, 8], [11, 2], [24, 31], [10, 25], [2, 31], [15, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
432	[[0, 2], [11, 11], [24, 12], [16, 28], [2, 12], [2, 19], [14, 2], [9, 0], [23, 30], [3, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12], [38, 39], [7, 21], [11, 7], [0, 4], [24, 13], [3, 34]]	[[18, 31], [0, 3], [31, 9], [12, 2], [24, 30], [11, 25], [2, 32], [14, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
