timesteps	evaders	pursuers	evader_capture_status
131	[[30, 10], [13, 13], [15, 8], [15, 2], [3, 10], [18, 23], [9, 2], [29, 2], [24, 11], [32, 17], [23, 26], [3, 2], [20, 0], [22, 3], [0, 36], [22, 33], [25, 15], [7, 31], [18, 14], [25, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[20, 11], [21, 5], [0, 35], [5, 10], [38, 39], [18, 21], [0, 34], [18, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
132	[[30, 9], [12, 13], [14, 8], [16, 2], [2, 10], [17, 23], [8, 2], [30, 2], [25, 11], [33, 17], [23, 27], [2, 2], [19, 0], [21, 3], [0, 37], [23, 33], [26, 15], [7, 32], [18, 15], [26, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[20, 12], [21, 4], [0, 36], [4, 10], [37, 39], [18, 22], [0, 35], [17, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
133	[[30, 10], [12, 14], [14, 7], [15, 2], [1, 10], [17, 24], [7, 2], [30, 1], [24, 11], [33, 17], [24, 27], [3, 2], [18, 0], [21, 2], [0, 38], [24, 33], [25, 15], [8, 32], [17, 15], [27, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[21, 12], [21, 3], [0, 37], [3, 10], [37, 38], [18, 23], [0, 36], [16, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
134	[[31, 10], [11, 14], [14, 7], [15, 1], [0, 10], [16, 24], [8, 2], [30, 2], [24, 10], [34, 17], [23, 27], [2, 2], [18, 1], [21, 3], [0, 39], [24, 34], [26, 15], [8, 33], [18, 15], [26, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[21, 13], [21, 2], [0, 38], [2, 10], [38, 38], [17, 23], [0, 37], [15, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
135	[[30, 10], [10, 14], [13, 7], [14, 1], [0, 9], [15, 24], [9, 2], [31, 2], [24, 9], [35, 17], [22, 27], [1, 2], [18, 0], [20, 3], [1, 39], [23, 34], [27, 15], [7, 33], [17, 15], [27, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[22, 13], [21, 3], [0, 39], [1, 10], [38, 39], [16, 23], [0, 38], [16, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
136	[[29, 10], [10, 13], [13, 6], [14, 2], [0, 8], [14, 24], [9, 1], [32, 2], [24, 9], [34, 17], [21, 27], [1, 1], [18, 1], [19, 3], [2, 39], [23, 34], [28, 15], [7, 32], [18, 15], [27, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[23, 13], [20, 3], [1, 39], [1, 9], [37, 39], [15, 23], [1, 38], [16, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
137	[[29, 9], [10, 14], [13, 5], [15, 2], [0, 7], [13, 24], [9, 2], [33, 2], [24, 8], [35, 17], [21, 27], [1, 2], [17, 1], [19, 2], [3, 39], [24, 34], [29, 15], [6, 32], [18, 16], [28, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[23, 12], [19, 3], [2, 39], [0, 9], [36, 39], [14, 23], [2, 38], [17, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
138	[[29, 8], [10, 15], [12, 5], [14, 2], [0, 6], [12, 24], [8, 2], [32, 2], [24, 7], [35, 18], [22, 27], [2, 2], [16, 1], [20, 2], [4, 39], [24, 33], [29, 16], [5, 32], [18, 17], [28, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[24, 12], [19, 2], [3, 39], [0, 8], [36, 38], [14, 24], [3, 38], [17, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
139	[[30, 8], [10, 14], [12, 4], [13, 2], [0, 5], [11, 24], [8, 3], [32, 3], [24, 8], [35, 19], [21, 27], [2, 1], [15, 1], [21, 2], [5, 39], [24, 34], [30, 16], [5, 33], [19, 17], [29, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 12], [20, 2], [4, 39], [0, 7], [36, 37], [13, 24], [4, 38], [17, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
140	[[31, 8], [10, 13], [13, 4], [14, 2], [0, 4], [10, 24], [7, 3], [33, 3], [24, 7], [34, 19], [21, 26], [3, 1], [15, 0], [22, 2], [6, 39], [25, 34], [30, 15], [4, 33], [20, 17], [29, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 11], [21, 2], [5, 39], [0, 6], [36, 38], [12, 24], [5, 38], [17, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
141	[[31, 9], [10, 14], [13, 5], [15, 2], [0, 3], [9, 24], [7, 4], [33, 2], [25, 7], [33, 19], [21, 25], [3, 2], [16, 0], [22, 3], [7, 39], [26, 34], [29, 15], [3, 33], [20, 18], [28, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 10], [22, 2], [6, 39], [0, 5], [35, 38], [11, 24], [6, 38], [18, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
142	[[30, 9], [10, 13], [12, 5], [15, 3], [0, 2], [8, 24], [7, 3], [34, 2], [25, 6], [33, 20], [21, 26], [4, 2], [17, 0], [21, 3], [8, 39], [26, 33], [29, 16], [3, 32], [21, 18], [28, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 9], [22, 3], [7, 39], [0, 4], [35, 37], [10, 24], [7, 38], [18, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
143	[[31, 9], [9, 13], [12, 4], [14, 3], [0, 1], [7, 24], [7, 4], [33, 2], [26, 6], [33, 21], [21, 27], [4, 1], [16, 0], [20, 3], [9, 39], [26, 32], [29, 17], [2, 32], [21, 18], [28, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 8], [21, 3], [8, 39], [0, 3], [35, 36], [9, 24], [8, 38], [18, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
144	[[31, 9], [8, 13], [12, 3], [14, 2], [0, 0], [6, 24], [6, 4], [33, 3], [26, 7], [33, 22], [21, 26], [5, 1], [16, 1], [19, 3], [10, 39], [25, 32], [29, 18], [3, 32], [22, 18], [29, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 7], [20, 3], [9, 39], [0, 2], [35, 35], [8, 24], [8, 39], [19, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
145	[[31, 10], [9, 13], [11, 3], [14, 1], [1, 0], [5, 24], [5, 4], [33, 2], [26, 8], [33, 23], [21, 25], [6, 1], [16, 0], [18, 3], [11, 39], [26, 32], [29, 17], [3, 31], [22, 18], [29, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[26, 7], [19, 3], [10, 39], [0, 1], [34, 35], [7, 24], [9, 39], [20, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
146	[[32, 10], [10, 13], [10, 3], [14, 2], [2, 0], [4, 24], [6, 4], [34, 2], [25, 8], [32, 23], [21, 26], [7, 1], [17, 0], [17, 3], [12, 39], [27, 32], [29, 18], [2, 31], [23, 18], [28, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[26, 8], [18, 3], [11, 39], [1, 1], [35, 35], [6, 24], [10, 39], [21, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
147	[[32, 11], [9, 13], [9, 3], [13, 2], [3, 0], [3, 24], [7, 4], [34, 1], [25, 9], [33, 23], [21, 25], [7, 2], [16, 0], [16, 3], [13, 39], [26, 32], [28, 18], [2, 30], [24, 18], [29, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 8], [17, 3], [12, 39], [2, 1], [35, 34], [5, 24], [11, 39], [22, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
148	[[32, 10], [8, 13], [9, 2], [12, 2], [4, 0], [2, 24], [7, 5], [35, 1], [25, 10], [32, 23], [22, 25], [7, 1], [15, 0], [16, 4], [14, 39], [27, 32], [28, 17], [2, 29], [24, 19], [28, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 9], [16, 3], [13, 39], [3, 1], [35, 33], [4, 24], [12, 39], [23, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
149	[[32, 11], [8, 14], [9, 3], [11, 2], [5, 0], [1, 24], [7, 6], [35, 2], [25, 11], [32, 24], [21, 25], [8, 1], [14, 0], [16, 5], [15, 39], [26, 32], [29, 17], [2, 28], [24, 20], [29, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 10], [16, 4], [14, 39], [4, 1], [34, 33], [3, 24], [13, 39], [24, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
150	[[32, 12], [8, 15], [9, 4], [12, 2], [6, 0], [0, 24], [7, 7], [35, 1], [25, 12], [33, 24], [21, 26], [8, 0], [14, 1], [16, 6], [16, 39], [25, 32], [29, 16], [2, 29], [24, 21], [30, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 11], [16, 5], [15, 39], [5, 1], [35, 33], [2, 24], [14, 39], [24, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
151	[[32, 13], [8, 16], [10, 4], [12, 3], [7, 0], [0, 23], [8, 7], [36, 1], [25, 13], [33, 25], [21, 27], [9, 0], [15, 1], [16, 7], [17, 39], [25, 31], [29, 17], [2, 30], [24, 22], [31, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 12], [16, 6], [16, 39], [6, 1], [35, 32], [1, 24], [15, 39], [24, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
152	[[33, 13], [8, 15], [11, 4], [11, 3], [8, 0], [0, 22], [8, 8], [36, 2], [25, 14], [33, 24], [20, 27], [10, 0], [16, 1], [15, 7], [17, 38], [25, 32], [29, 18], [1, 30], [24, 23], [31, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 13], [16, 7], [17, 39], [7, 1], [34, 32], [1, 23], [16, 39], [24, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
153	[[32, 13], [8, 15], [11, 5], [11, 2], [9, 0], [0, 21], [7, 8], [36, 3], [24, 14], [34, 24], [20, 26], [11, 0], [17, 1], [14, 7], [17, 37], [24, 32], [29, 19], [1, 29], [24, 24], [31, 0], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[25, 14], [15, 7], [17, 38], [8, 1], [34, 31], [1, 22], [16, 38], [24, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
154	[[32, 14], [8, 14], [12, 5], [12, 2], [8, 0], [0, 20], [6, 8], [35, 3], [23, 14], [34, 23], [19, 26], [12, 0], [17, 0], [13, 7], [17, 36], [24, 33], [30, 19], [1, 28], [24, 25], [31, 1], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[24, 14], [14, 7], [17, 37], [9, 1], [35, 31], [1, 21], [16, 37], [24, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
155	[[32, 15], [9, 14], [11, 5], [12, 3], [7, 0], [0, 19], [6, 9], [34, 3], [22, 14], [33, 23], [19, 25], [13, 0], [18, 0], [12, 7], [17, 35], [25, 33], [30, 18], [0, 28], [24, 26], [31, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[23, 14], [13, 7], [17, 36], [10, 1], [35, 30], [0, 21], [16, 36], [24, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
156	[[32, 16], [9, 15], [10, 5], [12, 2], [6, 0], [0, 18], [6, 8], [34, 2], [21, 14], [34, 23], [18, 25], [14, 0], [18, 1], [11, 7], [17, 34], [25, 32], [30, 19], [0, 27], [23, 26], [30, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[22, 14], [12, 7], [17, 35], [10, 2], [35, 29], [0, 20], [16, 35], [24, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
157	[[32, 15], [8, 15], [9, 5], [13, 2], [6, 1], [0, 17], [5, 8], [34, 1], [20, 14], [35, 23], [18, 24], [15, 0], [18, 2], [11, 8], [17, 33], [25, 33], [30, 19], [0, 26], [23, 27], [29, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39]]	[[21, 14], [11, 7], [17, 34], [11, 2], [35, 28], [0, 19], [16, 34], [23, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
158	[[32, 14], [7, 15], [8, 5], [14, 2], [5, 1], [0, 16], [4, 8], [34, 2], [34, 23], [17, 24], [15, 1], [19, 2], [11, 9], [18, 33], [25, 34], [31, 19], [1, 26], [23, 28], [29, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[20, 14], [10, 7], [17, 33], [12, 2], [35, 27], [0, 18], [17, 34], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
159	[[33, 14], [7, 14], [7, 5], [14, 3], [5, 0], [0, 15], [4, 7], [33, 2], [33, 23], [18, 24], [16, 1], [19, 3], [11, 10], [19, 33], [24, 34], [31, 20], [1, 25], [23, 29], [28, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[20, 13], [10, 8], [18, 33], [13, 2], [35, 26], [0, 17], [18, 34], [23, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
160	[[34, 14], [8, 14], [7, 4], [14, 4], [5, 1], [0, 14], [4, 8], [33, 1], [33, 22], [17, 24], [17, 1], [18, 3], [12, 10], [20, 33], [24, 35], [30, 20], [2, 25], [24, 29], [27, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[19, 13], [10, 9], [19, 33], [14, 2], [35, 25], [0, 16], [19, 34], [23, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
161	[[34, 13], [8, 15], [8, 4], [14, 5], [5, 2], [0, 13], [3, 8], [33, 2], [33, 23], [18, 24], [18, 1], [19, 3], [13, 10], [21, 33], [24, 34], [30, 21], [2, 24], [25, 29], [27, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 13], [11, 9], [20, 33], [14, 3], [34, 25], [0, 15], [20, 34], [24, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
162	[[34, 14], [8, 14], [9, 4], [14, 6], [4, 2], [0, 12], [2, 8], [33, 1], [32, 23], [17, 24], [18, 0], [20, 3], [12, 10], [22, 33], [25, 34], [30, 20], [2, 23], [26, 29], [28, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 12], [12, 9], [21, 33], [14, 4], [34, 24], [0, 14], [21, 34], [24, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
163	[[33, 14], [7, 14], [9, 3], [15, 6], [3, 2], [0, 11], [2, 9], [34, 1], [31, 23], [17, 23], [19, 0], [20, 4], [12, 11], [23, 33], [26, 34], [30, 19], [2, 22], [27, 29], [27, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 11], [12, 10], [22, 33], [14, 5], [33, 24], [0, 13], [22, 34], [25, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
164	[[32, 14], [7, 15], [9, 2], [16, 6], [2, 2], [0, 10], [2, 8], [34, 2], [30, 23], [17, 22], [19, 1], [20, 3], [11, 11], [24, 33], [27, 34], [30, 18], [3, 22], [28, 29], [27, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 10], [12, 11], [23, 33], [15, 5], [32, 24], [0, 12], [23, 34], [26, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
165	[[32, 13], [6, 15], [10, 2], [17, 6], [2, 3], [0, 9], [2, 7], [35, 2], [29, 23], [17, 21], [19, 2], [21, 3], [10, 11], [24, 32], [28, 34], [31, 18], [2, 22], [29, 29], [26, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[19, 10], [11, 11], [24, 33], [16, 5], [31, 24], [0, 11], [24, 34], [27, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
166	[[33, 13], [5, 15], [10, 3], [17, 7], [2, 2], [0, 8], [2, 6], [34, 2], [28, 23], [17, 20], [18, 2], [22, 3], [10, 10], [24, 31], [29, 34], [31, 17], [3, 22], [30, 29], [26, 2], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 10], [10, 11], [24, 32], [17, 5], [31, 25], [0, 10], [24, 33], [28, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
167	[[34, 13], [5, 14], [11, 3], [16, 7], [1, 2], [0, 7], [3, 6], [35, 2], [28, 22], [18, 20], [18, 1], [23, 3], [10, 9], [23, 31], [29, 35], [31, 18], [2, 22], [31, 29], [26, 3], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 9], [9, 11], [24, 31], [17, 6], [31, 26], [0, 9], [24, 32], [29, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
168	[[33, 13], [5, 13], [12, 3], [15, 7], [0, 2], [0, 6], [4, 6], [34, 2], [27, 22], [19, 20], [19, 1], [22, 3], [10, 8], [22, 31], [29, 34], [32, 18], [1, 22], [32, 29], [26, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[17, 9], [9, 10], [23, 31], [16, 6], [31, 27], [0, 8], [23, 32], [30, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
169	[[32, 13], [5, 14], [11, 3], [14, 7], [1, 2], [0, 5], [3, 6], [35, 2], [28, 22], [18, 20], [20, 1], [21, 3], [10, 7], [22, 30], [28, 34], [32, 17], [1, 21], [33, 29], [27, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[17, 8], [9, 9], [22, 31], [15, 6], [31, 28], [1, 8], [22, 32], [31, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
170	[[31, 13], [5, 13], [11, 2], [13, 7], [2, 2], [1, 5], [3, 7], [35, 3], [27, 22], [17, 20], [19, 1], [21, 4], [9, 7], [22, 29], [29, 34], [32, 18], [1, 20], [33, 30], [28, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[17, 9], [10, 9], [22, 30], [14, 6], [32, 28], [1, 7], [22, 31], [32, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
171	[[31, 12], [4, 13], [11, 1], [12, 7], [2, 1], [1, 4], [4, 7], [34, 3], [28, 22], [16, 20], [20, 1], [22, 4], [9, 6], [22, 28], [29, 35], [32, 19], [1, 19], [33, 31], [29, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[17, 8], [10, 8], [22, 29], [13, 6], [32, 29], [1, 6], [22, 30], [32, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
172	[[30, 12], [3, 13], [10, 1], [12, 8], [3, 1], [1, 3], [4, 8], [34, 2], [28, 21], [16, 19], [20, 2], [23, 4], [9, 5], [22, 27], [28, 35], [33, 19], [1, 18], [34, 31], [30, 4], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14]]	[[18, 8], [10, 7], [22, 28], [12, 6], [33, 29], [1, 5], [22, 29], [32, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
