timesteps	evaders	pursuers
47	[[3, 12], [20, 23], [13, 7], [36, 3], [2, 23], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[20, 33], [35, 35], [11, 31], [24, 11], [6, 10], [36, 4], [23, 38], [5, 27], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [35, 3], [18, 23], [24, 38], [5, 11], [3, 33], [13, 37], [24, 36], [3, 23], [19, 23], [6, 12], [13, 8], [7, 11], [32, 38], [31, 34], [3, 20], [28, 39], [2, 22], [33, 20], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 24]]
48	[[2, 12], [20, 23], [14, 7], [37, 3], [2, 24], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[19, 33], [35, 36], [11, 30], [24, 11], [6, 10], [37, 4], [23, 38], [4, 27], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [36, 3], [18, 24], [24, 38], [5, 11], [3, 32], [12, 37], [23, 36], [3, 24], [19, 23], [6, 12], [14, 8], [7, 11], [31, 38], [31, 33], [3, 21], [28, 39], [2, 23], [33, 19], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 23]]
49	[[2, 13], [20, 23], [15, 7], [38, 3], [1, 24], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[19, 32], [35, 37], [11, 29], [24, 11], [6, 10], [38, 4], [23, 38], [3, 27], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [37, 3], [18, 23], [24, 38], [5, 11], [4, 32], [11, 37], [23, 37], [2, 24], [19, 23], [6, 12], [15, 8], [7, 11], [30, 38], [31, 32], [3, 22], [28, 39], [1, 23], [33, 18], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 22]]
50	[[2, 12], [20, 23], [14, 7], [39, 3], [1, 25], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[19, 31], [34, 37], [11, 28], [24, 11], [6, 10], [39, 4], [23, 38], [3, 26], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 3], [18, 24], [24, 38], [5, 11], [5, 32], [10, 37], [22, 37], [2, 25], [19, 23], [6, 12], [15, 7], [7, 11], [30, 37], [31, 31], [3, 23], [28, 39], [1, 24], [33, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 21]]
51	[[3, 12], [20, 23], [13, 7], [39, 2], [1, 26], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[19, 30], [34, 36], [11, 27], [24, 11], [6, 10], [39, 3], [23, 38], [3, 26], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 2], [18, 23], [24, 38], [5, 11], [5, 31], [10, 36], [21, 37], [2, 26], [19, 23], [6, 12], [14, 7], [7, 11], [29, 37], [31, 30], [3, 24], [28, 39], [1, 25], [33, 16], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 20]]
52	[[2, 12], [20, 23], [12, 7], [39, 1], [1, 27], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[19, 29], [34, 35], [11, 26], [24, 11], [6, 10], [39, 2], [23, 38], [3, 27], [1, 21], [25, 10], [8, 9], [26, 11], [20, 24], [38, 1], [18, 24], [24, 38], [5, 11], [5, 30], [10, 35], [20, 37], [2, 27], [19, 23], [6, 12], [13, 7], [7, 11], [28, 37], [31, 29], [2, 24], [28, 39], [1, 26], [33, 15], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 19]]
53	[[1, 12], [20, 23], [12, 8], [39, 0], [1, 28], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[20, 29], [33, 35], [11, 25], [24, 11], [6, 10], [39, 1], [23, 38], [3, 28], [1, 21], [25, 10], [9, 9], [26, 11], [20, 24], [38, 0], [17, 24], [24, 38], [5, 11], [4, 30], [10, 34], [19, 37], [2, 28], [19, 23], [6, 12], [13, 8], [7, 11], [27, 37], [31, 28], [1, 24], [28, 39], [1, 27], [33, 14], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 18]]
54	[[0, 12], [20, 23], [11, 8], [39, 0], [1, 29], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[21, 29], [32, 35], [11, 24], [24, 11], [6, 10], [39, 1], [23, 38], [3, 29], [1, 21], [25, 10], [9, 8], [26, 11], [20, 24], [38, 0], [17, 23], [24, 38], [5, 11], [3, 30], [10, 33], [18, 37], [2, 29], [19, 23], [6, 12], [12, 8], [7, 11], [26, 37], [31, 27], [1, 25], [28, 39], [1, 28], [33, 13], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 17]]
55	[[1, 12], [20, 23], [11, 7], [39, 0], [1, 30], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[22, 29], [32, 34], [11, 23], [24, 11], [6, 10], [39, 1], [23, 38], [3, 28], [1, 21], [25, 10], [10, 8], [26, 11], [20, 24], [38, 0], [17, 22], [24, 38], [5, 11], [3, 30], [10, 32], [17, 37], [2, 30], [19, 23], [6, 12], [12, 7], [7, 11], [26, 36], [31, 26], [1, 26], [28, 39], [1, 29], [33, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [28, 17]]
56	[[1, 13], [20, 23], [11, 8], [39, 0], [1, 31], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[23, 29], [32, 33], [11, 22], [24, 11], [6, 10], [39, 1], [23, 38], [2, 28], [1, 21], [25, 10], [10, 8], [26, 11], [20, 24], [38, 0], [17, 21], [24, 38], [5, 11], [3, 31], [10, 31], [16, 37], [2, 31], [19, 23], [6, 12], [13, 7], [7, 11], [25, 36], [31, 25], [1, 27], [28, 39], [1, 30], [34, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [29, 17]]
57	[[0, 13], [20, 23], [12, 8], [39, 0], [0, 31], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[24, 29], [32, 32], [11, 21], [24, 11], [6, 10], [39, 1], [23, 38], [2, 29], [1, 21], [25, 10], [11, 8], [26, 11], [20, 24], [38, 0], [18, 21], [24, 38], [5, 11], [3, 32], [10, 30], [15, 37], [1, 31], [19, 23], [6, 12], [13, 8], [7, 11], [24, 36], [31, 24], [0, 27], [28, 39], [0, 30], [35, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [30, 17]]
58	[[0, 12], [20, 23], [12, 7], [39, 0], [0, 32], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[25, 29], [32, 31], [11, 20], [24, 11], [6, 10], [39, 1], [23, 38], [2, 30], [1, 21], [25, 10], [11, 7], [26, 11], [20, 24], [38, 0], [18, 20], [24, 38], [5, 11], [3, 33], [10, 29], [14, 37], [1, 32], [19, 23], [6, 12], [13, 7], [7, 11], [23, 36], [31, 23], [0, 28], [28, 39], [0, 31], [36, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [31, 17]]
59	[[0, 13], [20, 23], [12, 8], [39, 0], [0, 33], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[26, 29], [33, 31], [11, 19], [24, 11], [6, 10], [39, 1], [23, 38], [2, 31], [1, 21], [25, 10], [12, 7], [26, 11], [20, 24], [38, 0], [18, 19], [24, 38], [5, 11], [3, 34], [10, 28], [13, 37], [1, 33], [19, 23], [6, 12], [13, 8], [7, 11], [22, 36], [31, 22], [0, 29], [28, 39], [0, 32], [37, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [32, 17]]
60	[[1, 13], [20, 23], [12, 9], [39, 0], [0, 34], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[26, 28], [33, 30], [11, 18], [24, 11], [6, 10], [39, 1], [23, 38], [2, 32], [1, 21], [25, 10], [12, 8], [26, 11], [20, 24], [38, 0], [18, 18], [24, 38], [5, 11], [3, 35], [10, 27], [12, 37], [1, 34], [19, 23], [6, 12], [13, 9], [7, 11], [21, 36], [32, 22], [0, 30], [28, 39], [0, 33], [38, 12], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [33, 17]]
61	[[2, 13], [20, 23], [11, 9], [39, 0], [0, 35], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 28], [33, 29], [11, 17], [24, 11], [6, 10], [39, 1], [23, 38], [2, 33], [1, 21], [25, 10], [11, 8], [26, 11], [20, 24], [38, 0], [18, 17], [24, 38], [5, 11], [3, 36], [10, 26], [11, 37], [1, 35], [19, 23], [6, 12], [12, 9], [7, 11], [20, 36], [33, 22], [0, 31], [28, 39], [0, 34], [38, 13], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 38], [34, 17]]
62	[[2, 14], [20, 23], [10, 9], [39, 0], [0, 36], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 27], [33, 28], [12, 17], [24, 11], [6, 10], [39, 1], [23, 38], [2, 34], [1, 21], [25, 10], [10, 8], [26, 11], [20, 24], [38, 0], [18, 16], [24, 38], [5, 11], [3, 37], [10, 25], [10, 37], [1, 36], [19, 23], [6, 12], [11, 9], [7, 11], [19, 36], [34, 22], [0, 32], [27, 39], [0, 35], [39, 13], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [35, 17]]
63	[[1, 14], [20, 23], [10, 10], [39, 0], [0, 37], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 26], [33, 27], [12, 16], [24, 11], [6, 10], [39, 1], [23, 38], [2, 35], [1, 21], [25, 10], [10, 9], [26, 11], [20, 24], [38, 0], [18, 15], [24, 38], [5, 11], [3, 38], [10, 24], [9, 37], [1, 37], [19, 23], [6, 12], [11, 10], [7, 11], [18, 36], [35, 22], [0, 33], [26, 39], [0, 36], [39, 14], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [35, 18]]
64	[[1, 13], [20, 23], [9, 10], [39, 0], [0, 38], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 25], [34, 27], [13, 16], [24, 11], [6, 10], [39, 1], [23, 38], [2, 36], [1, 21], [25, 10], [9, 9], [26, 11], [20, 24], [38, 0], [18, 14], [24, 38], [5, 11], [3, 39], [10, 23], [8, 37], [1, 38], [19, 23], [6, 12], [10, 10], [7, 11], [17, 36], [35, 23], [0, 34], [27, 39], [0, 37], [39, 15], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 18]]
65	[[1, 14], [20, 23], [8, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 24], [35, 27], [13, 17], [24, 11], [6, 10], [39, 1], [23, 38], [2, 37], [1, 21], [25, 10], [8, 9], [26, 11], [20, 24], [38, 0], [19, 14], [24, 38], [5, 11], [2, 39], [10, 22], [7, 37], [1, 39], [19, 23], [6, 12], [9, 10], [7, 11], [16, 36], [35, 24], [0, 35], [26, 39], [0, 38], [39, 16], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 19]]
66	[[1, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 23], [35, 28], [13, 16], [24, 11], [6, 10], [39, 1], [23, 38], [2, 36], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [19, 15], [24, 38], [5, 11], [2, 39], [11, 22], [7, 36], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [15, 36], [35, 25], [0, 34], [27, 39], [0, 38], [39, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 20]]
67	[[2, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 22], [35, 29], [13, 15], [24, 11], [6, 10], [39, 1], [23, 38], [1, 36], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [19, 16], [24, 38], [5, 11], [2, 39], [11, 21], [7, 35], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 36], [35, 26], [0, 33], [26, 39], [0, 38], [39, 18], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 21]]
68	[[2, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 21], [35, 30], [14, 15], [24, 11], [6, 10], [39, 1], [23, 38], [0, 36], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [20, 16], [24, 38], [5, 11], [2, 39], [11, 20], [6, 35], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [13, 36], [35, 27], [0, 32], [27, 39], [0, 38], [39, 19], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 22]]
69	[[1, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 20], [35, 31], [14, 14], [24, 11], [6, 10], [39, 1], [23, 38], [0, 35], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 16], [24, 38], [5, 11], [2, 39], [12, 20], [6, 34], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 36], [35, 28], [0, 31], [26, 39], [0, 38], [39, 20], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 23]]
70	[[1, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 19], [35, 32], [14, 13], [24, 11], [6, 10], [39, 1], [23, 38], [0, 34], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 15], [24, 38], [5, 11], [2, 39], [12, 19], [7, 34], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [11, 36], [35, 29], [0, 30], [27, 39], [0, 38], [39, 21], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 24]]
71	[[2, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 18], [35, 33], [14, 12], [24, 11], [6, 10], [39, 1], [23, 38], [1, 34], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 14], [24, 38], [5, 11], [2, 39], [12, 18], [7, 33], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [11, 37], [35, 30], [0, 29], [26, 39], [0, 38], [39, 22], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 25]]
72	[[2, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 17], [35, 34], [14, 11], [24, 11], [6, 10], [39, 1], [23, 38], [2, 34], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 13], [24, 38], [5, 11], [2, 39], [12, 17], [7, 32], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [10, 37], [35, 31], [0, 28], [27, 39], [0, 38], [39, 23], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 26]]
73	[[3, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[28, 17], [35, 35], [14, 10], [24, 11], [6, 10], [39, 1], [23, 38], [1, 34], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 12], [24, 38], [5, 11], [2, 39], [12, 16], [7, 31], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [9, 37], [35, 32], [0, 27], [26, 39], [0, 38], [39, 24], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 27]]
74	[[4, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[29, 17], [34, 35], [14, 9], [24, 11], [6, 10], [39, 1], [23, 38], [1, 33], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [21, 11], [24, 38], [5, 11], [2, 39], [13, 16], [7, 30], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 37], [35, 33], [1, 27], [27, 39], [0, 38], [39, 25], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 28]]
75	[[4, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[30, 17], [33, 35], [14, 8], [24, 11], [6, 10], [39, 1], [23, 38], [1, 32], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [22, 11], [24, 38], [5, 11], [2, 39], [13, 15], [7, 29], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [7, 37], [35, 34], [1, 26], [26, 39], [0, 38], [39, 26], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 29]]
76	[[4, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[31, 17], [32, 35], [14, 7], [24, 11], [6, 10], [39, 1], [23, 38], [1, 31], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [22, 12], [24, 38], [5, 11], [2, 39], [14, 15], [7, 28], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [6, 37], [35, 35], [2, 26], [27, 39], [0, 38], [39, 27], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 30]]
77	[[5, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[31, 16], [31, 35], [14, 6], [24, 11], [6, 10], [39, 1], [23, 38], [2, 31], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [22, 11], [24, 38], [5, 11], [2, 39], [14, 14], [8, 28], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [6, 36], [35, 36], [1, 26], [26, 39], [0, 38], [39, 28], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 29]]
78	[[5, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[32, 16], [30, 35], [14, 5], [24, 11], [6, 10], [39, 1], [23, 38], [3, 31], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [22, 10], [24, 38], [5, 11], [2, 39], [14, 13], [8, 27], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [7, 36], [35, 37], [1, 25], [26, 39], [0, 38], [39, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 30]]
79	[[6, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 16], [29, 35], [14, 4], [24, 11], [6, 10], [39, 1], [23, 38], [3, 30], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 10], [24, 38], [5, 11], [2, 39], [14, 12], [8, 26], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 36], [35, 38], [2, 25], [27, 39], [0, 38], [39, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 31]]
80	[[5, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 15], [28, 35], [15, 4], [24, 11], [6, 10], [39, 1], [23, 38], [3, 31], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 11], [24, 38], [5, 11], [2, 39], [14, 11], [8, 25], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [7, 36], [34, 38], [3, 25], [26, 39], [0, 38], [39, 31], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 32]]
81	[[5, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 14], [27, 35], [16, 4], [24, 11], [6, 10], [39, 1], [23, 38], [3, 30], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 12], [24, 38], [5, 11], [2, 39], [14, 10], [9, 25], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 36], [33, 38], [4, 25], [27, 39], [0, 38], [39, 32], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [34, 33]]
82	[[5, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 13], [26, 35], [17, 4], [24, 11], [6, 10], [39, 1], [23, 38], [4, 30], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 11], [24, 38], [5, 11], [2, 39], [14, 9], [10, 25], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [7, 36], [32, 38], [5, 25], [26, 39], [0, 38], [39, 33], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 33]]
83	[[5, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 12], [25, 35], [18, 4], [24, 11], [6, 10], [39, 1], [23, 38], [5, 30], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 12], [24, 38], [5, 11], [2, 39], [15, 9], [11, 25], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [6, 36], [31, 38], [5, 24], [27, 39], [0, 38], [39, 34], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 32]]
84	[[4, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 11], [24, 35], [19, 4], [24, 11], [6, 10], [39, 1], [23, 38], [5, 29], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 11], [24, 38], [5, 11], [2, 39], [16, 9], [11, 24], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [6, 35], [30, 38], [5, 23], [26, 39], [0, 38], [39, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 31]]
85	[[4, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 10], [23, 35], [20, 4], [24, 11], [6, 10], [39, 1], [23, 38], [5, 28], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [23, 12], [24, 38], [5, 11], [2, 39], [17, 9], [11, 23], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [6, 34], [30, 37], [5, 22], [26, 39], [0, 38], [39, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 30]]
86	[[3, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 9], [22, 35], [21, 4], [24, 11], [6, 10], [39, 1], [23, 38], [5, 27], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [24, 12], [24, 38], [5, 11], [2, 39], [18, 9], [11, 22], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [7, 34], [30, 36], [6, 22], [26, 39], [0, 38], [38, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 29]]
87	[[3, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 8], [21, 35], [22, 4], [24, 11], [6, 10], [39, 1], [23, 38], [6, 27], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [24, 13], [24, 38], [5, 11], [2, 39], [19, 9], [12, 22], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 34], [30, 35], [6, 21], [27, 39], [0, 38], [37, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 28]]
88	[[3, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 7], [20, 35], [23, 4], [24, 11], [6, 10], [39, 1], [23, 38], [6, 26], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [25, 13], [24, 38], [5, 11], [2, 39], [18, 9], [12, 21], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 33], [30, 34], [6, 20], [26, 39], [0, 38], [36, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 38], [33, 27]]
89	[[4, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 6], [20, 34], [24, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 26], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [26, 13], [24, 38], [5, 11], [2, 39], [19, 9], [12, 20], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 32], [31, 34], [6, 19], [27, 39], [0, 38], [35, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 37], [33, 26]]
90	[[4, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 5], [20, 33], [25, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 25], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [27, 13], [24, 38], [5, 11], [2, 39], [18, 9], [12, 19], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 31], [31, 33], [6, 18], [26, 39], [0, 38], [35, 37], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [25, 36], [33, 25]]
91	[[3, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[34, 5], [20, 32], [26, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 24], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [27, 12], [24, 38], [5, 11], [2, 39], [18, 8], [12, 18], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 30], [31, 32], [6, 17], [26, 39], [0, 38], [34, 37], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [24, 36], [33, 24]]
