timesteps	evaders	pursuers
20	[[13, 13], [22, 14], [13, 14], [26, 12], [9, 9], [12, 10], [24, 37], [23, 37], [25, 11], [0, 21]]	[[34, 30], [34, 23], [24, 34], [24, 11], [12, 11], [34, 19], [23, 36], [7, 34], [1, 21], [25, 10], [13, 15], [26, 11], [17, 31], [27, 12], [8, 30], [24, 36], [5, 19], [21, 37], [32, 39], [38, 33], [2, 28], [17, 17], [15, 15], [12, 26], [14, 14], [39, 22], [35, 28], [9, 8], [36, 37], [10, 9], [31, 33], [21, 14], [0, 20], [25, 12], [22, 37], [25, 38], [0, 22], [22, 16], [27, 37], [25, 37]]
21	[[12, 13], [22, 15], [12, 14], [26, 13], [8, 9], [13, 10], [24, 38], [24, 37], [25, 11], [0, 21]]	[[35, 30], [34, 24], [24, 34], [24, 11], [12, 10], [33, 19], [23, 37], [8, 34], [1, 21], [25, 10], [12, 15], [26, 11], [18, 31], [26, 12], [9, 30], [24, 36], [6, 19], [21, 38], [31, 39], [38, 34], [2, 27], [18, 17], [15, 15], [12, 25], [13, 14], [39, 23], [34, 28], [8, 8], [35, 37], [9, 9], [32, 33], [22, 14], [0, 20], [25, 12], [22, 37], [25, 38], [0, 22], [22, 16], [27, 38], [25, 37]]
22	[[11, 13], [21, 15], [11, 14], [27, 13], [8, 10], [14, 10], [23, 38], [24, 38], [25, 11], [0, 21]]	[[35, 31], [33, 24], [23, 34], [24, 11], [13, 10], [33, 18], [23, 37], [9, 34], [1, 21], [25, 10], [11, 15], [26, 11], [18, 30], [27, 12], [10, 30], [24, 37], [6, 18], [21, 38], [30, 39], [38, 35], [3, 27], [18, 16], [14, 15], [12, 24], [13, 14], [39, 24], [35, 28], [8, 9], [35, 38], [9, 10], [33, 33], [21, 14], [0, 20], [25, 12], [22, 38], [25, 38], [0, 22], [22, 15], [27, 39], [25, 37]]
23	[[10, 13], [21, 16], [12, 14], [28, 13], [7, 10], [15, 10], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 32], [33, 23], [23, 35], [24, 11], [14, 10], [33, 17], [23, 38], [10, 34], [1, 21], [25, 10], [11, 14], [26, 11], [18, 29], [28, 12], [11, 30], [24, 38], [6, 17], [21, 39], [30, 38], [38, 36], [4, 27], [19, 16], [14, 15], [12, 23], [13, 14], [39, 25], [35, 29], [7, 9], [34, 38], [8, 10], [32, 33], [21, 15], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [22, 16], [26, 39], [26, 37]]
24	[[11, 13], [20, 16], [12, 13], [28, 14], [6, 10], [15, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 33], [33, 22], [22, 35], [24, 11], [15, 10], [32, 17], [23, 38], [11, 34], [1, 21], [25, 10], [11, 14], [26, 11], [18, 28], [28, 13], [12, 30], [24, 38], [7, 17], [20, 39], [30, 37], [38, 37], [5, 27], [19, 16], [14, 15], [12, 22], [13, 13], [39, 26], [35, 30], [6, 9], [33, 38], [7, 10], [33, 33], [20, 15], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 16], [26, 39], [26, 36]]
25	[[10, 13], [20, 17], [11, 13], [29, 14], [5, 10], [14, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[36, 33], [34, 22], [21, 35], [24, 11], [15, 11], [32, 16], [23, 38], [12, 34], [1, 21], [25, 10], [11, 14], [26, 11], [18, 27], [28, 14], [12, 29], [24, 38], [7, 16], [19, 39], [30, 38], [39, 37], [6, 27], [19, 17], [14, 14], [13, 22], [12, 13], [39, 27], [35, 31], [5, 9], [32, 38], [6, 10], [32, 33], [20, 16], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 17], [26, 39], [26, 35]]
26	[[10, 12], [20, 18], [11, 12], [29, 13], [5, 11], [13, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[36, 34], [34, 21], [20, 35], [24, 11], [14, 11], [31, 16], [23, 38], [13, 34], [1, 21], [25, 10], [11, 13], [26, 11], [19, 27], [28, 13], [12, 28], [24, 38], [7, 15], [18, 39], [30, 37], [38, 37], [6, 26], [19, 18], [14, 13], [13, 21], [12, 12], [39, 28], [35, 32], [5, 10], [33, 38], [6, 11], [31, 33], [20, 17], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 18], [26, 39], [25, 35]]
27	[[10, 11], [20, 19], [11, 11], [29, 12], [5, 12], [12, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[37, 34], [35, 21], [19, 35], [24, 11], [13, 11], [31, 15], [23, 38], [14, 34], [1, 21], [25, 10], [11, 12], [26, 11], [19, 26], [28, 12], [12, 27], [24, 38], [7, 14], [17, 39], [31, 37], [37, 37], [7, 26], [19, 19], [13, 13], [13, 20], [12, 12], [39, 29], [36, 32], [5, 11], [32, 38], [6, 12], [31, 34], [20, 18], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 19], [26, 39], [25, 34]]
28	[[9, 11], [20, 20], [11, 10], [29, 13], [4, 12], [12, 10], [23, 39], [24, 39], [25, 11], [0, 21]]	[[37, 35], [35, 22], [19, 34], [24, 11], [13, 10], [30, 15], [23, 38], [14, 35], [1, 21], [25, 10], [11, 11], [26, 11], [19, 25], [28, 13], [13, 27], [24, 38], [7, 13], [16, 39], [30, 37], [36, 37], [7, 27], [19, 20], [13, 13], [13, 19], [12, 11], [39, 30], [36, 33], [4, 11], [32, 39], [5, 12], [31, 33], [20, 19], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 20], [26, 39], [24, 34]]
29	[[10, 11], [20, 21], [11, 9], [29, 14], [4, 13], [11, 10], [23, 39], [24, 39], [25, 11], [0, 21]]	[[36, 35], [35, 23], [19, 33], [24, 11], [12, 10], [29, 15], [23, 38], [13, 35], [1, 21], [25, 10], [11, 11], [26, 11], [19, 24], [28, 14], [13, 26], [24, 38], [6, 13], [15, 39], [29, 37], [36, 38], [7, 26], [19, 21], [13, 12], [13, 18], [12, 11], [39, 31], [36, 34], [4, 12], [31, 39], [5, 13], [31, 32], [20, 20], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 21], [26, 39], [24, 33]]
30	[[9, 11], [20, 22], [11, 8], [29, 13], [4, 14], [10, 10], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 35], [35, 24], [19, 34], [24, 11], [11, 10], [29, 14], [23, 38], [12, 35], [1, 21], [25, 10], [10, 11], [26, 11], [20, 24], [28, 13], [13, 25], [24, 38], [6, 14], [14, 39], [28, 37], [35, 38], [7, 25], [19, 22], [13, 12], [13, 17], [12, 11], [39, 32], [36, 34], [4, 13], [31, 39], [5, 14], [31, 31], [20, 21], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 22], [26, 39], [24, 32]]
31	[[8, 11], [20, 23], [10, 8], [29, 12], [4, 15], [10, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[34, 35], [35, 25], [19, 35], [24, 11], [11, 9], [29, 13], [23, 38], [11, 35], [1, 21], [25, 10], [10, 10], [26, 11], [20, 24], [28, 12], [13, 24], [24, 38], [6, 13], [13, 39], [27, 37], [34, 38], [7, 24], [19, 23], [13, 12], [14, 17], [12, 11], [39, 33], [37, 34], [4, 14], [31, 39], [5, 15], [31, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [24, 31]]
32	[[9, 11], [20, 23], [10, 7], [29, 11], [3, 15], [9, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 35], [35, 26], [19, 36], [24, 11], [10, 9], [29, 12], [23, 38], [10, 35], [1, 21], [25, 10], [9, 10], [26, 11], [20, 24], [28, 11], [14, 24], [24, 38], [7, 13], [12, 39], [26, 37], [33, 38], [7, 23], [19, 23], [13, 12], [15, 17], [11, 11], [39, 34], [37, 35], [3, 14], [30, 39], [5, 15], [32, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [24, 30]]
33	[[9, 12], [20, 23], [10, 6], [29, 10], [4, 15], [8, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[32, 35], [35, 27], [18, 36], [24, 11], [9, 9], [29, 11], [23, 38], [9, 35], [1, 21], [25, 10], [8, 10], [26, 11], [20, 24], [28, 10], [14, 25], [24, 38], [8, 13], [11, 39], [26, 36], [32, 38], [7, 22], [19, 23], [12, 12], [16, 17], [10, 11], [39, 35], [37, 36], [3, 15], [31, 39], [5, 15], [31, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [24, 29]]
34	[[9, 11], [20, 23], [11, 6], [29, 9], [4, 14], [8, 8], [23, 39], [24, 39], [25, 11], [0, 21]]	[[31, 35], [35, 28], [17, 36], [24, 11], [9, 8], [29, 10], [23, 38], [8, 35], [1, 21], [25, 10], [8, 10], [26, 11], [20, 24], [28, 9], [14, 26], [24, 38], [8, 12], [10, 39], [25, 36], [33, 38], [7, 21], [19, 23], [11, 12], [17, 17], [10, 11], [39, 36], [37, 37], [3, 14], [30, 39], [5, 14], [32, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [25, 29]]
35	[[9, 10], [20, 23], [12, 6], [29, 8], [4, 15], [8, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[30, 35], [35, 29], [16, 36], [24, 11], [8, 8], [29, 9], [23, 38], [7, 35], [1, 21], [25, 10], [8, 10], [26, 11], [20, 24], [28, 8], [14, 27], [24, 38], [8, 12], [9, 39], [24, 36], [32, 38], [8, 21], [19, 23], [11, 12], [17, 16], [10, 10], [38, 36], [36, 37], [4, 14], [31, 39], [5, 15], [31, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [26, 29]]
36	[[9, 11], [20, 23], [12, 7], [29, 7], [3, 15], [7, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[29, 35], [35, 30], [15, 36], [24, 11], [7, 8], [29, 8], [23, 38], [6, 35], [1, 21], [25, 10], [8, 10], [26, 11], [20, 24], [28, 7], [14, 28], [24, 38], [8, 12], [8, 39], [23, 36], [32, 37], [8, 20], [19, 23], [10, 12], [17, 15], [9, 10], [37, 36], [35, 37], [3, 14], [30, 39], [5, 15], [32, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [26, 30]]
37	[[8, 11], [20, 23], [13, 7], [29, 6], [4, 15], [6, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[28, 35], [35, 31], [14, 36], [24, 11], [6, 8], [29, 7], [23, 38], [5, 35], [1, 21], [25, 10], [8, 10], [26, 11], [20, 24], [28, 6], [15, 28], [24, 38], [8, 12], [7, 39], [22, 36], [31, 37], [8, 19], [19, 23], [10, 12], [17, 14], [9, 11], [37, 35], [34, 37], [3, 15], [29, 39], [5, 15], [32, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [26, 29]]
38	[[7, 11], [20, 23], [13, 8], [29, 5], [4, 16], [7, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 35], [35, 32], [13, 36], [24, 11], [6, 9], [29, 6], [23, 38], [4, 35], [1, 21], [25, 10], [8, 9], [26, 11], [20, 24], [28, 5], [16, 28], [24, 38], [7, 12], [6, 39], [21, 36], [30, 37], [7, 19], [19, 23], [10, 12], [17, 13], [9, 11], [36, 35], [33, 37], [3, 15], [28, 39], [5, 16], [32, 28], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [26, 28]]
39	[[6, 11], [20, 23], [14, 8], [30, 5], [4, 17], [7, 8], [23, 39], [24, 39], [25, 11], [0, 21]]	[[26, 35], [35, 33], [12, 36], [24, 11], [6, 8], [30, 6], [23, 38], [4, 34], [1, 21], [25, 10], [8, 8], [26, 11], [20, 24], [29, 5], [16, 27], [24, 38], [6, 12], [5, 39], [20, 36], [30, 36], [6, 19], [19, 23], [10, 12], [17, 12], [8, 11], [35, 35], [32, 37], [3, 16], [28, 39], [4, 16], [32, 27], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 28]]
40	[[5, 11], [20, 23], [15, 8], [31, 5], [3, 17], [7, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[25, 35], [35, 32], [11, 36], [24, 11], [7, 8], [31, 6], [23, 38], [4, 33], [1, 21], [25, 10], [8, 9], [26, 11], [20, 24], [30, 5], [16, 26], [24, 38], [5, 12], [4, 39], [19, 36], [30, 37], [5, 19], [19, 23], [9, 12], [17, 11], [7, 11], [35, 36], [32, 38], [3, 16], [28, 39], [4, 17], [32, 26], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 29]]
41	[[4, 11], [20, 23], [14, 8], [32, 5], [3, 18], [6, 9], [23, 39], [24, 39], [25, 11], [0, 21]]	[[24, 35], [34, 32], [10, 36], [24, 11], [6, 8], [32, 6], [23, 38], [5, 33], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [31, 5], [16, 25], [24, 38], [5, 11], [3, 39], [18, 36], [30, 36], [4, 19], [19, 23], [8, 12], [17, 10], [7, 10], [35, 37], [31, 38], [3, 16], [28, 39], [4, 18], [33, 26], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 30]]
42	[[3, 11], [20, 23], [13, 8], [33, 5], [2, 18], [6, 10], [23, 39], [24, 39], [25, 11], [0, 21]]	[[23, 35], [34, 31], [10, 35], [24, 11], [6, 9], [33, 6], [23, 38], [5, 32], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [32, 5], [16, 24], [24, 38], [5, 10], [3, 38], [17, 36], [29, 36], [3, 19], [19, 23], [7, 12], [16, 10], [7, 10], [36, 37], [30, 38], [3, 17], [28, 39], [3, 18], [33, 25], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 29]]
43	[[3, 12], [20, 23], [13, 7], [34, 5], [2, 19], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[22, 35], [35, 31], [10, 34], [24, 11], [6, 10], [34, 6], [23, 38], [5, 31], [1, 21], [25, 10], [8, 9], [26, 11], [20, 24], [33, 5], [16, 23], [24, 38], [5, 11], [3, 37], [16, 36], [28, 36], [3, 19], [19, 23], [6, 12], [15, 10], [7, 11], [35, 37], [30, 37], [3, 16], [28, 39], [2, 18], [33, 24], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 28]]
44	[[3, 11], [20, 23], [14, 7], [35, 5], [2, 20], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[21, 35], [35, 32], [11, 34], [24, 11], [6, 10], [35, 6], [23, 38], [5, 30], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [34, 5], [17, 23], [24, 38], [5, 11], [3, 36], [15, 36], [27, 36], [3, 20], [19, 23], [6, 12], [15, 9], [7, 11], [35, 38], [30, 36], [3, 17], [28, 39], [2, 19], [33, 23], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 27]]
45	[[3, 10], [20, 23], [14, 8], [35, 4], [2, 21], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[20, 35], [35, 33], [11, 33], [24, 11], [6, 10], [35, 5], [23, 38], [5, 29], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [34, 4], [17, 22], [24, 38], [5, 11], [3, 35], [15, 37], [26, 36], [3, 21], [19, 23], [6, 12], [14, 9], [7, 11], [34, 38], [30, 35], [3, 18], [28, 39], [2, 20], [33, 22], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 26]]
46	[[3, 11], [20, 23], [14, 7], [35, 3], [2, 22], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[20, 34], [35, 34], [11, 32], [24, 11], [6, 10], [35, 4], [23, 38], [5, 28], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [34, 3], [18, 22], [24, 38], [5, 11], [3, 34], [14, 37], [25, 36], [3, 22], [19, 23], [6, 12], [14, 8], [7, 11], [33, 38], [30, 34], [3, 19], [28, 39], [2, 21], [33, 21], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [26, 39], [27, 25]]
