timesteps	evaders	pursuers
225	[[30, 23]]	[[13, 24], [18, 28], [20, 25], [24, 24], [27, 24], [18, 23], [12, 27], [18, 26]]
226	[[30, 22]]	[[14, 23], [18, 28], [21, 26], [25, 23], [28, 23], [19, 22], [12, 26], [19, 25]]
227	[[30, 21]]	[[15, 22], [19, 27], [22, 25], [26, 22], [28, 22], [20, 21], [13, 25], [20, 24]]
228	[[30, 20]]	[[16, 21], [20, 28], [23, 24], [26, 22], [29, 23], [21, 20], [14, 24], [21, 23]]
229	[[30, 19]]	[[17, 20], [21, 27], [24, 24], [27, 21], [30, 22], [22, 19], [14, 24], [22, 22]]
230	[[30, 19]]	[[17, 19], [22, 26], [25, 23], [27, 21], [30, 21], [23, 18], [15, 23], [23, 21]]
231	[[29, 19]]	[[18, 18], [23, 25], [25, 22], [27, 20], [30, 21], [24, 17], [15, 23], [24, 20]]
232	[[28, 19]]	[[19, 17], [24, 24], [26, 22], [27, 19], [30, 21], [24, 17], [16, 22], [25, 19]]
233	[[27, 19]]	[[20, 17], [24, 23], [27, 21], [26, 18], [30, 20], [25, 16], [17, 21], [25, 20]]
234	[[26, 19]]	[[21, 16], [25, 22], [27, 21], [27, 17], [29, 20], [25, 16], [17, 21], [25, 19]]
235	[[25, 19]]	[[22, 15], [25, 21], [27, 21], [28, 18], [30, 19], [26, 17], [18, 20], [24, 19]]
236	[[24, 19]]	[[22, 16], [25, 21], [27, 20], [28, 18], [29, 20], [25, 17], [18, 20], [23, 19]]
237	[[23, 19]]	[[23, 17], [24, 21], [26, 21], [27, 17], [28, 19], [25, 17], [18, 20], [22, 19]]
238	[[22, 19]]	[[22, 17], [23, 21], [25, 20], [27, 17], [27, 19], [24, 17], [19, 19], [21, 19]]
239	[[21, 19]]	[[21, 17], [22, 21], [24, 20], [26, 17], [26, 19], [24, 18], [19, 19], [20, 20]]
240	[[21, 19]]	[[20, 17], [21, 22], [23, 20], [25, 16], [25, 20], [23, 17], [18, 19], [19, 21]]
241	[[20, 19]]	[[20, 17], [21, 21], [23, 19], [25, 17], [24, 21], [23, 17], [18, 19], [19, 21]]
242	[[19, 19]]	[[19, 17], [21, 21], [22, 19], [25, 17], [23, 21], [22, 17], [18, 19], [19, 21]]
243	[[18, 19]]	[[18, 17], [21, 21], [21, 19], [24, 17], [23, 20], [21, 17], [17, 19], [18, 21]]
244	[[17, 19]]	[[17, 17], [20, 21], [21, 19], [23, 18], [22, 21], [20, 17], [16, 19], [17, 21]]
245	[[16, 19]]	[[16, 17], [19, 20], [21, 19], [22, 17], [21, 21], [19, 18], [15, 19], [16, 21]]
246	[[15, 19]]	[[15, 17], [18, 21], [21, 19], [21, 16], [20, 21], [18, 17], [14, 19], [15, 21]]
247	[[14, 19]]	[[14, 16], [17, 20], [21, 19], [20, 17], [19, 20], [17, 18], [13, 19], [14, 21]]
248	[[13, 19]]	[[13, 17], [16, 20], [21, 19], [19, 18], [18, 20], [16, 17], [12, 19], [13, 21]]
249	[[12, 19]]	[[12, 17], [15, 19], [20, 20], [19, 18], [17, 21], [15, 17], [11, 19], [12, 21]]
250	[[12, 19]]	[[11, 17], [14, 19], [19, 20], [18, 18], [16, 21], [14, 17], [10, 19], [11, 21]]
251	[[11, 19]]	[[11, 17], [14, 19], [18, 20], [17, 18], [15, 21], [13, 17], [10, 19], [11, 21]]
252	[[10, 19]]	[[10, 17], [13, 19], [17, 20], [16, 18], [15, 21], [12, 17], [9, 19], [10, 21]]
253	[[9, 19]]	[[9, 17], [12, 19], [17, 20], [15, 18], [14, 20], [12, 17], [8, 19], [9, 22]]
254	[[8, 19]]	[[8, 17], [11, 19], [16, 20], [14, 18], [13, 21], [11, 17], [7, 19], [8, 21]]
255	[[7, 19]]	[[7, 17], [10, 19], [15, 20], [13, 18], [12, 20], [10, 17], [6, 19], [7, 21]]
256	[[6, 19]]	[[6, 16], [9, 19], [14, 21], [12, 17], [11, 21], [9, 17], [5, 19], [6, 21]]
257	[[5, 19]]	[[5, 17], [8, 19], [13, 20], [11, 18], [10, 20], [8, 17], [4, 19], [5, 22]]
258	[[4, 19]]	[[4, 17], [7, 19], [12, 20], [10, 18], [9, 21], [7, 17], [3, 19], [4, 21]]
259	[[3, 19]]	[[3, 17], [7, 19], [11, 20], [9, 18], [8, 21], [6, 17], [2, 19], [3, 21]]
260	[[3, 19]]	[[2, 17], [6, 19], [10, 20], [8, 18], [7, 21], [5, 17], [1, 19], [2, 21]]
261	[[2, 19]]	[[2, 17], [5, 19], [9, 20], [7, 18], [6, 21], [4, 17], [1, 19], [2, 21]]
262	[[1, 19]]	[[1, 17], [5, 19], [8, 20], [6, 17], [5, 21], [3, 17], [1, 20], [1, 22]]
263	[[2, 19]]	[[1, 17], [4, 19], [7, 19], [5, 16], [4, 21], [3, 17], [1, 20], [1, 22]]
264	[[3, 20]]	[[1, 17], [4, 19], [6, 20], [5, 17], [3, 21], [3, 17], [1, 20], [1, 22]]
265	[[4, 21]]	[[1, 18], [4, 19], [5, 21], [6, 18], [3, 22], [3, 17], [1, 20], [1, 22]]
266	[[4, 22]]	[[1, 18], [4, 19], [5, 22], [6, 19], [3, 23], [4, 16], [1, 20], [1, 22]]
267	[[4, 23]]	[[1, 18], [4, 20], [5, 23], [6, 20], [3, 24], [5, 17], [1, 20], [1, 23]]
268	[[5, 24]]	[[1, 18], [4, 21], [6, 24], [6, 21], [4, 25], [5, 18], [2, 21], [2, 24]]
269	[[5, 25]]	[[2, 19], [4, 21], [6, 25], [6, 22], [4, 26], [6, 19], [2, 21], [2, 25]]
270	[[5, 25]]	[[2, 19], [4, 22], [7, 26], [7, 23], [5, 27], [6, 20], [2, 22], [1, 26]]
271	[[6, 26]]	[[3, 20], [5, 23], [7, 26], [7, 24], [5, 27], [7, 21], [3, 23], [1, 26]]
272	[[6, 27]]	[[4, 21], [5, 24], [7, 27], [7, 24], [4, 27], [7, 22], [3, 24], [2, 27]]
273	[[6, 28]]	[[5, 22], [5, 25], [7, 28], [7, 25], [4, 27], [7, 23], [3, 25], [2, 27]]
274	[[6, 29]]	[[5, 23], [5, 25], [7, 29], [8, 26], [4, 28], [7, 24], [3, 25], [2, 28]]
275	[[7, 30]]	[[6, 22], [6, 26], [8, 30], [8, 27], [4, 29], [8, 25], [4, 26], [1, 29]]
276	[[7, 29]]	[[7, 23], [6, 27], [8, 30], [8, 28], [5, 30], [8, 26], [4, 27], [2, 30]]
277	[[7, 28]]	[[6, 24], [6, 27], [8, 30], [9, 29], [5, 30], [8, 27], [4, 27], [3, 30]]
278	[[7, 27]]	[[7, 25], [6, 27], [7, 30], [9, 29], [5, 29], [8, 27], [4, 27], [3, 29]]
279	[[7, 26]]	[[7, 25], [6, 26], [7, 30], [9, 29], [5, 29], [9, 26], [4, 26], [3, 28]]
280	[[7, 26]]	[[7, 24], [5, 25], [7, 29], [10, 28], [5, 29], [9, 25], [3, 25], [4, 27]]
281	[[7, 25]]	[[8, 23], [6, 24], [8, 28], [10, 27], [6, 28], [9, 25], [3, 25], [4, 27]]
282	[[7, 24]]	[[8, 23], [5, 24], [8, 27], [10, 27], [6, 27], [10, 24], [3, 24], [4, 26]]
283	[[7, 23]]	[[7, 22], [5, 23], [8, 27], [10, 27], [6, 26], [9, 23], [3, 24], [4, 26]]
284	[[7, 22]]	[[7, 21], [5, 22], [8, 26], [10, 26], [6, 25], [9, 22], [3, 23], [4, 26]]
285	[[7, 21]]	[[7, 20], [5, 21], [8, 25], [10, 26], [6, 24], [9, 21], [3, 22], [4, 25]]
286	[[7, 20]]	[[6, 19], [4, 20], [8, 24], [10, 25], [5, 23], [9, 20], [3, 22], [4, 25]]
287	[[7, 19]]	[[7, 18], [4, 19], [9, 23], [9, 25], [6, 22], [9, 19], [3, 22], [5, 24]]
288	[[7, 18]]	[[6, 17], [4, 18], [8, 22], [10, 24], [6, 21], [9, 19], [4, 21], [6, 23]]
289	[[7, 17]]	[[7, 16], [5, 17], [8, 21], [9, 23], [6, 21], [9, 18], [4, 20], [6, 23]]
290	[[7, 17]]	[[7, 15], [5, 16], [8, 20], [10, 22], [6, 21], [9, 17], [5, 19], [6, 23]]
291	[[7, 16]]	[[7, 15], [5, 16], [8, 19], [10, 21], [6, 21], [9, 16], [5, 19], [6, 23]]
292	[[7, 15]]	[[6, 14], [4, 15], [8, 18], [9, 20], [6, 21], [9, 16], [6, 18], [6, 23]]
293	[[7, 14]]	[[7, 13], [5, 14], [8, 18], [10, 19], [5, 20], [9, 15], [6, 17], [7, 22]]
294	[[7, 13]]	[[7, 12], [5, 13], [8, 17], [10, 18], [6, 19], [9, 14], [6, 16], [7, 21]]
295	[[7, 12]]	[[7, 11], [5, 12], [9, 16], [11, 17], [5, 18], [9, 13], [5, 15], [7, 20]]
296	[[7, 11]]	[[7, 10], [5, 11], [8, 15], [10, 16], [6, 17], [9, 12], [5, 14], [7, 19]]
297	[[7, 10]]	[[7, 9], [5, 10], [7, 14], [9, 15], [6, 16], [10, 11], [5, 13], [8, 18]]
298	[[7, 9]]	[[7, 8], [5, 9], [7, 13], [9, 14], [6, 15], [9, 10], [5, 12], [8, 17]]
299	[[7, 8]]	[[7, 7], [5, 8], [7, 12], [9, 13], [6, 14], [9, 9], [5, 11], [8, 16]]
300	[[7, 8]]	[[8, 7], [5, 7], [7, 11], [10, 12], [6, 13], [10, 8], [5, 10], [8, 15]]
301	[[7, 7]]	[[7, 6], [5, 7], [7, 10], [9, 11], [6, 12], [9, 7], [5, 9], [8, 14]]
302	[[7, 6]]	[[7, 5], [5, 6], [7, 9], [9, 10], [6, 11], [9, 6], [5, 8], [8, 13]]
303	[[7, 5]]	[[7, 4], [5, 5], [7, 8], [9, 9], [6, 10], [9, 5], [5, 7], [8, 12]]
304	[[7, 4]]	[[7, 3], [5, 4], [7, 7], [9, 8], [6, 9], [9, 4], [5, 6], [8, 11]]
305	[[7, 3]]	[[7, 2], [5, 3], [7, 6], [9, 7], [6, 8], [9, 3], [5, 5], [8, 10]]
306	[[7, 2]]	[[7, 1], [5, 2], [7, 6], [9, 6], [5, 7], [9, 2], [5, 4], [8, 9]]
307	[[7, 1]]	[[6, 1], [4, 1], [7, 5], [9, 5], [5, 6], [9, 1], [5, 3], [8, 8]]
308	[[7, 2]]	[[6, 1], [4, 1], [7, 5], [9, 4], [5, 5], [9, 1], [5, 3], [9, 7]]
309	[[7, 3]]	[[6, 1], [4, 1], [7, 4], [9, 3], [5, 5], [9, 1], [5, 3], [9, 6]]
310	[[7, 3]]	[[6, 1], [4, 1], [7, 5], [9, 3], [5, 5], [8, 1], [5, 3], [9, 5]]
311	[[7, 4]]	[[6, 1], [4, 1], [7, 5], [9, 3], [5, 5], [8, 1], [5, 3], [9, 5]]
312	[[7, 5]]	[[6, 1], [4, 1], [7, 6], [9, 3], [5, 5], [8, 1], [5, 3], [9, 5]]
313	[[7, 6]]	[[6, 1], [3, 2], [7, 7], [8, 3], [5, 6], [8, 1], [5, 4], [9, 6]]
314	[[7, 7]]	[[5, 2], [3, 3], [7, 8], [8, 4], [5, 7], [8, 2], [5, 5], [9, 7]]
315	[[7, 8]]	[[6, 3], [3, 4], [7, 9], [8, 5], [5, 8], [8, 3], [5, 5], [9, 8]]
316	[[7, 9]]	[[6, 3], [3, 4], [7, 10], [8, 6], [5, 9], [8, 4], [5, 5], [10, 9]]
317	[[7, 10]]	[[6, 3], [3, 5], [7, 11], [8, 7], [5, 10], [9, 5], [6, 6], [9, 10]]
318	[[7, 11]]	[[7, 4], [4, 6], [8, 12], [8, 8], [5, 11], [10, 6], [6, 7], [10, 11]]
319	[[7, 12]]	[[8, 5], [4, 7], [7, 13], [7, 9], [5, 12], [9, 7], [6, 7], [9, 12]]
320	[[7, 12]]	[[8, 5], [4, 7], [7, 14], [7, 10], [5, 13], [8, 8], [6, 7], [9, 13]]
321	[[7, 13]]	[[8, 6], [4, 7], [7, 14], [7, 10], [5, 13], [8, 8], [6, 7], [9, 13]]
322	[[7, 14]]	[[8, 6], [4, 7], [7, 15], [7, 11], [4, 14], [7, 9], [6, 7], [9, 14]]
323	[[7, 15]]	[[9, 7], [4, 7], [7, 16], [8, 12], [5, 15], [6, 10], [7, 8], [9, 15]]
324	[[7, 16]]	[[9, 8], [4, 8], [7, 17], [8, 13], [5, 16], [5, 11], [7, 9], [9, 16]]
325	[[7, 17]]	[[9, 9], [4, 9], [7, 18], [8, 14], [5, 17], [5, 12], [7, 10], [9, 17]]
326	[[7, 18]]	[[9, 10], [3, 10], [7, 19], [8, 15], [5, 18], [6, 13], [6, 11], [9, 18]]
327	[[7, 19]]	[[8, 11], [4, 11], [7, 20], [8, 16], [5, 19], [5, 14], [6, 11], [9, 19]]
328	[[7, 20]]	[[8, 12], [3, 12], [7, 21], [8, 17], [4, 20], [6, 15], [6, 12], [9, 20]]
329	[[7, 21]]	[[8, 13], [4, 13], [7, 22], [9, 18], [5, 21], [7, 16], [6, 13], [9, 21]]
330	[[7, 21]]	[[9, 14], [4, 14], [7, 23], [8, 19], [5, 22], [6, 17], [7, 14], [9, 22]]
331	[[7, 22]]	[[9, 14], [4, 15], [7, 23], [8, 19], [5, 22], [6, 18], [7, 15], [9, 22]]
332	[[7, 23]]	[[9, 15], [4, 16], [7, 24], [8, 20], [5, 23], [6, 19], [7, 16], [9, 23]]
333	[[7, 24]]	[[9, 16], [4, 17], [7, 25], [8, 21], [5, 24], [6, 20], [6, 17], [9, 24]]
334	[[7, 25]]	[[10, 17], [4, 18], [7, 26], [8, 22], [5, 25], [6, 21], [7, 18], [9, 25]]
335	[[7, 26]]	[[11, 18], [4, 19], [7, 27], [9, 23], [5, 26], [6, 22], [7, 19], [9, 26]]
336	[[7, 27]]	[[10, 19], [5, 20], [7, 28], [8, 24], [5, 27], [6, 23], [7, 20], [9, 27]]
337	[[7, 28]]	[[11, 20], [4, 21], [6, 29], [8, 25], [5, 27], [6, 24], [7, 21], [9, 28]]
338	[[7, 29]]	[[10, 21], [4, 22], [7, 30], [8, 26], [5, 28], [6, 25], [7, 22], [9, 29]]
339	[[7, 30]]	[[9, 22], [5, 23], [6, 30], [8, 27], [4, 29], [6, 26], [7, 23], [9, 30]]
340	[[7, 30]]	[[9, 23], [4, 24], [5, 30], [8, 28], [3, 30], [6, 27], [7, 24], [9, 30]]
341	[[7, 29]]	[[9, 24], [4, 25], [5, 30], [8, 28], [3, 30], [5, 28], [7, 25], [9, 30]]
342	[[7, 28]]	[[9, 25], [5, 26], [5, 30], [9, 27], [3, 30], [5, 28], [7, 26], [9, 30]]
343	[[7, 27]]	[[9, 25], [5, 26], [5, 30], [9, 28], [3, 29], [5, 28], [7, 26], [8, 30]]
344	[[7, 26]]	[[9, 26], [5, 26], [6, 30], [9, 28], [3, 28], [5, 28], [7, 25], [8, 30]]
345	[[7, 25]]	[[9, 25], [5, 25], [6, 30], [9, 27], [3, 27], [5, 28], [7, 24], [8, 30]]
346	[[7, 24]]	[[9, 24], [5, 24], [6, 30], [8, 27], [3, 26], [5, 27], [8, 23], [8, 29]]
347	[[7, 23]]	[[10, 23], [5, 24], [6, 30], [8, 26], [3, 26], [5, 26], [8, 22], [8, 28]]
348	[[7, 22]]	[[10, 23], [5, 23], [5, 29], [8, 25], [3, 25], [6, 25], [7, 21], [8, 27]]
349	[[7, 21]]	[[9, 22], [4, 22], [6, 28], [8, 24], [3, 25], [6, 24], [7, 20], [8, 26]]
350	[[7, 21]]	[[9, 21], [5, 21], [6, 27], [8, 23], [4, 24], [6, 23], [7, 19], [8, 25]]
351	[[7, 20]]	[[9, 20], [5, 20], [6, 26], [8, 23], [4, 23], [6, 23], [7, 19], [8, 25]]
352	[[7, 19]]	[[9, 20], [5, 19], [5, 25], [8, 22], [4, 22], [6, 22], [8, 18], [9, 24]]
353	[[7, 18]]	[[9, 20], [5, 19], [6, 24], [8, 22], [4, 21], [6, 21], [7, 17], [10, 23]]
354	[[7, 17]]	[[9, 19], [5, 18], [6, 23], [8, 21], [4, 21], [6, 20], [8, 16], [10, 22]]
355	[[7, 16]]	[[9, 19], [5, 17], [6, 22], [8, 21], [4, 20], [7, 19], [8, 15], [10, 21]]
356	[[7, 15]]	[[9, 18], [5, 16], [6, 21], [8, 21], [4, 19], [7, 18], [7, 14], [11, 20]]
357	[[7, 14]]	[[9, 17], [5, 15], [6, 20], [9, 20], [5, 18], [7, 18], [7, 13], [11, 19]]
358	[[7, 13]]	[[8, 16], [4, 14], [6, 20], [9, 19], [5, 18], [7, 18], [7, 12], [11, 19]]
359	[[7, 12]]	[[8, 15], [5, 13], [6, 20], [9, 18], [5, 18], [7, 17], [7, 11], [11, 18]]
360	[[7, 12]]	[[8, 14], [5, 12], [7, 19], [9, 17], [4, 17], [6, 16], [7, 10], [12, 17]]
361	[[7, 11]]	[[9, 13], [5, 11], [6, 19], [8, 16], [4, 16], [6, 15], [7, 10], [11, 16]]
362	[[7, 10]]	[[9, 13], [5, 10], [6, 18], [8, 15], [4, 15], [6, 14], [8, 9], [10, 15]]
363	[[7, 9]]	[[8, 12], [5, 9], [6, 17], [8, 14], [4, 14], [6, 13], [9, 9], [10, 14]]
364	[[7, 8]]	[[8, 11], [5, 8], [6, 16], [8, 14], [4, 13], [6, 12], [9, 8], [10, 13]]
365	[[7, 7]]	[[8, 10], [5, 8], [6, 15], [8, 13], [4, 12], [6, 11], [9, 8], [10, 12]]
366	[[7, 6]]	[[7, 9], [5, 7], [6, 14], [8, 12], [4, 11], [6, 11], [9, 7], [10, 12]]
367	[[7, 5]]	[[7, 8], [4, 6], [6, 13], [8, 11], [3, 10], [6, 10], [9, 6], [11, 11]]
368	[[7, 4]]	[[7, 7], [5, 5], [6, 12], [8, 10], [3, 9], [5, 9], [9, 5], [10, 10]]
369	[[7, 3]]	[[7, 6], [5, 4], [5, 11], [8, 10], [3, 9], [6, 8], [9, 4], [10, 10]]
370	[[7, 3]]	[[7, 5], [5, 3], [6, 10], [8, 9], [4, 8], [6, 8], [10, 3], [10, 9]]
371	[[7, 2]]	[[7, 5], [5, 2], [6, 10], [8, 8], [4, 8], [6, 8], [9, 2], [10, 8]]
372	[[7, 1]]	[[8, 4], [5, 1], [6, 10], [8, 8], [4, 8], [6, 7], [9, 1], [11, 7]]
373	[[7, 2]]	[[8, 3], [5, 1], [6, 9], [8, 7], [4, 7], [6, 6], [9, 1], [10, 6]]
374	[[7, 3]]	[[7, 4], [5, 1], [6, 8], [8, 6], [4, 6], [6, 6], [9, 1], [10, 6]]
375	[[6, 3]]	[[7, 4], [5, 2], [6, 8], [8, 6], [4, 6], [6, 6], [8, 1], [10, 5]]
376	[[6, 4]]	[[8, 3], [4, 2], [5, 8], [8, 5], [4, 5], [6, 5], [7, 1], [10, 4]]
377	[[6, 5]]	[[8, 3], [4, 3], [5, 7], [8, 5], [4, 5], [6, 6], [6, 2], [10, 4]]
378	[[6, 6]]	[[8, 3], [4, 3], [6, 8], [8, 6], [4, 5], [5, 7], [6, 3], [10, 5]]
379	[[6, 7]]	[[8, 4], [4, 3], [7, 9], [8, 7], [3, 6], [5, 8], [6, 4], [10, 6]]
380	[[6, 7]]	[[8, 5], [4, 4], [7, 9], [9, 8], [3, 7], [4, 9], [6, 5], [10, 6]]
381	[[6, 8]]	[[8, 6], [4, 5], [7, 9], [9, 8], [3, 7], [4, 9], [6, 5], [10, 6]]
382	[[6, 9]]	[[8, 6], [4, 5], [6, 10], [8, 9], [3, 7], [4, 9], [6, 6], [10, 7]]
383	[[6, 10]]	[[8, 7], [4, 5], [6, 11], [8, 10], [3, 7], [4, 10], [6, 7], [10, 8]]
384	[[6, 11]]	[[8, 8], [4, 5], [6, 12], [8, 11], [4, 8], [4, 11], [6, 8], [10, 9]]
385	[[6, 12]]	[[8, 9], [5, 6], [6, 13], [8, 12], [4, 9], [4, 12], [6, 9], [10, 10]]
386	[[6, 13]]	[[8, 10], [5, 7], [6, 14], [8, 13], [4, 10], [4, 13], [6, 10], [10, 11]]
387	[[6, 14]]	[[8, 11], [5, 8], [6, 15], [8, 14], [4, 11], [4, 14], [6, 11], [10, 11]]
388	[[6, 15]]	[[8, 12], [5, 9], [6, 16], [9, 15], [4, 11], [4, 15], [6, 11], [10, 12]]
389	[[6, 16]]	[[7, 13], [5, 9], [6, 17], [8, 16], [4, 12], [4, 16], [6, 11], [9, 13]]
390	[[6, 16]]	[[7, 14], [4, 10], [6, 18], [8, 17], [4, 13], [4, 17], [6, 12], [9, 13]]
391	[[6, 17]]	[[7, 14], [4, 11], [6, 18], [8, 17], [4, 14], [4, 17], [6, 12], [9, 14]]
392	[[6, 18]]	[[7, 15], [4, 12], [6, 19], [8, 18], [5, 15], [4, 18], [6, 13], [9, 15]]
393	[[6, 19]]	[[7, 16], [4, 13], [6, 20], [8, 19], [5, 16], [4, 19], [6, 14], [9, 16]]
394	[[6, 20]]	[[7, 17], [3, 14], [7, 21], [8, 19], [5, 17], [4, 19], [6, 15], [9, 17]]
395	[[6, 21]]	[[7, 17], [3, 15], [6, 22], [8, 20], [5, 17], [4, 20], [6, 15], [9, 18]]
396	[[6, 22]]	[[7, 17], [3, 16], [6, 23], [8, 21], [5, 17], [3, 21], [6, 15], [8, 19]]
397	[[6, 23]]	[[7, 17], [2, 17], [6, 24], [8, 22], [5, 17], [4, 22], [6, 15], [7, 20]]
398	[[6, 24]]	[[7, 18], [3, 18], [6, 25], [8, 23], [5, 18], [3, 23], [6, 16], [7, 21]]
399	[[6, 25]]	[[7, 19], [3, 19], [6, 26], [8, 24], [5, 19], [3, 24], [5, 17], [7, 22]]
400	[[6, 25]]	[[8, 20], [3, 20], [6, 27], [8, 25], [5, 20], [2, 25], [6, 18], [7, 23]]
401	[[6, 26]]	[[7, 21], [3, 21], [6, 27], [8, 26], [5, 21], [3, 26], [6, 19], [7, 23]]
402	[[6, 27]]	[[7, 21], [3, 21], [6, 28], [8, 27], [5, 22], [4, 27], [6, 19], [7, 24]]
403	[[6, 28]]	[[8, 22], [3, 22], [6, 29], [8, 28], [5, 23], [4, 28], [6, 20], [8, 25]]
404	[[6, 29]]	[[8, 23], [2, 23], [6, 30], [8, 29], [5, 24], [4, 29], [6, 21], [7, 26]]
405	[[5, 29]]	[[7, 24], [3, 24], [6, 30], [8, 30], [5, 25], [4, 29], [6, 22], [8, 27]]
406	[[5, 30]]	[[7, 25], [2, 25], [6, 30], [8, 30], [4, 26], [3, 30], [5, 23], [7, 27]]
407	[[5, 29]]	[[6, 25], [2, 26], [6, 30], [8, 30], [4, 27], [3, 30], [4, 24], [6, 28]]
408	[[5, 28]]	[[6, 26], [2, 27], [6, 30], [8, 30], [4, 27], [3, 30], [4, 25], [6, 28]]
409	[[5, 27]]	[[6, 26], [1, 28], [5, 30], [7, 30], [3, 28], [3, 30], [4, 26], [6, 28]]
410	[[5, 27]]	[[6, 26], [1, 28], [5, 30], [7, 30], [3, 28], [3, 30], [4, 25], [7, 27]]
411	[[5, 26]]	[[6, 25], [1, 27], [5, 29], [7, 29], [3, 28], [3, 30], [4, 25], [7, 27]]
412	[[5, 25]]	[[6, 25], [1, 26], [5, 28], [7, 29], [3, 27], [3, 29], [3, 25], [7, 27]]
413	[[5, 24]]	[[6, 25], [1, 25], [5, 27], [7, 29], [3, 27], [3, 29], [3, 24], [7, 27]]
414	[[5, 23]]	[[7, 24], [1, 24], [5, 26], [7, 29], [3, 26], [4, 28], [3, 23], [7, 26]]
415	[[5, 22]]	[[7, 23], [1, 23], [5, 25], [8, 28], [3, 25], [5, 27], [3, 23], [7, 25]]
416	[[5, 21]]	[[7, 22], [1, 23], [5, 24], [9, 27], [3, 25], [5, 26], [3, 23], [7, 24]]
417	[[5, 20]]	[[7, 21], [1, 23], [5, 23], [8, 26], [3, 25], [5, 25], [3, 22], [7, 23]]
418	[[5, 19]]	[[7, 20], [1, 22], [5, 22], [9, 25], [3, 24], [5, 24], [3, 21], [7, 22]]
419	[[5, 18]]	[[8, 19], [1, 21], [5, 22], [9, 24], [3, 23], [5, 24], [3, 21], [7, 21]]
420	[[5, 18]]	[[7, 18], [1, 20], [5, 22], [9, 23], [3, 23], [5, 24], [4, 20], [6, 20]]
421	[[5, 17]]	[[7, 18], [2, 19], [5, 22], [9, 22], [2, 22], [5, 24], [4, 20], [6, 20]]
422	[[5, 16]]	[[8, 17], [3, 18], [5, 22], [8, 21], [2, 21], [5, 24], [4, 20], [6, 19]]
423	[[5, 15]]	[[9, 16], [3, 17], [6, 21], [8, 20], [2, 20], [5, 23], [4, 20], [5, 18]]
424	[[5, 14]]	[[8, 15], [3, 16], [6, 20], [8, 20], [2, 19], [5, 22], [4, 20], [5, 17]]
425	[[5, 13]]	[[7, 14], [3, 15], [6, 20], [8, 20], [3, 18], [5, 22], [4, 20], [6, 16]]
426	[[5, 12]]	[[7, 13], [3, 15], [6, 20], [8, 20], [2, 17], [5, 22], [4, 19], [5, 15]]
427	[[5, 11]]	[[7, 12], [3, 14], [6, 19], [8, 19], [3, 16], [5, 21], [4, 18], [5, 14]]
428	[[5, 10]]	[[7, 11], [3, 13], [6, 18], [8, 18], [3, 15], [5, 20], [4, 18], [6, 13]]
429	[[5, 9]]	[[7, 10], [3, 12], [6, 18], [8, 18], [4, 14], [5, 20], [4, 18], [5, 12]]
430	[[5, 9]]	[[7, 9], [3, 11], [6, 17], [9, 17], [3, 13], [6, 19], [3, 17], [5, 11]]
431	[[5, 8]]	[[7, 9], [3, 10], [6, 16], [9, 16], [3, 12], [7, 18], [4, 16], [5, 11]]
432	[[5, 7]]	[[7, 8], [3, 9], [7, 15], [9, 15], [3, 11], [6, 17], [4, 15], [5, 10]]
433	[[5, 6]]	[[7, 7], [3, 8], [6, 14], [9, 14], [3, 10], [5, 17], [4, 14], [5, 9]]
434	[[5, 5]]	[[8, 6], [3, 7], [6, 13], [8, 13], [3, 9], [6, 16], [3, 13], [5, 8]]
435	[[5, 4]]	[[7, 5], [3, 6], [5, 12], [7, 12], [3, 8], [5, 15], [3, 12], [6, 7]]
436	[[5, 3]]	[[7, 4], [3, 5], [5, 11], [7, 11], [4, 7], [5, 14], [3, 11], [6, 6]]
437	[[5, 2]]	[[7, 3], [3, 4], [5, 10], [7, 10], [3, 6], [6, 13], [3, 10], [5, 5]]
438	[[5, 1]]	[[7, 2], [3, 3], [5, 10], [7, 9], [3, 5], [7, 12], [3, 10], [5, 4]]
439	[[4, 1]]	[[7, 1], [3, 2], [5, 9], [7, 9], [3, 4], [6, 11], [3, 9], [5, 3]]
440	[[4, 1]]	[[6, 1], [2, 1], [5, 9], [7, 9], [3, 3], [6, 11], [2, 8], [5, 3]]
441	[[4, 2]]	[[6, 1], [2, 1], [4, 8], [8, 8], [3, 3], [6, 10], [2, 8], [5, 3]]
442	[[4, 3]]	[[6, 1], [2, 1], [4, 7], [7, 7], [3, 4], [5, 9], [1, 7], [5, 4]]
443	[[4, 4]]	[[5, 1], [2, 2], [3, 6], [6, 6], [2, 4], [5, 8], [1, 6], [6, 3]]
444	[[4, 5]]	[[4, 2], [2, 2], [3, 6], [5, 6], [2, 4], [5, 8], [1, 6], [6, 3]]
445	[[4, 6]]	[[5, 1], [2, 2], [3, 7], [5, 6], [2, 4], [5, 8], [1, 6], [5, 3]]
446	[[4, 7]]	[[5, 1], [2, 2], [3, 8], [5, 7], [3, 4], [5, 9], [1, 7], [5, 4]]
447	[[4, 8]]	[[5, 2], [1, 3], [3, 9], [5, 7], [3, 4], [5, 9], [1, 8], [6, 5]]
448	[[4, 9]]	[[5, 3], [1, 4], [3, 10], [4, 6], [3, 4], [5, 10], [1, 9], [6, 6]]
449	[[4, 10]]	[[5, 3], [1, 4], [3, 11], [4, 7], [4, 5], [5, 11], [1, 9], [6, 7]]
